"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"750",-0.108976363975426,-0.0397098212198467,-0.0352928766555462,0.139790158473921,0.230000337069401,-0.110604832555512,-0.199768404271398,-0.139478020189251
"752",-0.108483341557715,-0.038990892212789,-0.0313769025844431,0.138791959820663,0.221944631332373,-0.0935782635459921,-0.162907356118601,-0.115097154274576
"754",-0.108062531387142,-0.0383628023473559,-0.028035837007012,0.137568965489521,0.213708696132769,-0.0777051517447852,-0.127031193450051,-0.0920824986973733
"756",-0.107726334121719,-0.0378883044869971,-0.025489566822278,0.135123553172482,0.202244524364436,-0.0679188394151419,-0.104114526632011,-0.080730221894285
"758",-0.107450184780937,-0.0375044610815034,-0.023372866905941,0.132094023204653,0.189509689940093,-0.0612794180494159,-0.0857552856218312,-0.0705633508392622
"760",-0.10722873536393,-0.0372146453668451,-0.021673701122109,0.128844249280779,0.177067445453878,-0.0547735903483615,-0.0680606946853016,-0.0544131942799945
"762",-0.107035271296607,-0.0369795234819538,-0.0202308829043988,0.125535819847454,0.164293074483716,-0.0495302094085783,-0.0496916927059474,-0.0354252396882667
"764",-0.106857688607258,-0.0367814374878847,-0.0189476274524156,0.12217671797295,0.151092942657252,-0.0460172112214409,-0.0349886974813291,-0.021933750303082
"766",-0.106741328701864,-0.0366726041559405,-0.0180268339172794,0.118397658323578,0.137035341475338,-0.0446231121790015,-0.0235261031272863,-0.0104861544689066
"768",-0.10665310138364,-0.0366163500817407,-0.0173496314898053,0.11428788575997,0.122422680721942,-0.0439810108282625,-0.0127031393011323,-0.00224998552673604
"770",-0.106583763123771,-0.0366007873504824,-0.0167181597065306,0.110253120913554,0.107767891557387,-0.042505746365431,0.00276677650569134,0.00590333519108525
"772",-0.106531610279508,-0.03661313366976,-0.0160165288420226,0.106396132347307,0.0914402455042025,-0.044570889636952,0.0134035054323313,0.0054698278470019
"774",-0.106490209733667,-0.0366427404705336,-0.0152729381229388,0.102669661780051,0.0741669417579336,-0.0488582005101479,0.0201414111776894,-0.00306312199021943
"776",-0.106466521451957,-0.0367001861398846,-0.0144256612194085,0.0993036724505103,0.0568460285184397,-0.0527710711374196,0.0282881735311842,-0.0087352909828026
"778",-0.106448625463454,-0.0367675353437001,-0.0134416981559975,0.0963088525918325,0.0408951638811476,-0.0542453981270479,0.0383163699230865,-0.0121642532482552
"780",-0.106407223904088,-0.0368107867184647,-0.0123031863292623,0.0937578514336017,0.027137366317179,-0.0535235442401654,0.0502393990903478,-0.0056571132699092
"782",-0.106352392406391,-0.0368468752991301,-0.0111346857079552,0.0916965748287091,0.0147897573404231,-0.0517951020142451,0.0606448420923421,0.00321823644282854
"784",-0.106305048552175,-0.0368994563191067,-0.0101063302905897,0.0897004839153309,0.00219743544992498,-0.0510049941861769,0.066821727561789,0.00687722278123966
"786",-0.106245944956063,-0.0369422634293288,-0.00906415531614427,0.0878914414221868,-0.00982145618124239,-0.0494854461638377,0.0724084422857263,0.00976667317648146
"788",-0.106184405583873,-0.0369677757248056,-0.00783668215672385,0.086375282531882,-0.0200356264753123,-0.0453368481223913,0.0837176643576097,0.0245799976835967
"790",-0.106109664132113,-0.0369809301708868,-0.00649147851572191,0.0851767170212779,-0.0284803804505743,-0.0393568076496781,0.0975768813472337,0.0479929764810191
"792",-0.106029770566152,-0.0369964771778046,-0.00525036005263277,0.0838772338004906,-0.0381430299251648,-0.0365664234305223,0.102832579701148,0.052158966786573
"794",-0.105953472893406,-0.0370150981426634,-0.00402448665032864,0.0827957419733657,-0.0470067884851653,-0.0328369656987719,0.107703126510378,0.0517022389471193
"796",-0.105867513566868,-0.037006708592173,-0.00267142681376631,0.0819498442557764,-0.0556070954664603,-0.0295045429639423,0.111746578412752,0.0554460697464523
"798",-0.105790171687347,-0.0370007063228364,-0.00151235815395002,0.0809435269951945,-0.063970262339058,-0.0267133882886751,0.116204545288872,0.0608323692301189
"800",-0.10570779996155,-0.0369755776506743,-0.000469426541990444,0.0796624334571649,-0.0708514107736526,-0.0223927302281593,0.124013229275654,0.0715425766980138
"802",-0.105591800963059,-0.0369072703213344,0.000607096526645083,0.0782562759141283,-0.0765641360331881,-0.0166024502995998,0.13079260156863,0.0794311433386588
"804",-0.105483045256477,-0.0368303783337717,0.00138428041954335,0.0764577001833227,-0.0824373968563191,-0.0129079271339762,0.132220759391692,0.0804193275475789
"806",-0.105369907345852,-0.0367133693649741,0.00203540238529154,0.0746897642905204,-0.0870238425552028,-0.00741639931785605,0.134955744309242,0.0809997497631853
"808",-0.10524839643192,-0.0365790667807148,0.00246588634826012,0.0724708718261673,-0.0916385417522475,-0.00355266462955093,0.134632965888144,0.0766512347724804
"810",-0.105112397275675,-0.0364207842833572,0.00269921317273564,0.0700704042683219,-0.094932335999104,0.00137166151976123,0.138224075639554,0.0791085282125416
"812",-0.104981876957113,-0.0362442940153006,0.00263371177108771,0.0668692312025459,-0.0986928064395825,0.00412735529381831,0.13460615127715,0.0711263117611009
"814",-0.104840876609697,-0.0360153394608317,0.00232157377896899,0.0633172047968218,-0.101020381755484,0.00739632967694245,0.129663666006759,0.0652573966636004
"816",-0.104696938699376,-0.0357648356434721,0.00154016768842593,0.0590469307177033,-0.103361166346857,0.00934171486643024,0.12138485171184,0.0540226418236511
"818",-0.104558610463553,-0.0354956061521688,8.7809321246127e-05,0.0538556106473207,-0.104420377432234,0.0121933236505961,0.113927374996756,0.0441352473252534
"820",-0.104416389648216,-0.035179344639601,-0.00201210053184579,0.0475022833137785,-0.105365589834313,0.0127416684629671,0.101542706903651,0.0302714117623569
"822",-0.104250682979679,-0.0347824507247962,-0.00473087601049524,0.0401420206636695,-0.10489535382373,0.0118950233345432,0.0847911705428864,0.0103226768763205
"824",-0.104058938863637,-0.0342874017535475,-0.00815682985720335,0.0315642013811972,-0.103068858068175,0.00910063264551795,0.0629737420676552,-0.0155301557001754
"826",-0.103835256375475,-0.0337010955350804,-0.012072446839842,0.0225784630801241,-0.0982906082183186,0.00931814788906666,0.0470186911486279,-0.0352300974865048
"828",-0.103586718393794,-0.0330585760190606,-0.01618246393761,0.0135460768739164,-0.0906891898939812,0.0131968346987257,0.036412439762784,-0.0539005013192361
"830",-0.103245821322566,-0.032239404950083,-0.0196755584693305,0.00465818718191993,-0.0850329129450534,0.0127510516437909,0.0193828299970209,-0.069725011568948
"832",-0.102875097880248,-0.0313793118818928,-0.0227430700920256,-0.00334321922452625,-0.0777242954220158,0.015404235243728,0.00901911888749281,-0.0774960309460801
"834",-0.102472085846983,-0.0304992715675262,-0.0249434355384825,-0.00994539788339512,-0.069560648071112,0.0222182405955638,0.00382436930753589,-0.0769393318834991
"836",-0.102054033753319,-0.0296447143283918,-0.0260205885608227,-0.0149658087356182,-0.0631984221387603,0.0289751226365843,-0.000562308910801298,-0.0709564964862973
"838",-0.101650172754977,-0.0288440585970671,-0.0263665008474301,-0.0189330924452881,-0.0587004266093374,0.0337637069202649,-0.00667073800436247,-0.0672612213286811
"840",-0.101265848825775,-0.0280960295025954,-0.0261527948750897,-0.0222396793456498,-0.055789198630233,0.0372427776034991,-0.0112859909475567,-0.0602276316975469
"842",-0.100912364239452,-0.0274247855386222,-0.0255259288046814,-0.0248960532846112,-0.0545084832495765,0.0401371495616368,-0.0142701323573818,-0.044939588070127
"844",-0.100601488228179,-0.0268304090004682,-0.0249452745902186,-0.0274009953566087,-0.0538904907061666,0.0419120054279831,-0.0158726802258529,-0.0285307057671787
"846",-0.100325828788344,-0.0263084237589802,-0.0246530099953759,-0.0300062956638118,-0.0546028503153367,0.0420146500829784,-0.0194468928256484,-0.0183196154067023
"848",-0.100058445329868,-0.0257993171306024,-0.0243671002555508,-0.0329044253627749,-0.057834466555405,0.0381524414881662,-0.0260112278524339,-0.0054133401867491
"850",-0.0998041192933555,-0.0253160554017383,-0.0240726313788358,-0.0355904591991295,-0.0607420373358013,0.0343879483560755,-0.0354663056762958,-6.32189524127282e-05
"852",-0.0995712601690006,-0.0248674144808042,-0.0239172525512534,-0.0386136064814044,-0.0646569623259178,0.0287690056947734,-0.0481045818595175,-0.000986512684481423
"854",-0.0993483793788128,-0.0244363015640505,-0.0238892027343108,-0.0417368203689691,-0.068667819623534,0.0227644326495634,-0.0589776817492484,-0.00240190281891633
"856",-0.0991121278032757,-0.0239847543276041,-0.0236723188956675,-0.0444003518936553,-0.0719609619526662,0.0177358697786438,-0.0688601967577361,8.31045321714375e-07
"858",-0.0988745379145463,-0.0235303838318118,-0.0234237438500671,-0.0469358064691842,-0.0748585806333682,0.0132084797033416,-0.0782444405869638,0.00111064963741224
"860",-0.0986288895836971,-0.0230562847173439,-0.0230991830329653,-0.0494755852461769,-0.078242982751493,0.00804089895557995,-0.0867820471081161,0.00514870673890565
"862",-0.0983755392028402,-0.0225688032287997,-0.0228189757925866,-0.0519302976511393,-0.0813017421614608,0.00378957436147935,-0.0940239330456483,0.00780202746978326
"864",-0.098090595693203,-0.0220300997499842,-0.0223943861434517,-0.0542979511631612,-0.0833823474027995,0.000526466135540891,-0.100315770811934,0.0088611955671304
"866",-0.0978064489981948,-0.0214931754954685,-0.0220407471403705,-0.0567552328450074,-0.0855610064066617,-0.00329865583107419,-0.10689883867767,0.00840739728237668
"868",-0.0974700642307162,-0.020860292373156,-0.0215334495627725,-0.0592696251250769,-0.0880679632747764,-0.00832420214556209,-0.116685518280125,0.00347987386363141
"870",-0.0970898133805493,-0.0201468163211298,-0.0207333338978052,-0.0615069272766187,-0.0895594125868951,-0.0118863848920566,-0.12430149256974,0.00100526441568995
"872",-0.0966631796817839,-0.0193506421552244,-0.0198083853001359,-0.0636081406755766,-0.0896907249169709,-0.0132577811795107,-0.127642227867264,0.00114691061653689
"874",-0.0962044858958038,-0.0184999735667869,-0.0187937632512377,-0.0656267707743914,-0.0897800879535994,-0.0149799771403502,-0.133259817842805,-0.00110440697790457
"876",-0.0956994262147278,-0.0175705786662629,-0.0175261472928765,-0.0673471991004268,-0.0893522843681017,-0.0163625202928701,-0.139864578250984,-0.0074546742392314
"878",-0.0951351366155173,-0.0165395984783305,-0.015881361369919,-0.06878856564102,-0.0880625416026082,-0.0165610967314364,-0.145619367008657,-0.0133723866137837
"880",-0.09452146090998,-0.0154222279852375,-0.0139645793353424,-0.0697152636762223,-0.0849319793201287,-0.0138145139339427,-0.148546727460769,-0.0157758191661244
"882",-0.0938584824835508,-0.0142208052768414,-0.0117131196112535,-0.0703583999533589,-0.0814781570807011,-0.0109381294169667,-0.152455841269738,-0.0203185551127659
"884",-0.0931652570733148,-0.0129718909602939,-0.00924318419959169,-0.0707914754182327,-0.0777846928423522,-0.00743761410222795,-0.155555979198965,-0.0279122854446862
"886",-0.0924115132787353,-0.0116273177849294,-0.00625264590367199,-0.070281425820116,-0.0719569689479846,-0.000218128775296277,-0.153425926179516,-0.0275739831805029
"888",-0.0916020182589346,-0.0101996732652506,-0.00274571927197867,-0.0689574028834939,-0.0646358148932582,0.00961070959127414,-0.148687316143942,-0.0256254602874271
"890",-0.090748931545202,-0.00870650994245363,0.00117420217633224,-0.0670330769897994,-0.0557699151195691,0.0221743378710373,-0.140578045773074,-0.0215369278559775
"892",-0.0898758596923073,-0.00718133230237667,0.0052684961026321,-0.0648908743474108,-0.0464612424498484,0.0354304196637753,-0.132226976911191,-0.0181148609459059
"894",-0.0889590171201773,-0.00558472543922074,0.00978869935071601,-0.0621450456612767,-0.036104561555757,0.0507344855067906,-0.121329839527361,-0.0109478449214969
"896",-0.0880291835580147,-0.00396788770573313,0.0143892083284044,-0.0591351889598362,-0.0249682636731439,0.0677540732989512,-0.107104903756282,-0.000796241574030784
"898",-0.0870809755315897,-0.00231825631686089,0.0190029306040971,-0.055792494352538,-0.0129566974876365,0.0860828218611274,-0.089779848017953,0.0155440137815028
"900",-0.086142703363436,-0.000686440283894217,0.0233106906257181,-0.052508402627999,-0.000622194770138841,0.10423488193673,-0.072730431106595,0.0277140560256165
"902",-0.0852208141758042,0.000919874293839359,0.0271897856308716,-0.049551144456835,0.0118382313474924,0.12171692285155,-0.0558738676956784,0.0380759943267936
"904",-0.0843155893599842,0.00250424541171491,0.0305927759152478,-0.0470882839772693,0.0236447701816731,0.137257957182504,-0.041402369268951,0.0452392754266988
"906",-0.0834550766434951,0.00403545758969805,0.0330772684396934,-0.0456060674907284,0.0347335548102774,0.149160208326687,-0.0315790916419604,0.0459250423879889
"908",-0.0826426634098959,0.00551490363111513,0.0345988418143295,-0.0449059271202168,0.046665161749184,0.162262127565656,-0.0163156859855911,0.0556936851504164
"910",-0.0818815173843192,0.00694200549226293,0.0349141444968561,-0.0454746653369593,0.0577454556556882,0.171939091191809,-0.00343862060016158,0.0627628709256331
"912",-0.0811650907370227,0.00834131811702239,0.0338703797609135,-0.0473851390908673,0.0678496417985386,0.17720841312125,0.0051209935713726,0.0636394362378672
"914",-0.0804736636880179,0.00974623622719492,0.0313207703647903,-0.0506975717714695,0.0770747611320464,0.178747227184784,0.0124759942613486,0.0625622432910915
"916",-0.0798002733231614,0.011176066525545,0.0271204811133763,-0.05545195842942,0.0855459652710932,0.176353342699684,0.0181097830584867,0.0583194120383574
"918",-0.0791105533260336,0.0126924210303508,0.0213240259883142,-0.0616957409087431,0.0936092383576642,0.169939821656082,0.0227103643507415,0.0532199264021686
"920",-0.0783740301440055,0.0143520270940518,0.0139364511309173,-0.0692140922578959,0.101078592953022,0.159550174181421,0.0241491674028372,0.0424322642796905
"922",-0.0775551055675506,0.0162114376303537,0.00501720562340599,-0.0778209053991131,0.107953224953655,0.145701101103972,0.0245506118196202,0.0303676418439444
"924",-0.0766207085647146,0.0183266660178168,-0.00519273029638774,-0.0871724082067003,0.113869143827754,0.128176985118457,0.0229429773504279,0.016108597413622
"926",-0.0755315559347275,0.0207577714775324,-0.0163010022094886,-0.0967187068001472,0.120765160503769,0.11127867293302,0.0277679600668742,0.0103801661766174
"928",-0.0742656505077784,0.0235320794082134,-0.0282463015712197,-0.106246561716682,0.125939477999229,0.0915996783940367,0.0315867892499213,0.00711285532964837
"930",-0.072789446093143,0.0266916454648112,-0.0405191779002255,-0.115051564261966,0.131307402723611,0.0731342007253957,0.0399434886426217,0.00990423551833922
