"sample","y","yhat.cal","yhat.val"
"ak01",12.4,12.4141647190395,12.2700001995814
"ak02",13.1,13.6639786135845,13.5054954420892
"ak03",12.7,12.319829259221,12.1897672209183
"ak04",10.2,10.6200576479418,10.8243633884801
"ak05",11.4,12.7663039906233,13.021672321481
"ak06",10.7,11.4191492095856,11.5746380139194
"ak07",11.5,11.9360693526671,11.6999997587114
"ak08",11.6,11.6919852494182,11.4264737286253
"ak09",11.6,11.1129889466959,10.9675387473524
"ak10",11.2,11.5504654637635,11.3628221451787
"ak11",13.9,13.8670923447601,13.9158354144837
"ak12",10.6,10.8375618167806,11.1848049288994
"ak13",12.4,12.6012002872043,12.0149347199984
"ak14",11.1,11.5992074409776,11.6602329900778
"ak15",11.4,11.0202604886054,10.7559887984206
"ak16",12,11.7746237433652,11.8011100694515
"ak17",14.2,13.6540678204764,13.5726880286829
"ak18",12.1,11.3686349619171,11.1610905665332
"ak19",12.2,11.9442970656712,11.697035619731
"ak20",11.5,11.2388095226092,10.7687938792287
"ak21",10.4,10.1901636234736,10.2136697541369
"ak22",11.2,11.4042937911521,11.3580617154369
"ak23",12.6,12.6910744616322,12.8709002245136
"ak24",11.7,11.5186276103707,11.5828931648802
"ak25",12.9,13.114126306863,13.2618202837489
"ak26",12.3,12.2096379884885,12.4647291909714
"ak27",11.3,11.4297747695041,11.5722366095812
"ak28",13.8,13.546832501968,13.5829716774514
"ak29",13.3,12.7462015602946,12.6787098485205
"ak30",12.1,11.7080427691551,11.7473764279255
"ak31",12,11.9010614258652,12.1881906659775
"ak32",13.9,13.3690025193176,13.3638255530641
"ak33",10.7,10.9595545101537,11.2194060603125
"ak34",12.2,11.9057920785326,11.9255209179114
"ak35",11.8,11.5982140261158,11.7141534342239
"ak36",10.9,11.3914715943673,11.7490656642457
"ak37",11.6,12.8540625399281,13.4261506141335
"ak38",11.6,11.8696660294444,11.9780572362972
"ak39",11.4,10.8115963912096,11.0107149202683
"ak40",13,13.2290445644043,13.4887505442064
"ak41",11.8,11.6630649049117,11.7387758245226
"ak42",11.1,11.3591046872709,11.2709908460044
"ak43",11.7,11.1853089090978,11.2706369326794
"ak44",10.7,11.2827675111047,11.6346459039164
"ak45",12.8,12.500078214705,12.2769996310918
"ak46",12.8,13.0446464505311,13.1733713243768
"ak47",13.1,12.5001444000846,12.0346832307979
"ak48",13,12.7461107953673,12.6285312135339
"ak49",12.9,12.6660961728777,12.7252090954622
"ak50",14.7,14.3036889469013,14.1107431323991
