"sample","y","yhat.cal","yhat.val"
"ak01",12.4,12.8119386421166,12.9141112339179
"ak02",13.1,13.7697978934274,13.6528624239652
"ak03",12.7,12.6590787335184,12.4462967883158
"ak04",10.2,10.6331720726284,10.8824436633069
"ak05",11.4,12.6570762023241,12.877734881717
"ak06",10.7,10.9569141981907,11.1514310766781
"ak07",11.5,12.0336366287971,12.1018225817165
"ak08",11.6,11.2020258797172,11.1025179555698
"ak09",11.6,11.4622058699323,11.5055751928928
"ak10",11.2,11.5230593880354,11.7858530652327
"ak11",13.9,13.7304033466329,13.5243922395835
"ak12",10.6,10.441743941597,10.4621961394785
"ak13",12.4,12.5587220528352,12.7988609503566
"ak14",11.1,10.9082490065592,11.2611283489688
"ak15",11.4,11.3505396634406,11.4017853388896
"ak16",12,11.7541512032633,11.746312962263
"ak17",14.2,13.637441457392,13.4455179703608
"ak18",12.1,11.4984205819171,11.3090645517585
"ak19",12.2,12.131115100285,12.1207852973283
"ak20",11.5,11.3163465999866,11.1626368299233
"ak21",10.4,10.5554231370099,10.7113998914998
"ak22",11.2,11.3153834151138,11.4640300469507
"ak23",12.6,12.686245423644,12.4943824831581
"ak24",11.7,11.8148753803154,11.7969397958366
"ak25",12.9,13.2479601697142,13.3329153224218
"ak26",12.3,12.6175610853034,12.6399912567808
"ak27",11.3,11.1633101457056,11.1300290484627
"ak28",13.8,13.8495291046117,13.7661793959866
"ak29",13.3,13.150369578496,12.8971759507669
"ak30",12.1,11.893496219744,11.6298726301846
"ak31",12,11.8143248390041,11.785072748364
"ak32",13.9,13.2189372201712,12.9330938245096
"ak33",10.7,10.789923591944,10.911666466439
"ak34",12.2,11.8258528549793,11.9429162456404
"ak35",11.8,11.3380065822138,11.2034958498697
"ak36",10.9,10.9433645343615,11.1169815607215
"ak37",11.6,12.5181433607119,12.8197820712865
"ak38",11.6,11.744301397981,11.8000770242766
"ak39",11.4,11.2825393550705,11.3435394561374
"ak40",13,13.2584964108978,13.1485277247947
"ak41",11.8,11.9955297228837,12.039412824784
"ak42",11.1,11.0431820153112,11.0428281489752
"ak43",11.7,11.5250066766877,11.5922197651701
"ak44",10.7,11.2250034672558,11.7150532552221
"ak45",12.8,12.4608334419556,12.0668745402107
"ak46",12.8,12.9502050527032,12.9073994043437
"ak47",13.1,12.6462273188668,12.5393119859103
"ak48",13,12.5183738545105,12.2442038780159
"ak49",12.9,12.5488536628597,12.4563431555634
"ak50",14.7,14.1227025173762,13.6448617394562
