"","Comp 1","Comp 2","Comp 3","Comp 4"
"1100",0.02457272967845,-0.0544351915455992,0.0267781575826221,-0.00912026380075796
"1102",0.0245727296784435,-0.0544351915456123,0.0267781575826086,-0.00912026380077865
"1104",0.0245727296784555,-0.0544351915455894,0.0267781575826365,-0.00912026380074761
"1106",0.0245727296784542,-0.054435191545592,0.0267781575826356,-0.00912026380074578
"1108",0.0245727296784534,-0.0544351915455925,0.0267781575826248,-0.00912026380076973
"1110",0.0245727296784442,-0.0544351915456023,0.0267781575826293,-0.00912026380075556
"1112",0.0254632508370601,-0.0555621152367952,0.0231594539436963,-0.0178246212018551
"1114",0.0251778387154836,-0.0540416003561957,0.0238402625986157,-0.0194599857453307
"1116",0.0249134408710472,-0.0522042869684025,0.0257428069866007,-0.0165633707812265
"1118",0.0252405045865334,-0.0506460435867575,0.0280738034403264,-0.0125183474733316
"1120",0.0257938281836462,-0.0500853379620188,0.0296700806817141,-0.00938823373870238
"1122",0.0267055451153273,-0.0498874858650677,0.0302510566026144,-0.00788562254187761
"1124",0.0280327983308238,-0.0493050433811198,0.0305422085407828,-0.00717890597177824
"1126",0.0294528412091544,-0.0485103326236008,0.0306069431837681,-0.00722525820658176
"1128",0.0308904178979047,-0.0475983606411777,0.0305104722025894,-0.00805539325550152
"1130",0.0324622320514221,-0.0464510532851888,0.030457377245616,-0.00933501396696717
"1132",0.0344335105101895,-0.0447876496473263,0.0305561429549441,-0.010865078412014
"1134",0.0374329075487281,-0.041743976247374,0.0309775572677178,-0.0125995792176319
"1136",0.0426245609674585,-0.0351933112632187,0.0318998788237733,-0.0146573599222646
"1138",0.0528698212490255,-0.0161295490909312,0.0327490749272424,-0.017682723393225
"1140",0.051042577808999,0.0496237557997837,0.0152953390884867,-0.0157300068912802
"1142",0.00587705744939297,0.0701885377314507,-0.0145279261107058,-0.00030302872002107
"1144",-0.0101226477223405,0.0652540656308553,-0.0220781623879762,0.00510849518629963
"1146",-0.0168008546233908,0.0615951334278794,-0.0250896927342903,0.00717502147116758
"1148",-0.0206532107253738,0.0589336538559627,-0.0267849714094632,0.00842505790343893
"1150",-0.023415069868244,0.0566879770147693,-0.0279261016323794,0.00952964472668893
"1152",-0.0257731721636033,0.0544024578406555,-0.0289881626022813,0.0103017405967346
"1154",-0.0278279796472581,0.0521344911365647,-0.029996067101856,0.0107576008513898
"1156",-0.0297287348704471,0.0497671996148728,-0.0310384483296185,0.0110758656057702
"1158",-0.0316788609272682,0.047118737124991,-0.0322006561092052,0.01128717934736
"1160",-0.0337679900593624,0.0442233550941021,-0.0334300665893814,0.0112209058654513
"1162",-0.035875699367173,0.0411935735128695,-0.0347571668313779,0.0108680888630891
"1164",-0.0377727401205475,0.0381934899771489,-0.0362694584560395,0.0103787097968709
"1166",-0.0393346673736746,0.0352599907257201,-0.0379190462602262,0.0102563609990159
"1168",-0.0407851425933287,0.0322937009325095,-0.0388551309183854,0.0120556990981469
"1170",-0.0430547709311012,0.027964775733561,-0.0394031740537073,0.0152093287118277
"1172",-0.0478389480877721,0.0192133788145173,-0.0412743158203324,0.0164312299946368
"1174",-0.0563986923828469,0.0039883420407643,-0.0426835579301131,0.015832732973649
"1176",-0.0688142745601353,-0.0182901349374583,-0.0411739932660268,0.0143505321037187
"1178",-0.0804531951043998,-0.0389989015550705,-0.0370931626838242,0.0141700441611296
"1180",-0.0858271843435443,-0.0432798690054041,-0.0327215885618976,0.0123773984000951
"1182",-0.0836314412994805,-0.0317477531161387,-0.0306688165857398,0.00936663906537377
"1184",-0.0757164512758455,-0.014293624459222,-0.0297172262388053,0.0106869461245896
"1186",-0.0672393949967681,0.000126359371493128,-0.0296335350243995,0.0144496877646138
"1188",-0.0619045058815208,0.0079417201187872,-0.0311067559543185,0.0155296112018962
"1190",-0.0585166941548359,0.0121172406796897,-0.0332090060578327,0.0152686048281312
"1192",-0.0556247706966179,0.0155237277601449,-0.0345254213560005,0.0155316970823443
"1194",-0.0539219196746914,0.0173534142745254,-0.0353845759347894,0.0156445024801282
"1196",-0.0535575130507814,0.0174575198527283,-0.0360547998500711,0.0158172454165078
"1198",-0.0542432306382439,0.016176472805104,-0.0367617787510583,0.0157792707783382
"1200",-0.0561378442697107,0.0136431393303148,-0.0373446682231539,0.0138032409586605
"1202",-0.0595890853263535,0.00892549471457772,-0.0392017624594384,0.00679202668578518
"1204",-0.0635318043951238,0.00245578896028922,-0.0428901056731117,-0.00470558968190875
"1206",-0.066223505557902,-0.00302613210499801,-0.045344061175509,-0.0163707327234119
"1208",-0.0671100289395581,-0.0075816283011528,-0.0474139211832813,-0.0313103847191735
"1210",-0.0645619564633298,-0.0108582019201986,-0.050402910725241,-0.0502859617235416
"1212",-0.0567672321493636,-0.00942725838199448,-0.0506604540946616,-0.0656482043786662
"1214",-0.0462765126756435,-0.00459846316047187,-0.0478411573636972,-0.0746894417835879
"1216",-0.0354016033935667,0.00201858922063779,-0.0436689781734431,-0.076809978023217
"1218",-0.0234815965205696,0.013124968932011,-0.0412745582020183,-0.0735961402395836
