"","Comp 1","Comp 2","Comp 3","Comp 4"
"1100",0.0201460422287736,-0.0517907984506583,-0.00351544845427276,-0.0653022414894271
"1102",0.0207268631563066,-0.0524561641826719,-0.00329869430902477,-0.0617128301555179
"1104",0.0211805044312942,-0.0529418864988101,-0.00311635484112261,-0.058684939772876
"1106",0.0215423520295277,-0.0533045294429089,-0.00296138352072047,-0.0561058370093108
"1108",0.021836318250603,-0.0535806306840362,-0.0028283707669265,-0.0538881973064219
"1110",0.0220789827230649,-0.0537944564938001,-0.00271315574038982,-0.0519644194828645
"1112",0.0221760601021003,-0.0540106843553176,-0.00284042513403434,-0.052127343069807
"1114",0.0223537639182881,-0.0541713531984382,-0.00293782770075142,-0.0523311278624503
"1116",0.0226310365878165,-0.0542448998279934,-0.00299345244690358,-0.0526359599411474
"1118",0.0229886490879103,-0.0542161962453435,-0.00300985035065524,-0.0531097870489154
"1120",0.0234454452019701,-0.054032351968445,-0.00293351687643148,-0.0533271032760863
"1122",0.0239471534222363,-0.0537778295670967,-0.00277631668422871,-0.0530378434081435
"1124",0.0244847596290501,-0.0535146290390682,-0.00257565329266329,-0.0523344219883515
"1126",0.0251079903094588,-0.0531921709483791,-0.0022672637642455,-0.0510522192276503
"1128",0.025815004189546,-0.052785907351351,-0.00183814964517033,-0.0493557145474784
"1130",0.0265668550193258,-0.0523247914303821,-0.00135194279447216,-0.0476171622181416
"1132",0.0273253299864954,-0.0518390450471313,-0.000844512317035592,-0.0460155394190946
"1134",0.0281008892268949,-0.0513108446851972,-0.000302078614675436,-0.0445231985073118
"1136",0.0289277977787238,-0.0507041048620516,0.000295629559519243,-0.0430228769569614
"1138",0.0298164869184331,-0.0500036468362501,0.000953982552457365,-0.041488771457245
"1140",0.0307689129438228,-0.0491954314738232,0.00168595614775677,-0.0398689205091569
"1142",0.0318037688413248,-0.0482575806378889,0.00249190802295986,-0.0381746433843534
"1144",0.0329523685556091,-0.0471601366465293,0.00336626329646649,-0.0364597641171302
"1146",0.0342401345191606,-0.0458811847472261,0.00429293807394133,-0.0348028226312124
"1148",0.0357037454579823,-0.0443765773489932,0.00528494236002495,-0.0331337038089209
"1150",0.0373836932293114,-0.0425927207824448,0.00635752120610299,-0.0314694764607987
"1152",0.039298675846407,-0.0405096655981878,0.00748799713001207,-0.029935796383983
"1154",0.0414691618501401,-0.0380986926732499,0.00866696105209004,-0.0286138314016616
"1156",0.0439243851991308,-0.0353221304646975,0.00986516136714179,-0.0276775654048654
"1158",0.0466908778701371,-0.0321438399747165,0.0110499971631365,-0.0271300969138173
"1160",0.0497589040107811,-0.0285384908756942,0.0122273438934697,-0.0269384326421761
"1162",0.053030376480985,-0.0245927408485779,0.0133420805427066,-0.0271445261541814
"1164",0.0563592306018069,-0.0204653084327111,0.0143238109689628,-0.0276803861525058
"1166",0.059622559999703,-0.0163012042324484,0.0151702168089854,-0.0281539289123223
"1168",0.0625477576228193,-0.0124837089359663,0.0157660440969727,-0.0287358836956476
"1170",0.0649327378021832,-0.00934377443171359,0.0160925113459563,-0.0291520867445635
"1172",0.0667085877779071,-0.00702659720107917,0.0161849719099813,-0.0292639730495436
"1174",0.0677485466999535,-0.00575571922311252,0.0160291726476017,-0.0293240814136014
"1176",0.0681172086086775,-0.005404505928291,0.0158267372071318,-0.0291924932137709
"1178",0.0679967316387724,-0.00573447651207662,0.0154773024764459,-0.0295544968732338
"1180",0.0675156844607811,-0.00655792241032102,0.0149767547172816,-0.0303589547858731
"1182",0.0668420891437791,-0.00752787489444053,0.0145690358242569,-0.0316000469077134
"1184",0.0662028087418215,-0.00833403886577173,0.0142443928220651,-0.0335053040692758
"1186",0.0657961487551829,-0.00874096799313433,0.0139606717477547,-0.0357089047891526
"1188",0.0658431294038949,-0.00844762964145932,0.0137230043050119,-0.0381033281787125
"1190",0.0665045604788028,-0.00714849127724678,0.0135009858245736,-0.0411231802206871
"1192",0.0680783284457111,-0.00421418063476811,0.0132439648216502,-0.0450567561052332
"1194",0.0707571649082233,0.00127992071484422,0.0124502991760248,-0.051771897749603
"1196",0.0742435775308065,0.0113386932272879,0.0104263505483688,-0.0631487263239557
"1198",0.0749484905064943,0.0305448824934728,0.0058949947916704,-0.0792263781295179
"1200",0.0537668705381748,0.0556734322690501,-0.00439172771002097,-0.0869894362619042
"1202",0.00988971073414952,0.0575441328806263,-0.0142642376529282,-0.0671959581029498
"1204",-0.0175314695975014,0.0478213884434679,-0.0176343006910151,-0.0500047306343962
"1206",-0.0308873127794454,0.0408938927910606,-0.0176893916076245,-0.0393551077105177
"1208",-0.0383417328400951,0.0362684282316415,-0.0168959406992974,-0.033016891285772
"1210",-0.0432073436943976,0.03268240113332,-0.0161943905506311,-0.0309778766689688
"1212",-0.046332730122723,0.0301876295787042,-0.0151567727815621,-0.0297966319354835
"1214",-0.0479375344422265,0.0288966751628898,-0.0136088971883491,-0.0278202727617978
"1216",-0.048564751729032,0.0283265795924357,-0.0120786462138148,-0.0259206352993866
"1218",-0.0484972464013066,0.0283210909664024,-0.0107475328658681,-0.0238638578568831
"1220",-0.0480179609952032,0.0287833931089063,-0.00953029816394616,-0.0208015939444564
"1222",-0.0472218001871607,0.0296647623272842,-0.00852168377447669,-0.0167941543142506
"1224",-0.0462795205725317,0.0307810336276086,-0.00792066350273958,-0.0129218719928947
"1226",-0.0453192039825669,0.0319773746855775,-0.00775136087588171,-0.00964022617548373
"1228",-0.0440966202961807,0.0335809064982599,-0.00757311761398903,-0.00520675326591162
"1230",-0.0427045528628707,0.0354198463323843,-0.00732460619638136,0.000120894804345209
"1232",-0.0413555266193355,0.037085875921977,-0.00732211918214506,0.00489464726840904
