"sample","y","yhat.cal","yhat.val"
"ak01",12.4,12.333301595052,12.2800785793245
"ak02",13.1,13.3548368053618,13.3957036524281
"ak03",12.7,12.2687735442534,12.0744028336395
"ak04",10.2,10.6774069127788,10.7062853820451
"ak05",11.4,12.5362626197769,12.7017010807121
"ak06",10.7,10.9732153938407,11.0829185908767
"ak07",11.5,11.5852435111366,11.5073447614753
"ak08",11.6,11.5309080188401,11.4637622003025
"ak09",11.6,10.7985104572826,10.5253916102409
"ak10",11.2,11.5007222084621,11.5547440104112
"ak11",13.9,13.7058274578022,13.6567543628813
"ak12",10.6,10.5483432631094,10.322241526297
"ak13",12.4,12.3704552514284,12.2548814483782
"ak14",11.1,11.413334548455,11.6456391250858
"ak15",11.4,11.0756425695196,10.8974698180749
"ak16",12,11.641143715876,11.6018366504418
"ak17",14.2,13.644869360068,13.6776553544989
"ak18",12.1,11.2761576868647,11.1584036034452
"ak19",12.2,12.041825327632,11.7762118898566
"ak20",11.5,11.2335855452967,11.2549207574566
"ak21",10.4,10.52022421894,10.656932752619
"ak22",11.2,11.3667709993534,11.5290319387064
"ak23",12.6,12.6277657238287,12.5854802475367
"ak24",11.7,11.7599098656893,11.7836982005217
"ak25",12.9,13.2524651887752,13.419488934496
"ak26",12.3,12.2787931754231,12.3337411925123
"ak27",11.3,11.6957357393397,11.7019880062586
"ak28",13.8,14.1877462773834,14.2138413460631
"ak29",13.3,12.624132978896,12.3657493905259
"ak30",12.1,11.7724961634212,11.7721214459251
"ak31",12,12.0078420118305,11.9595377367088
"ak32",13.9,13.5355259646008,13.3794920461173
"ak33",10.7,11.1245846382185,11.3105775614005
"ak34",12.2,11.5329111454783,11.5540802006225
"ak35",11.8,11.7533537567558,11.8405140594382
"ak36",10.9,11.2141615834139,11.3899554409801
"ak37",11.6,13.0987954376505,13.3981607458807
"ak38",11.6,11.9810064510845,11.9998800595828
"ak39",11.4,11.2641092132639,10.9933474532438
"ak40",13,13.3041510863385,13.230474733958
"ak41",11.8,12.1727881024951,12.1977876373979
"ak42",11.1,11.2271463161187,11.33503733005
"ak43",11.7,11.4853513366009,11.439170568057
"ak44",10.7,11.7110174504438,11.8686778329264
"ak45",12.8,12.452964201683,12.241863943127
"ak46",12.8,12.8561163172609,12.95022802063
"ak47",13.1,12.6407122790217,12.4499730899986
"ak48",13,12.418463665904,12.2804977688386
"ak49",12.9,12.7214370201413,12.7968745041036
"ak50",14.7,14.0011558978084,13.6350496287236
