"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10"
"750",1.44097993333985,0.73879100201589,0.586456278664052,1.11656526019294,1.20433396858214,1.21508545899894,1.25169381276237,1.25425352940486,1.24185390354341,1.24176697932911
"752",1.43525325871654,0.732001706458489,0.562510895927355,1.09745346235119,1.17922314554954,1.18181464232294,1.20585281698698,1.20734832809508,1.19516540343446,1.19500144358686
"754",1.43012037283996,0.726016711537736,0.54212092743777,1.07768792500682,1.15305760612714,1.14947246653291,1.16354549593374,1.16414752098932,1.15252018527329,1.15144856802542
"756",1.42558127571011,0.7208274143692,0.525046226445863,1.05709079372757,1.12571495339705,1.11761852432152,1.12404318689589,1.12391766684715,1.11321213262132,1.11056428739508
"758",1.42163596732699,0.716426142514412,0.511025672830699,1.03551114759945,1.09710209861593,1.08587270119039,1.08665590965438,1.08596025780926,1.07661215430229,1.07203799255614
"760",1.4182844476906,0.712806273133252,0.499790174642459,1.01282640633537,1.06715796125949,1.05392547112491,1.05075591869436,1.04963597723453,1.04220118803515,1.03584649017244
"762",1.41577807132581,0.710256595860927,0.492114233705099,0.987763477479497,1.03453209816045,1.02059651529238,1.01519938125705,1.01378645502586,1.01097084633479,1.00377508313426
"764",1.41376584976216,0.70838108640164,0.486292084305581,0.961709928180651,1.00094150654714,0.986870981996011,0.979997488109897,0.978396501342474,0.982520838079985,0.976099065396467
"766",1.41213898386282,0.707015871551971,0.48172184503078,0.935513303293792,0.967358827006813,0.953530162411516,0.945731272887791,0.944057140016086,0.954559322945202,0.952948190725349
"768",1.41086675862653,0.706130155821052,0.478150783771542,0.909202588458946,0.933649484861716,0.92062655257741,0.912484540889821,0.910831877978829,0.920553523909368,0.926676579719789
"770",1.40993722555065,0.705682690068969,0.475247091827702,0.882985059684857,0.900063861750545,0.888479691133907,0.880467819077089,0.87887099173397,0.877877872045386,0.891119239662156
"772",1.40930183213791,0.705605301896247,0.472699965049391,0.857342881278839,0.867456620619668,0.857757256403986,0.850241753463815,0.848699680668428,0.837322249198274,0.8549214892665
"774",1.4088324560241,0.705753787699637,0.470151362402086,0.833197338661055,0.837164085599681,0.82948656677081,0.82285514663486,0.821363894930679,0.811551695300918,0.829978001298579
"776",1.40840348051508,0.705991416506163,0.467404911703713,0.811255856196436,0.810150233463778,0.804430304417446,0.799093199665006,0.797648242235002,0.804926072971049,0.819009820303362
"778",1.40797662693229,0.706281589662621,0.464576920937892,0.791672378137412,0.786685417137915,0.782792475661385,0.779004688834911,0.777602075612962,0.814799181327397,0.820838459292513
"780",1.40751551177407,0.706571956424613,0.461758801664849,0.774269850472198,0.766658070821368,0.764204383573465,0.762122425866874,0.760753796914454,0.830908735931211,0.829401895669977
"782",1.4069700404306,0.70680420785909,0.458946736738953,0.75915539357019,0.75015225168267,0.748025938656607,0.748251711886137,0.746894979257523,0.828854969502887,0.824230638392419
"784",1.40630217917922,0.7069392586454,0.456195235131247,0.746020929254336,0.736618897640982,0.733927315173609,0.737041832870194,0.735735357779398,0.806193476529128,0.800675512564137
