"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7"
"1100",-0.0210212635520106,-0.12410038271196,0.0515737365202838,0.0449369241500738,-0.0106017177691245,0.00437332860542627,-0.0465408031219084
"1102",-0.0208034921595902,-0.123781130242897,0.0516276205242578,0.0447533407111174,-0.0109163634628754,0.00437152495463141,-0.0460322868955138
"1104",-0.0205582722951736,-0.123411800110005,0.0516621337714347,0.0444901679980195,-0.0112956773581636,0.00431233540865738,-0.0454929665259986
"1106",-0.0202856039587609,-0.122992392313286,0.0516772762618143,0.0441474060107796,-0.0117396594549897,0.00419575996750277,-0.0449228420133661
"1108",-0.0199854871503519,-0.122522906852737,0.051673047995397,0.0437250547493991,-0.0122483097533526,0.00402179863116908,-0.0443219133576148
"1110",-0.0196579218699468,-0.122003343728361,0.0516494489721824,0.0432231142138766,-0.0128216282532534,0.00379045139965521,-0.0436901805587449
"1112",-0.0192934493758503,-0.121422081399919,0.0516078602701802,0.0426270378819947,-0.0134870327430047,0.00346515526878763,-0.0429501650928218
"1114",-0.0189315197312451,-0.120839725942668,0.0515444790828507,0.0419852649107416,-0.0141712611720935,0.00309919365473645,-0.0422550028473051
"1116",-0.0185510343021665,-0.120223111159986,0.0514604541885623,0.041274333552461,-0.0149005548262576,0.00270814041912398,-0.041584046983358
"1118",-0.0181222583058775,-0.119524241386984,0.0513552508320204,0.0404557539054365,-0.0157232511395271,0.00229247351758986,-0.0409548750873919
"1120",-0.0176259798935048,-0.118707570961169,0.0512511190703462,0.0395587810710171,-0.0166333661455574,0.00187696232637444,-0.04026464154773
"1122",-0.0170404865543139,-0.117737477924188,0.0511495554547196,0.0385576705543373,-0.017661525681748,0.00145273564627921,-0.0393483086319368
"1124",-0.0163376187127835,-0.11656608083786,0.0510341828289421,0.0373797585527856,-0.018877209446871,0.000956720801897772,-0.0382020348068386
"1126",-0.015475758878015,-0.115106361218001,0.0509021704266275,0.0359777856122383,-0.0203247235293585,0.000354445920731063,-0.036808673884986
"1128",-0.0144140650896571,-0.113266525958155,0.0507556837652744,0.0343221908428246,-0.0220262719445074,-0.00034396529918835,-0.0350807566413349
"1130",-0.0131216586197621,-0.110974926717702,0.0505977458220376,0.0324024701442636,-0.0239827053391931,-0.00112047032139918,-0.0330218999513298
"1132",-0.0115836968814221,-0.108191474548655,0.0504318623559522,0.0302268747101384,-0.0261723781118137,-0.00195582419891287,-0.030643248839064
"1134",-0.00980417027316481,-0.104913965432414,0.0502546240219488,0.0278068720912443,-0.0285616706326618,-0.00283679596870403,-0.0279519059101464
"1136",-0.00779955235676256,-0.101158174786914,0.0500692703593099,0.0251890221950676,-0.0310810346310773,-0.0037361895453694,-0.0249694389022785
"1138",-0.00560318738194796,-0.0969690207056784,0.049888819927694,0.0224602396781716,-0.0336295687312975,-0.00460846713219752,-0.0217085968795858
"1140",-0.00326484948113729,-0.0924256521773108,0.0497356618550202,0.0197461910097321,-0.0360769759382988,-0.00537868189914113,-0.0181827119329531
"1142",-0.000849744161131796,-0.087643186774728,0.0496297619860627,0.0171766077764654,-0.0383002087708135,-0.00598653475933021,-0.0144319963613112
"1144",0.00156986639231978,-0.0827568237105915,0.0495945380172648,0.0148819918367835,-0.0401938668435329,-0.00638422919331547,-0.0105233770462171
"1146",0.00392813007564735,-0.0778910119948663,0.0496648103319113,0.0130036495395529,-0.0416614350790557,-0.00651492411197556,-0.00652192569588921
"1148",0.00616618995024121,-0.0731658552359342,0.0498647371910652,0.0116411764089925,-0.0426540352006325,-0.00636216275737585,-0.00259589022590492
"1150",0.00823888370374088,-0.0686824733565795,0.0502077708239907,0.0108528757109313,-0.0431581357555981,-0.00592930584582307,0.00109269945234606
"1152",0.0101165552361468,-0.0645153557930046,0.0506993960661052,0.0106585631492229,-0.0431919364270671,-0.00522954216863923,0.0044891616884611
"1154",0.0117810316426293,-0.0607257013966787,0.0513180522469529,0.0109934234816423,-0.0428367771610133,-0.00433040870578382,0.00750391834522656
"1156",0.0132344550265327,-0.057331012511548,0.0520371328131229,0.0117664138094083,-0.0421778370995204,-0.00329925351201606,0.010066835143485
"1158",0.0144925151678557,-0.0543169266937684,0.052829264396765,0.0128828204220526,-0.0412966970122465,-0.00218233247956236,0.0121471124747395
"1160",0.0155771064063499,-0.0516552142895677,0.0536621859820486,0.0142373694131979,-0.0402808444258873,-0.00103060104418034,0.0137297218242509
"1162",0.0165124362346682,-0.0493099338393671,0.0545042130722394,0.0157249956746109,-0.0392030094685152,0.000112768065290026,0.014897459206355
"1164",0.0173249783261374,-0.047234514745573,0.0553331775286901,0.017262868377553,-0.038114917684673,0.0012223636574212,0.0157308761261661
"1166",0.0180425697128702,-0.0453729535776349,0.0561408504780274,0.0188073879093177,-0.037041750138058,0.00229491742810735,0.0162926854139121
"1168",0.0186907572856511,-0.0436695561024729,0.0569265274978031,0.0203403074251023,-0.0359945588130124,0.00333865916306919,0.016655351068445
"1170",0.0192905293280973,-0.0420772052786223,0.0576916744541724,0.021854454458544,-0.0349726955359939,0.00436700126144796,0.0169336429076073
"1172",0.0198573482943528,-0.0405617716324159,0.0584382871945625,0.0233468133888101,-0.0339737744711471,0.00539218151917591,0.0172406458293375
"1174",0.0203998378169283,-0.0391056132675948,0.0591612657577929,0.0247977887119505,-0.0330113921892507,0.00640399936755543,0.0176019684973382
"1176",0.0209237145670346,-0.0376972758798993,0.0598547423192354,0.0261895358396156,-0.0320919156219169,0.00738599214867309,0.0180424815247004
"1178",0.0214319079563712,-0.0363329946710703,0.0605148833058779,0.0275106527026316,-0.0312180887231296,0.00832538647781045,0.0185549065910577
"1180",0.0219250307642983,-0.0350137054467946,0.0611399388087945,0.0287562238175301,-0.0303989831883504,0.00921474537037069,0.0191266745364502
"1182",0.0223984871130258,-0.0337532433603613,0.0617239884749845,0.0299140641509011,-0.0296414677349353,0.0100464243414637,0.0197667274228226
"1184",0.0228449286847228,-0.0325717620643052,0.0622599281628526,0.0309693161729984,-0.028950294066608,0.0107948414538449,0.0203758057998067
"1186",0.0232597099672117,-0.0314794031353969,0.0627500866972047,0.0319302052699083,-0.028317059099612,0.0114636360423002,0.0208852585425215
"1188",0.0236400334165262,-0.030479072918741,0.0632034658964698,0.0328225327520595,-0.0277260691487396,0.0120784290434145,0.0213741883062909
"1190",0.0239787144595202,-0.0295868900314668,0.063619699385294,0.0336464771496189,-0.0271807072552792,0.0126297961644629,0.0218148718927777
"1192",0.0242672908668885,-0.0288228427907304,0.0639930510715331,0.0343911155394703,-0.0266920921309851,0.013115366957062,0.022172699280729
"1194",0.0245035831741668,-0.0281890614404454,0.0643288907808396,0.0350747542519486,-0.026251861585257,0.013550256554291,0.0224842908069148
"1196",0.024686166037983,-0.0276872580384204,0.064628956740112,0.0357035944750701,-0.0258610951447179,0.0139175366740512,0.0227605222453808
"1198",0.0248158726010363,-0.027314800085126,0.0648948621056469,0.0362763640068569,-0.0255209085787975,0.0142213597501893,0.0230063270247721
"1200",0.0248946952600235,-0.0270670680548637,0.0651277890848714,0.0367944146617754,-0.0252328238532464,0.0144772454587115,0.0232356910684852
"1202",0.0249247039408059,-0.026940667712385,0.0653276345158259,0.0372567699190774,-0.0249968238255164,0.0146827032901299,0.0234528612874023
"1204",0.0249049845340703,-0.0269420280228696,0.0654855042928317,0.0376383380516643,-0.0248233329440943,0.0148105550052601,0.0235272394723555
"1206",0.0248371868618725,-0.0270710226244949,0.0655919438649687,0.0379124325019575,-0.0247253435330624,0.0148493960119704,0.0233194265813768
"1208",0.0247277808033581,-0.0273120266171942,0.0656516526867277,0.038085819135973,-0.0246904978193695,0.0148235302207485,0.0228771907907465
"1210",0.0245800343749714,-0.027657642553901,0.0656650846281311,0.0381538549678807,-0.0247141174050458,0.0147308351977933,0.0221439402657465
"1212",0.0243960522033524,-0.0281042255843138,0.065626969578677,0.0381006181895232,-0.0248027889151417,0.01456771875222,0.0209913552663886
