"sample","y","yhat.cal","yhat.val"
"ak01",12.4,12.3604690490801,12.4575810009005
"ak02",13.1,13.0546705727574,13.0029159074411
"ak03",12.7,12.3357314677819,12.0280695020762
"ak04",10.2,10.5548627273006,10.6257619538364
"ak05",11.4,12.1034279557368,12.3023369062253
"ak06",10.7,10.8341854861673,11.020093945721
"ak07",11.5,11.6324587502775,11.4543986208605
"ak08",11.6,11.7116278549585,11.766868586558
"ak09",11.6,11.5605852915924,11.3191565347937
"ak10",11.2,11.3392594893137,11.2187271963117
"ak11",13.9,14.0155889753788,14.1366285023221
"ak12",10.6,10.7222023647207,10.9162358919383
"ak13",12.4,12.3102611912786,12.1069369090966
"ak14",11.1,10.9471378010751,11.0626082997447
"ak15",11.4,11.0969038369273,10.8990408701023
"ak16",12,12.3695386020412,12.5730198376514
"ak17",14.2,14.0390668504201,14.0349526477917
"ak18",12.1,11.5060395290179,11.067954826291
"ak19",12.2,12.0453758717652,11.9949802897044
"ak20",11.5,11.4357317672344,11.4589452690971
"ak21",10.4,10.413179787103,10.5017550662965
"ak22",11.2,10.8622553571443,10.7076910315835
"ak23",12.6,12.5931132054807,12.5505313781211
"ak24",11.7,11.8014788009047,11.7772715764288
"ak25",12.9,12.8689569190713,12.8285671341871
"ak26",12.3,12.1098544594614,12.0608833826212
"ak27",11.3,11.2940679290944,11.2431550229235
"ak28",13.8,13.4899432001184,13.4647956025562
"ak29",13.3,13.2115002081544,13.1208892227342
"ak30",12.1,11.8276858261522,11.3251734798781
"ak31",12,12.2001403757394,12.5442724305409
"ak32",13.9,13.7387964751922,13.4782129166053
"ak33",10.7,10.8581364074923,10.9897201466009
"ak34",12.2,11.7417735413902,11.4581948622663
"ak35",11.8,11.6304431946555,11.5568967232655
"ak36",10.9,11.2101587865509,11.4172287360657
"ak37",11.6,12.0734959064699,12.5147747688883
"ak38",11.6,11.4614665252017,11.3216269614616
"ak39",11.4,11.2578069738767,11.0432450363584
"ak40",13,13.1431207789501,13.3511001077137
"ak41",11.8,12.0514610869072,12.2734353439776
"ak42",11.1,11.3259736038147,11.6033907993949
"ak43",11.7,11.143781184581,10.7828658510997
"ak44",10.7,11.1583162145245,11.4913517647729
"ak45",12.8,13.1385370551021,13.1345924642673
"ak46",12.8,12.8735146981524,12.8349952631382
"ak47",13.1,13.333938831837,13.1098872976335
"ak48",13,12.7004256448594,12.353140304261
"ak49",12.9,12.8381167492668,12.8007440779553
"ak50",14.7,14.7734348379261,14.7393303979445
