"sample","y","yhat.cal","yhat.val"
"ak01",12.4,12.7386617032576,12.7357270683954
"ak02",13.1,13.7351551046712,13.6484974083514
"ak03",12.7,12.5212112199857,12.7221341796868
"ak04",10.2,10.6334800009567,10.9290708806966
"ak05",11.4,12.5928828006645,12.8407789284645
"ak06",10.7,10.9087320472483,11.0749469636459
"ak07",11.5,12.0082207601228,12.0876394641537
"ak08",11.6,11.3046674889567,11.167647476993
"ak09",11.6,11.2819712436864,11.2801975019208
"ak10",11.2,11.5799871706776,11.9230093869043
"ak11",13.9,13.6295530734004,13.3249065723707
"ak12",10.6,10.4502373653462,10.5957128736187
"ak13",12.4,12.8232741686457,12.51115179527
"ak14",11.1,10.7560274794068,11.2038433741904
"ak15",11.4,11.2958875646842,11.2440396193867
"ak16",12,11.7344700668022,11.7667079189517
"ak17",14.2,13.5744483024154,13.3983734429335
"ak18",12.1,11.2601168110477,11.0309990487505
"ak19",12.2,12.0474687269097,12.0515631999281
"ak20",11.5,11.5031965655077,11.4184594567257
"ak21",10.4,10.6010719232085,10.8108475842051
"ak22",11.2,11.3664967475449,11.5238826769326
"ak23",12.6,12.536896474687,12.4525468818175
"ak24",11.7,11.8254295364174,11.7724120965496
"ak25",12.9,13.2400348318585,13.3626996681685
"ak26",12.3,12.4797417626641,12.3663805625585
"ak27",11.3,11.2189155930053,11.1401954374701
"ak28",13.8,13.9758927795275,13.8662040939061
"ak29",13.3,13.0663766775417,12.7562825498745
"ak30",12.1,11.6214932685949,11.5504537939413
"ak31",12,11.5974446807192,11.4869642115528
"ak32",13.9,13.3003082861584,12.8923054449108
"ak33",10.7,10.9593544010001,10.6316838356471
"ak34",12.2,11.9589888867203,12.2530075990232
"ak35",11.8,11.559696296694,11.4231800608677
"ak36",10.9,10.7534187745838,10.8708489756989
"ak37",11.6,12.3247276141213,12.5822369445812
"ak38",11.6,11.7450177226594,11.7475152513858
"ak39",11.4,11.3442128476339,11.3709021936226
"ak40",13,13.2218361621472,13.0723388328184
"ak41",11.8,12.1883394516783,12.3087388704661
"ak42",11.1,11.0368598946521,11.1027460149781
"ak43",11.7,11.660112657786,11.7324485745462
"ak44",10.7,11.3696595955047,11.952368535967
"ak45",12.8,12.5552631577588,12.1798027418011
"ak46",12.8,13.0410650709509,12.9703076781333
"ak47",13.1,13.0165410996982,12.8522634428691
"ak48",13,12.4990972497142,12.2442404586402
"ak49",12.9,12.6987795753079,12.5936621208564
"ak50",14.7,13.9572773150679,13.5227133120252
