"","Comp 1","Comp 2","Comp 3","Comp 4"
"1010",0.0343796367641612,-0.0403482804851948,0.0917191228208221,-0.0479362553685197
"1012",0.0348955093451154,-0.0413786997218917,0.0936393214058712,-0.0412372066348481
"1014",0.0360235363400308,-0.0424322003889808,0.0951121897730196,-0.0342921490354643
"1016",0.0375151502982007,-0.0435124415391215,0.0962834371428964,-0.0270421750799642
"1018",0.0394224385523612,-0.0446211131430006,0.097040647794104,-0.0194780665948202
"1020",0.041641694875801,-0.0456213127228224,0.0975639345564643,-0.0111826913108299
"1022",0.0441817024010491,-0.0464793889605613,0.0977773515836672,-0.00217821254414961
"1024",0.0470336600030879,-0.0471995935097634,0.0976118517148593,0.00751222955584925
"1026",0.0502347246611859,-0.0477505455832466,0.0969821999272807,0.0179693881009342
"1028",0.0536811042994791,-0.0481621571740454,0.0957475236541127,0.028664373863607
"1030",0.0571488145851292,-0.0484053805545872,0.094033465659705,0.0397549934658797
"1032",0.0608277290451102,-0.0483691683554403,0.0916843271181814,0.051484432415145
"1034",0.0646242455011718,-0.0481939998455193,0.0885286446184981,0.0639569782256488
"1036",0.068136512323793,-0.0478535678832291,0.0848504871467609,0.0770643745913308
"1038",0.0711671349390893,-0.0476124097705933,0.0805791303714265,0.0902099025312868
"1040",0.0734110076187518,-0.0475415955058471,0.0760379002155501,0.103282056259006
"1042",0.0748384211521201,-0.047717638249449,0.07135086069698,0.116046449760014
"1044",0.0751847695575779,-0.0482276867702632,0.0670966015888538,0.129073303090622
"1046",0.0745332443172737,-0.0492671851450201,0.0631503471309414,0.142657698073417
"1048",0.072649752089521,-0.0510215819510249,0.0597453041800525,0.157035905839993
"1050",0.0692825284450363,-0.0539900031392033,0.056587590183054,0.171282660243551
"1052",0.0636452188557771,-0.0582124586116545,0.0547604557139865,0.186985583447407
"1054",0.0555846367328264,-0.0640018810247827,0.0535762567954998,0.203751944539221
"1056",0.0442637251683081,-0.0716010025172103,0.0525519390887359,0.222389391229625
"1058",0.0280735306698939,-0.0809861871616115,0.0516474777005216,0.241777473348184
"1060",0.00583722270562818,-0.0920914598538928,0.0494212519537678,0.256986133671888
"1062",-0.0223263291723707,-0.102368042191206,0.0453480559750801,0.260565625976565
"1064",-0.0531425839123542,-0.108464438872944,0.0387032906089653,0.244866124006411
"1066",-0.0807147654921455,-0.107484094620467,0.0308641883091131,0.212889536321451
"1068",-0.100724533229106,-0.100916673573521,0.0228115639383699,0.173027848626306
"1070",-0.113467257026073,-0.091936389271548,0.0149396695389161,0.134145113486344
"1072",-0.120838646332364,-0.0822282829686712,0.00837870579366625,0.100957214079347
"1074",-0.124559970902497,-0.0721002137605305,0.00437999142281881,0.0757304463763486
"1076",-0.126138088777316,-0.0627694426120512,0.00113556059968532,0.05745431033164
"1078",-0.126487293237213,-0.0540544026599965,-0.00145175801422609,0.0440751573195542
"1080",-0.126061938947993,-0.0458957906905054,-0.00309590717466327,0.0350552035815546
"1082",-0.12508271574279,-0.0380791946194865,-0.00407827446240607,0.0303622824273879
"1084",-0.123601873654823,-0.0302409696130531,-0.0052076359488128,0.0285196150112724
"1086",-0.121520175004569,-0.0227449584766177,-0.0078026477021398,0.0281091511960065
"1088",-0.118354115096265,-0.0162496048069102,-0.0133398338618948,0.0269880110553741
"1090",-0.114420546727992,-0.0093460123390289,-0.0182912375096718,0.0276244590166638
"1092",-0.109887449126006,-0.00262314904192505,-0.0229520699497332,0.0280608127655082
"1094",-0.104915989286888,0.00380488997516654,-0.0272625299405663,0.0283116615663737
"1096",-0.0996675765311779,0.00985453958008832,-0.031188753933041,0.0283990147234825
"1098",-0.094289452921479,0.0154736779563508,-0.0347202890426168,0.0283487591548452
