"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5"
"1330",-0.012955226026934,0.0126027276212711,0.0100073662634751,0.0156211379414352,0.0163959732907483
"1332",-0.0164179523237314,0.0118353922013814,0.00716684116219474,0.0181196629258427,0.0116944038251176
"1334",-0.0195815335159266,0.0102885107221353,0.00388275434823535,0.0201417082466543,0.00596881080235342
"1336",-0.0220936042299893,0.00854811996636999,0.000581102474747387,0.0217289982158822,0.000344476380400271
"1338",-0.0234549075323435,0.00722406479556804,-0.00232151810593849,0.0229742459406717,-0.00316372467285847
"1340",-0.0243896713933472,0.00488723065964382,-0.00578960312701625,0.0229117419989728,-0.00706225714967157
"1342",-0.0253727245320882,0.00146480276038227,-0.00903531941006715,0.021667477898617,-0.011039126156873
"1344",-0.0259293740365925,-0.00188384942098732,-0.0116504672141799,0.0194899225048928,-0.01265762944158
"1346",-0.0259032181235373,-0.00502488001062771,-0.0143848638374691,0.0161282736220981,-0.0135717616211325
"1348",-0.0260005322225283,-0.00907971767106416,-0.0173147512805518,0.0113685314755304,-0.0144241747291867
"1350",-0.0263431780957741,-0.0139093355291363,-0.0200329405078419,0.0053559875020958,-0.0139267726186361
"1352",-0.0264524054038133,-0.0179818974405867,-0.021306281738301,-0.000591285912353403,-0.0101748433803258
"1354",-0.0269901302563977,-0.02256117551012,-0.0227227655911769,-0.00712583649374028,-0.00340709765711697
"1356",-0.0277834520865915,-0.0270008909383045,-0.0241707243011551,-0.0139630614461465,0.0064712909333841
"1358",-0.029454720860688,-0.0314381724432182,-0.0257259161903995,-0.0207960686782486,0.0187662046051992
"1360",-0.0329612848823842,-0.0371000029054823,-0.0275399244716839,-0.0276916756973494,0.0307363917444695
"1362",-0.0384720800134554,-0.0432311318075183,-0.0290279291248456,-0.0343746646948601,0.0413446629429507
"1364",-0.0461753232849922,-0.0492156489549836,-0.0313583658503771,-0.0408286421592622,0.0497992184689435
"1366",-0.0556311516222846,-0.0534039313488717,-0.0329326255111675,-0.0457529952664419,0.0554647827867671
"1368",-0.0662772704707367,-0.0536075097744809,-0.0308842803230885,-0.0476856126516652,0.0597267783922854
"1370",-0.0773642929215838,-0.0484228523068526,-0.0259066361603188,-0.0463948021929172,0.0634014874025193
"1372",-0.0880168384435153,-0.0373924478502325,-0.0195605652008409,-0.0414066653180312,0.0657323202526589
"1374",-0.0966276042957493,-0.020271089110211,-0.0120696465977946,-0.0315240743796324,0.065442174089084
"1376",-0.101732737247583,0.00299863856585879,-0.00278995051470624,-0.0154643453956631,0.0626068531653504
"1378",-0.103195987761522,0.030052487197963,0.00668847115826451,0.00624495163142158,0.0566801401062801
"1380",-0.100104532826466,0.0590399326162569,0.0154174441699668,0.0322544679191024,0.045202699015315
"1382",-0.0917035223001387,0.0875788086760792,0.0214377604875415,0.059485264940014,0.0260945176009416
"1384",-0.0766552710207792,0.115400448917663,0.0267057816867676,0.0868486859005241,0.00133438077320097
"1386",-0.0550150097014858,0.140796720679587,0.0331564723743517,0.112800006395081,-0.0261157884115622
"1388",-0.0286276512832064,0.159305387981054,0.0384756879806201,0.133478961714277,-0.0549983917131688
"1390",0.00121738324261889,0.168377838077321,0.0413498714527307,0.146462580680517,-0.0848085885002318
"1392",0.032166010748349,0.166167365124934,0.0416747913981356,0.150847394126157,-0.112561396142985
"1394",0.0619425770859686,0.153705105671342,0.0415846227166414,0.147518615501369,-0.133453611541198
"1396",0.0880105607167612,0.132705717682763,0.0406652332947206,0.136489922557911,-0.145731263242081
"1398",0.10741327763319,0.104418277308079,0.0365193093877627,0.11814893776627,-0.14899032853103
"1400",0.118520675199192,0.0722773140561973,0.0297899410519268,0.0947029379321489,-0.142534720694161
"1402",0.121298940136867,0.040532649699773,0.0222717063664497,0.0686303593074544,-0.127504784740193
"1404",0.117346190539827,0.0127778172556934,0.0150162971194795,0.0422364856016283,-0.107284633287574
"1406",0.107539937885714,-0.0112036122636063,0.00706243240077868,0.0172773248654389,-0.0863776008718574
"1408",0.0936329810813192,-0.0308920169485651,-0.0019067466112949,-0.00462071502178678,-0.0678553147058691
"1410",0.0782915059091846,-0.0444713246084624,-0.0100496171351982,-0.0221931648757052,-0.052278089113513
"1412",0.0624573864981024,-0.0540406433316548,-0.0165609740072036,-0.0351571185311768,-0.0388501089091122
"1414",0.0478779262827063,-0.0597440756587992,-0.0209036579345996,-0.0438610548416619,-0.0274587373192228
"1416",0.0358699303606097,-0.061735159412643,-0.02484719249818,-0.0498018099213067,-0.0172297582048877
"1418",0.0263294244279559,-0.0614913486543763,-0.0284363184793778,-0.0528181731844807,-0.00703064818798274
"1420",0.0175430257342638,-0.0605683232791228,-0.030560634986678,-0.0530732423188494,0.00256201333997871
"1422",0.00922576826404233,-0.0598845884624262,-0.0321344442346597,-0.0524232876863462,0.00931347940887549
"1424",0.0039839709208015,-0.0576264107322803,-0.0331881237260707,-0.051756629257034,0.0138874055722417
"1426",0.00115629877671168,-0.05442955074327,-0.0329656034382578,-0.0507366483417711,0.0186946397375397
"1428",-0.000820012589817381,-0.0503261557953489,-0.0318404903655829,-0.0493755524250701,0.0221078523139898
"1430",-0.00193155067131429,-0.0447012562315938,-0.028485462479315,-0.0466974476391532,0.0255873393554527
"1432",-0.00221947455040337,-0.0384564755344268,-0.0216640689066459,-0.0420578323799473,0.0317920150308593
"1434",-0.00224620686032188,-0.032885394388055,-0.0153800542948644,-0.0374750783522389,0.0381779909389884
"1436",-0.00211937062387043,-0.0276321043409834,-0.0102252632813248,-0.0327906613968929,0.0422432784299406
"1438",-0.00273670661515368,-0.0242545577802406,-0.0061822888502147,-0.0280558906807023,0.0404890332199016
"1440",-0.00417716384164752,-0.0226800396011867,-0.00296177830277247,-0.023616576430228,0.0345191243510341
"1442",-0.00469023294519925,-0.0211947125753493,-0.000595072472914217,-0.0199089529192514,0.0270058474968983
"1444",-0.00350585991040441,-0.0189397823202286,0.00105038433442282,-0.0170638678670909,0.0191670805630551
"1446",-0.00140443127437346,-0.0155669360484158,0.00451886752688935,-0.0141197848572502,0.0135843582508158
"1448",0.00154983238037414,-0.010402859738406,0.0104704674525715,-0.0106409317400814,0.0109889733241366
"1450",0.00457988650268882,-0.00551408637231949,0.0172115239134178,-0.00747110168405077,0.0123804575715828
"1452",0.0072843468698031,-0.00168650779047793,0.0236794693245456,-0.00569412725405822,0.014310552149913
"1454",0.00996398626371462,0.00167891060990202,0.0287537578970663,-0.00516275483903344,0.0140646199543469
"1456",0.0122937330649385,0.00424541719461719,0.0322893432951128,-0.00548455275361563,0.0123182463703534
"1458",0.014184721151361,0.00468524307431309,0.0331952140167683,-0.00718381230321526,0.0108704817305935
"1460",0.0168976270282004,0.00507385743011291,0.0329650511141603,-0.00886955711061279,0.0125444961783591
"1462",0.0192346774053043,0.00550517825424661,0.0315645264038659,-0.0102388932014057,0.0174697177981256
"1464",0.0208472735717413,0.00616146968831833,0.0307159546019924,-0.00995639059264283,0.0237734338598627
"1466",0.0225252086283612,0.00714613575466653,0.0314326376853473,-0.00783041578563403,0.0294913695030954
"1468",0.022721787448028,0.00606165363449941,0.0288067214942946,-0.00701756755659292,0.031370030143728
"1470",0.0207486745094883,0.00256587469807541,0.0216614948957085,-0.00839253750047562,0.0266176498040788
"1472",0.0181832980457758,-0.000988847671444791,0.0141450831995855,-0.00956073182992658,0.0173285023206448
"1474",0.0158601737378621,-0.00398487612119657,0.00737513447026562,-0.00976545058235952,0.010334312187507
"1476",0.0143516599521295,-0.0062415550946017,0.00125298352186917,-0.00965101765225168,0.00820633101125619
"1478",0.0145571157279896,-0.00669773006816148,-0.00263507200519809,-0.00868957921448646,0.010563072017545
"1480",0.0159463994373263,-0.00525840715832012,-0.00396265458540361,-0.00695270071277157,0.0160395006128597
"1482",0.0165021072563592,-0.00475256057910489,-0.0045682374963719,-0.0057074966807962,0.0218767777249933
"1484",0.0165260586569652,-0.0051020957824161,-0.00441283199989499,-0.0045702008637515,0.024271781808212
"1486",0.0164721911063076,-0.00512166842809322,-0.00447552427190752,-0.0037627701611789,0.0221593147282897
"1488",0.0155367449859624,-0.00521586165395068,-0.00645408402774481,-0.00387546446749202,0.0174185612688142
"1490",0.0134186922585118,-0.00605469820061694,-0.00953305248046711,-0.00422771458313658,0.00959168541336346
"1492",0.0113383775309858,-0.00641099006251644,-0.0108782141838919,-0.00312523848819678,0.00120741041437957
"1494",0.00964971801882372,-0.00574997299983102,-0.0108669008207905,-0.000936902722249012,-0.00459625905621998
"1496",0.00880327865578406,-0.00361603777269655,-0.00918887351833762,0.00228160632567301,-0.0083160921858639
"1498",0.00840134488562177,-0.000753458485159796,-0.00675204458112764,0.00575611297979278,-0.0114438053759777
"1500",0.00819421123698494,0.00246451956211024,-0.00410349854130404,0.00883192501908782,-0.0136823333295535
"1502",0.00801261836517756,0.00542500461445604,-0.00130853301854437,0.0113744994826865,-0.0146821911618665
"1504",0.00836251120180805,0.00959006528989626,0.00277296842133079,0.01430648451144,-0.0135512062901863
"1506",0.00881512079558198,0.0137974565668373,0.00654911377113299,0.0167224019940554,-0.0121867736115047
"1508",0.00827439020050259,0.0148401083942762,0.00742018807705378,0.0172867929972278,-0.013120713505682
"1510",0.00780065723229242,0.0148202113604647,0.00786720316517209,0.0174560805439602,-0.0147976226662982
"1512",0.00760600153683862,0.0153019059019466,0.0086256701074941,0.0177244202908077,-0.0167866361148544
"1514",0.00643214912599376,0.0144857922209847,0.00762635548342783,0.01720032053351,-0.0204956747045735
"1516",0.00495198177785003,0.0128670721323783,0.00603493177293567,0.0166728855695148,-0.0226304601757851
"1518",0.00390133829809601,0.0116253322870881,0.00458847050895318,0.015996604694004,-0.0220102842507141
"1520",0.00357327791656901,0.0118765543894595,0.00399881244451192,0.0154959868091554,-0.0188141325936569
"1522",0.00353069911980486,0.0129076932122313,0.00480059478679068,0.0154359784141461,-0.0145006185370584
"1524",0.00295430042170082,0.0128272605911762,0.00596198736312182,0.0150654942220599,-0.0105811030588739
"1526",0.00140446433719535,0.0107255643168741,0.00458238582034172,0.0129651117202709,-0.00870584717914362
"1528",0.000791325994735506,0.0099720422268011,0.00294215977859782,0.0111449485776317,-0.00649748606283532
"1530",0.00210259059845058,0.0124412062829941,0.00343363039251748,0.0108312879772684,-0.00313766574551044
"1532",0.00240084665382424,0.0131475033331907,0.00182930899161719,0.00930989838811857,-0.00323854610351723
"1534",0.00121186874255517,0.0109595532054641,-0.00215702848095933,0.00672983062561529,-0.00504150292886313
"1536",0.000911377190697262,0.00974892192931946,-0.00396862019153826,0.00573008961460604,-0.0033692907615603
"1538",0.00122930856048813,0.00926035051207627,-0.00432376104549384,0.00521983315113507,-0.000334849055862934
"1540",0.00137154929428028,0.00864677521717476,-0.00423735878683945,0.00445535779548957,0.00169284941277931
"1542",0.000436076739924537,0.00662458974185192,-0.0040708872125877,0.00357480598286105,0.00270855137567433
"1544",-0.00156225817429749,0.00324508014223685,-0.0041842888334542,0.00277710745098913,0.00321184709467761
"1546",-0.00370387044020507,-6.1132662460063e-05,-0.00599692900842919,0.00139372085438363,0.00223794517747065
"1548",-0.00508922083401695,-0.00198044087816048,-0.00850094432145206,-0.00010032709001611,0.00264651494760081
"1550",-0.00688751779471205,-0.0048355584421569,-0.0121495581666162,-0.00218978011504313,0.00276657796312219
"1552",-0.00970299507585441,-0.00966757825225983,-0.0169929887942885,-0.00489141444465671,0.000495624714389803
"1554",-0.0121071019982988,-0.0131608278912785,-0.0194932557905097,-0.00615667818837923,-0.00074492612812699
"1556",-0.013124732700591,-0.0134490253855635,-0.0185385908399275,-0.00566565860385591,-0.00183306987535358
"1558",-0.0134278429985781,-0.0122151789334079,-0.0166589458013052,-0.00495417616220017,-0.00524314824969892
"1560",-0.0140022252004212,-0.0113597429005669,-0.0155708582300275,-0.00459605210700495,-0.0115602349215978
"1562",-0.0152805978162596,-0.0112565361314589,-0.0154142676654824,-0.00425089870252828,-0.0172381169204195
"1564",-0.0164444672241256,-0.0114140861063618,-0.0160313079666355,-0.00425881605304111,-0.0202250289536347
"1566",-0.016979165828272,-0.0117772410861139,-0.0177058327351049,-0.00523491275656872,-0.0219950872888882
"1568",-0.01731350830318,-0.0124593317791434,-0.0192591568077387,-0.00625899087399148,-0.0204528792484151
"1570",-0.0171816084527667,-0.0131509501385587,-0.0189406387579714,-0.00609094508881515,-0.016430526103044
"1572",-0.0164289316509424,-0.0130024579569512,-0.0168667457287179,-0.00519664574609511,-0.0124859264877931
"1574",-0.016005141133561,-0.0130460260225834,-0.01514832303069,-0.00475892934440381,-0.00836238776849465
"1576",-0.0157208615109661,-0.0131870778723476,-0.0140751707749902,-0.00473438797064748,-0.00584372214587948
"1578",-0.0145734161989506,-0.0120265767051485,-0.0126036105985682,-0.00422474849536905,-0.00414151026838552
"1580",-0.0131517149922457,-0.010530555123942,-0.0124008771705336,-0.00405938430567122,-0.00186774319390999
"1582",-0.0121239102641461,-0.00964411868900374,-0.0140710065708351,-0.00472901437334225,0.000507804518799626
"1584",-0.0113243313822136,-0.00932792673315206,-0.0167104784079645,-0.00601830946329642,0.00184870768915862
"1586",-0.0102662076945239,-0.00852704716264625,-0.0176113993261283,-0.00666054977997151,0.00176934430037505
"1588",-0.00915471593452094,-0.00749597621207807,-0.0158639398997971,-0.00589166983064503,0.00203820380666265
"1590",-0.00853090919619076,-0.00735325980794106,-0.0136434719774171,-0.00495889410015293,0.00313481790683244
"1592",-0.00911213996788625,-0.00861728455286769,-0.0134361542050999,-0.00544240709222857,0.00121888430529515
"1594",-0.0105743474438983,-0.0108842281750677,-0.0145157872620243,-0.00638352555549815,-0.00219400108565628
"1596",-0.0115610206319027,-0.0120803063119278,-0.0140943531349278,-0.00622936737486314,-0.00338383287156717
"1598",-0.0117461719631289,-0.0119469639415814,-0.0131765707620569,-0.00579445899879387,-0.00287774401270754
"1600",-0.0118481419563469,-0.0118651246504103,-0.0127808927788447,-0.00563593460693072,-0.00232754875774437
"1602",-0.0117925454263952,-0.0119689467565256,-0.0120082653827897,-0.00540416634355686,-0.00347362382340512
"1604",-0.0116156143790137,-0.0119636634773428,-0.011002346833478,-0.0051406308550581,-0.00515276508250815
"1606",-0.0113348417469301,-0.011233540599802,-0.00898555943031791,-0.00393800696585552,-0.00444273382661001
"1608",-0.0108730570636362,-0.0100508566369977,-0.00626466920785486,-0.00212286521636715,-0.00264676028804684
"1610",-0.0107816074956599,-0.0094171648385273,-0.00482555722216793,-0.00151092701717981,-0.0022868933187652
"1612",-0.0112248233145752,-0.00951840383316326,-0.00524551919137195,-0.00210076009525845,-0.00431357389218625
"1614",-0.011830498100571,-0.0101352271920716,-0.00605639217092047,-0.00270338297733228,-0.00650429229931413
"1616",-0.0116607483884816,-0.00959982814909814,-0.00542681203169009,-0.00252458004868837,-0.00804823415521457
"1618",-0.0111807545332798,-0.00882658548107924,-0.00525801903890705,-0.00281678504294822,-0.0112972582048504
"1620",-0.0107009351774959,-0.00868235284617355,-0.0046300090191548,-0.00280784180636511,-0.0128428063641086
"1622",-0.0100408903020514,-0.00866708317578826,-0.00358176077469684,-0.00250922708576309,-0.0132038308515999
"1624",-0.00975601388684922,-0.00911675185305234,-0.00462809002522301,-0.00318814331350075,-0.0140245238522287
"1626",-0.00960369712030009,-0.00910245820039536,-0.00526560281047188,-0.00314928132343444,-0.0132963919953143
"1628",-0.00897075415798828,-0.00792987565365773,-0.00352052362132244,-0.00203573049808441,-0.0111261013937876
"1630",-0.00890407774958216,-0.00754485940686361,-0.00230581457039179,-0.00164513875440912,-0.00923330015154758
"1632",-0.00930660085699567,-0.00821220992029905,-0.00264918872800781,-0.00203980756550936,-0.00932115423865734
"1634",-0.00901995044812388,-0.00790732430028076,-0.00151817922613573,-0.00150630747526999,-0.00925116436923704
"1636",-0.00839353827900796,-0.00674410959928458,0.000480225992872915,-0.000396942391037776,-0.0107713688966713
"1638",-0.00814645724083431,-0.00600975658443799,0.00130509116877502,0.000225477449810314,-0.0126693889684945
"1640",-0.00778518933788428,-0.00484430333464186,0.00359530886186524,0.00185856447737241,-0.0111622647380919
"1642",-0.00799949318454557,-0.00453120772367724,0.0055167855641983,0.00308057320824724,-0.0104264028271193
"1644",-0.00836505230504962,-0.00465262473776646,0.00624993728369616,0.00331029152053958,-0.0107274114618371
"1646",-0.00862928342686634,-0.00484827242940042,0.00712779021694113,0.00360045279696558,-0.0110979717341516
"1648",-0.00873826611438625,-0.00495664641454504,0.008171532907908,0.00399892501115448,-0.0107447639576553
"1650",-0.00832295429484256,-0.00457919029936369,0.00797047382889793,0.00374633416884588,-0.00991802449025408
"1652",-0.0065894593573413,-0.00298952614255853,0.00702373374469192,0.00306280064113087,-0.00906608256404986
"1654",-0.00364435407281686,0.000172013582780262,0.00717148240227577,0.00295065186442967,-0.00608161381943361
"1656",-0.000462371269899734,0.00375332758914923,0.00729238546042929,0.00291789065004968,-0.0021400584718145
"1658",0.00318282581800285,0.00824970715193857,0.00833876058403385,0.00365646954619323,0.00487350346459216
"1660",0.00704707779869098,0.0136725715900117,0.0118408027217123,0.0059823583538439,0.0140886867350362
"1662",0.0100940715150145,0.0179674774325492,0.0153964895669324,0.0081644528766573,0.0209319236400182
"1664",0.0129373975282509,0.0219757655674494,0.0192605178828884,0.0104521810691056,0.0243248052582368
"1666",0.0159611005362377,0.0260020652367605,0.0244465161267035,0.0136894783873276,0.0263808972128001
"1668",0.0196608667656651,0.0308856964783105,0.0313558980005089,0.0179213628288226,0.0303751391852806
"1670",0.0245219694366372,0.0371001616925614,0.0386886555735718,0.0224205085398628,0.0365543444636866
"1672",0.0295021575615359,0.0427392212599422,0.0445071813514145,0.0261003229320239,0.0432292551010646
"1674",0.0332140508402159,0.0462596033118791,0.0482467658939144,0.0285011554507012,0.0482254498975296
"1676",0.0343124434784026,0.0460068452824849,0.0477816775264746,0.0282600526242635,0.0494394821101031
"1678",0.0315316195169441,0.0401901399153355,0.0422284158491453,0.0250103777333911,0.0451629924682646
"1680",0.0240909864821886,0.0280995214264811,0.0319830999491028,0.0190447014602415,0.0327382293367399
"1682",0.0128681682567295,0.0118498360533857,0.0191301724251531,0.0116596410039912,0.0141786729707353
"1684",0.000207580045694314,-0.00505034907322893,0.00675919984599174,0.00498031773682496,-0.00490793269451055
"1686",-0.0120378138770684,-0.02083489534988,-0.00398778648135584,-0.000594151709622104,-0.0199371080713822
"1688",-0.0214492299003922,-0.032395120028709,-0.0112245480869823,-0.00406551479049951,-0.0281450145290172
"1690",-0.026880074624704,-0.0385673202029873,-0.0146888017438786,-0.00547011656908466,-0.029266446096451
"1692",-0.0286688325756648,-0.0397512470389906,-0.0149077818693812,-0.00542966250287938,-0.0254544550974634
"1694",-0.0273757196616754,-0.0367723970425616,-0.0125870099872202,-0.0045025151928015,-0.0195456486764679
"1696",-0.0250881270132912,-0.0327678254853974,-0.0108205468882078,-0.00465580694003471,-0.0137671443652723
"1698",-0.0233259811138906,-0.0294041451987657,-0.0104443179667545,-0.00604172642916398,-0.010020900500597
"1700",-0.0228761277485613,-0.0269859351021713,-0.0112294921430224,-0.008123850303404,-0.00943092448525781
"1702",-0.0234885928737269,-0.0250286502829101,-0.0125348349620399,-0.0102000170677813,-0.00972769882516692
