"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10"
"500",0.194996098372379,0.193976829696984,0.634341010966939,0.630967292765312,0.62034470468499,0.944775693664975,1.08382494859116,1.05082800983345,1.56462988952273,1.75148370525797
"502",0.194996098372379,0.193976829696984,0.634341010966939,0.630967292765312,0.62034470468499,0.944775693664975,1.08382494859116,1.05082800983345,1.56462988952273,1.75148370525797
"504",0.194996098372379,0.193976829696984,0.634341010966939,0.630967292765312,0.62034470468499,0.944775693664975,1.08382494859116,1.05082800983345,1.56462988952273,1.75148370525797
"506",0.138181992462782,0.13660041250962,0.697337318038811,0.696575683280312,0.657533969446343,0.850895282825355,1.24466641522818,1.34255460045221,1.62997016664303,1.6691195060555
"508",0.0462353209713486,0.0589509605805388,0.731457477793108,0.73512418473647,0.692107991024447,0.952442300895091,1.25197743756503,1.34101969933771,1.39568076129211,1.34552299171694
"510",0.0398477345042371,0.0983070156960429,0.700592769493984,0.706825679498474,0.691367687833379,1.19788041423623,1.2645171756325,1.27067282112877,1.28608524086193,1.35714057804309
"512",0.126699284103495,0.160402771111617,0.750980179132797,0.765950174215355,0.724734282845456,1.11654782049169,1.37321322860246,1.56002502881147,1.50262603090998,1.48266419789193
"514",0.194590871348969,0.223539192094371,0.782200264023261,0.804329894723729,0.756327695060043,1.09564381595417,1.36105925105159,1.48130802901707,1.42551510911184,1.39154216307817
"516",0.242707640261825,0.28650845374296,0.747481287073873,0.772908253724868,0.73952180257351,1.16833280324602,1.22623640158126,1.17890876836717,1.1320422056887,1.15098464849576
"518",0.28801386046777,0.336904216858055,0.74779141957913,0.779323269968295,0.744603425139599,1.12415620326576,1.15975864481719,1.1102721153583,1.06452415757654,1.10954489326687
"520",0.32651440725549,0.368820483176759,0.785810690945004,0.823292588147027,0.777342246509987,1.0654073427839,1.12271968362054,1.09391451715891,1.09484368081441,1.10275381199107
"522",0.350982380680382,0.395930557749538,0.789477747593481,0.830690243377271,0.785055125351676,1.03048276571583,1.01878231114026,0.973560305424761,1.04651089707453,1.04603953359999
"524",0.370886277700571,0.413717249616994,0.813989539682618,0.859970362533917,0.808915454252846,0.957452254874943,0.941474827519117,0.90057353970971,0.978821203541,0.99615429695552
"526",0.38417591461004,0.424337061417476,0.830407421478899,0.879791370960609,0.826609176411051,0.930269716116894,0.888083432716322,0.884656300585151,0.965949597790717,1.00865372420739
"528",0.38493795623941,0.432799547835025,0.795744959058083,0.847122401032416,0.799340523553659,0.901874189431715,0.835028709948416,0.945067309163484,1.01913303032401,1.01106276587405
"530",0.382692075458563,0.433174353952705,0.784139973758577,0.83806409853097,0.791116034172286,0.858282716052712,0.794989990195768,0.883412614331307,1.02499951567129,0.985853341727701
"532",0.375247942419035,0.430541638296118,0.761068386562038,0.816536990116708,0.77506006790146,0.824378343957918,0.788215759469366,1.01913210653585,1.07093481707296,1.04708866534633
"534",0.36106515142855,0.425064892456208,0.723571973181122,0.781445485595846,0.746436710313895,0.75921066631832,0.772804457222995,1.12049172164619,1.09618309446516,1.06950134637553
"536",0.345901957467208,0.412513863514781,0.7054479023916,0.764336954469741,0.732037146724396,0.718765086858356,0.753348418801292,1.06161822844334,1.03854658310911,0.999447404432627
"538",0.33025385164034,0.393174401756783,0.706930505736631,0.767353932432414,0.729781245351014,0.699910032941634,0.734837757306205,0.966323636543388,0.973463886048899,0.936851406133736
"540",0.309008618706972,0.369968366947193,0.706069035776785,0.769288903665314,0.725350499289356,0.715415667279125,0.72905962594749,0.870087861046773,0.897055875119643,0.882445783796528
"542",0.281310546152411,0.342955568022033,0.694704271137388,0.758987221952198,0.713965568698228,0.760949136973514,0.748082909338182,0.773921239001961,0.796238487370428,0.836964077514021
"544",0.251199412379677,0.311155769857773,0.691243579095811,0.756631511744362,0.710406994228238,0.845420369227786,0.802231790522329,0.772420550048575,0.803532051160527,0.908584655660165
"546",0.214210512561889,0.278838020644334,0.669151411514852,0.734945027346827,0.690017000836949,0.909212660529465,0.855894877551974,0.818096465124203,0.834448195549507,0.964808841140274
"548",0.172648620619602,0.24418075061912,0.642182121686346,0.706222844820544,0.663247012239108,0.936629974666557,0.878088512868012,0.861555715240949,0.864272694128494,1.03132948800157
"550",0.129175606641361,0.21511288532161,0.601252329471192,0.664173221278043,0.625696371840118,0.971385613454432,0.913654046669215,0.905220686880145,0.874233877570165,1.03758248816222
"552",0.0834570250113825,0.190022680422945,0.557726865808259,0.618665225838062,0.589545614514403,0.974755417291405,0.919357532402939,0.927115091460804,0.88923722609459,1.02487361491026
"554",0.0333944113769648,0.174616086434814,0.5060730369243,0.563416712058664,0.558458678075028,0.931496291734436,0.887864036475306,0.910356277009296,0.87331379666197,0.973978845615225
"556",0.0202373820368234,0.179458732691051,0.442572736907549,0.496350147210783,0.54533866572008,0.890120624633794,0.892048750581975,0.866988055519518,0.863444953949867,0.917453399110592
"558",0.0761792857709249,0.19480373272141,0.394124322974766,0.443024890489056,0.560988233196215,0.854767053620915,0.897025760340901,0.860989653435268,0.897814726620639,0.913283008339778
"560",0.136094852450388,0.22722443532402,0.35041662172124,0.392861235496472,0.602470328484587,0.819113577126646,0.90700386198469,0.867596642195145,0.938357025618388,0.919720374861031
"562",0.19867777151304,0.268285526551087,0.329021583296685,0.364061139788496,0.655244202639682,0.817279763085207,0.939429311591083,0.89846593501549,1.01518505968284,0.977229354019182
"564",0.262243011658154,0.312040466351731,0.33432356829253,0.361583056624463,0.698665079364216,0.830136333407943,0.935922932996232,0.894264790000435,1.01385814984202,0.973785918906961
"566",0.32712136018459,0.363340942838161,0.3516280487968,0.370817397352395,0.751077214019604,0.846133508329796,0.943611791242582,0.901591357619944,1.03014066636036,0.991927410677431
"568",0.39154282350763,0.417681795416021,0.380853969081808,0.392930657562939,0.807656177068781,0.867209861362793,0.95373716858455,0.911818106513907,1.0400582952967,1.01148333456786
"570",0.453352759882942,0.471148372337118,0.417550434055926,0.424570443610114,0.852275081743316,0.891156420948399,0.949624020533184,0.911055261499277,1.02459444050718,1.00407254843867
"572",0.513531303228059,0.525172275138042,0.458222229991822,0.461239070627785,0.903627521972058,0.919725663661355,0.960752417732387,0.922784563670316,1.0303918680378,1.02436528289513
"574",0.571126208793598,0.577524719050808,0.500760160502248,0.501076158482235,0.948555092831963,0.948788075207124,0.969188861424303,0.934215652660723,1.02370857428108,1.03231794420103
"576",0.625545102643212,0.627252463766276,0.542825282305462,0.541366833762122,0.984475358018783,0.973282218781541,0.970078973501254,0.945905269023473,1.00361302984067,1.01462255667763
"578",0.676315413287954,0.674252315150318,0.583185129713464,0.580515308620669,1.0169599773385,0.997094120727374,0.974647008803168,0.958090645296113,0.992593168442822,1.0068488662736
"580",0.72422871613613,0.719176636255336,0.622195338737007,0.618656361602895,1.05300524106756,1.02357241662891,0.987219450936306,0.973012118994442,0.993055644994307,1.01874239721498
"582",0.768248968687403,0.760741397379466,0.658588560139363,0.654524636480303,1.08283922056953,1.04683668665359,0.99894632684586,0.994014719803563,0.992744557239048,1.01838738779882
"584",0.808342813667086,0.798628429233595,0.691717260406272,0.68736099128608,1.10566681073816,1.06526821930663,1.00731467211273,1.0075771280473,0.991204866544577,1.01385276037698
"586",0.844878113561989,0.83334926986346,0.722071876662666,0.717567295757814,1.12423788026467,1.08076154492473,1.01410219157869,1.02098468014806,0.992288538816565,1.01040851790508
"588",0.878902899273929,0.865798985737905,0.750321643487727,0.745767290004976,1.14082728050832,1.09496013187175,1.02280095279731,1.02977910464341,0.994700414500751,1.01148719369943
"590",0.911015440876953,0.896552290687179,0.77696694519362,0.772401820891768,1.15122658695314,1.10409163333435,1.02719475094728,1.03720797859331,0.996868861992096,1.00820811452267
"592",0.94283392347663,0.927150422878401,0.803344583226636,0.798751708228525,1.15630240054933,1.10863983261515,1.02781536542785,1.045013563842,1.00157238658698,1.00427849338917
"594",0.975737113357195,0.958929242201924,0.830568802073572,0.825916497330153,1.15970510723618,1.11174268438702,1.02918299553154,1.04740186490335,1.00391204219575,1.00217780447896
"596",1.01074807868946,0.99295993814361,0.859792118272285,0.855020940626673,1.16171459240335,1.11362635306607,1.03139268451737,1.05277715300146,1.01153410901569,0.999765003901701
"598",1.04841617427729,1.02975501097219,0.891353171444283,0.886358240438545,1.15924334341823,1.11147138455144,1.03362196860995,1.06863732302759,1.03423549923458,1.01197652334189
"600",1.08975970590744,1.07033058762214,0.926499152697298,0.921266569869612,1.1643021673132,1.11639564165484,1.04394343854381,1.07035124244327,1.04007698409344,1.01651327243354
