"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7"
"500",-0.0123080445918554,-0.0103343198754496,0.0769357918978308,0.0157727837132707,-0.0337542527467935,-0.162568648494805,0.106804126730555
"502",-0.0123080445918554,-0.0103343198754496,0.0769357918978308,0.0157727837132707,-0.0337542527467935,-0.162568648494805,0.106804126730555
"504",-0.0123080445918554,-0.0103343198754496,0.0769357918978308,0.0157727837132707,-0.0337542527467935,-0.162568648494805,0.106804126730555
"506",-0.00872197002514111,-0.00520440333007188,0.0864314349608203,0.0400067143430091,-0.0124959023797629,-0.126581019136064,0.160783619910532
"508",-0.00291834758225457,-0.0126206473808769,0.0917666613352178,0.0619493503164593,-0.00945523731731955,-0.15132462638328,0.148297483456473
"510",0.00251516669952017,-0.0302770464106525,0.0874574645606628,0.0688381567620051,-0.0355523548103691,-0.220955011409271,0.101408960515524
"512",0.00799718790026247,-0.0339804414636148,0.0928199901986436,0.0972193779956689,-0.0164988877985769,-0.193555393589735,0.15084091599475
"514",0.0122824668889394,-0.0389260599101437,0.0953194313064762,0.116519268296723,-0.00770627967843572,-0.181903052133546,0.151429478631306
"516",0.0153195704122339,-0.0533623979933283,0.0886892305897257,0.12037990772854,-0.0261298700401711,-0.205644190727108,0.09642294204465
"518",0.0181792736741848,-0.0614357775202999,0.0866104727987466,0.132307548528271,-0.0253227076940349,-0.192313508727011,0.0854279498411784
"520",0.0206094066390462,-0.0611605623526894,0.0903164358586692,0.146953828542052,-0.0151076784470315,-0.168621812274813,0.0895136762489932
"522",0.0221538114271399,-0.065383970292186,0.0894601116970894,0.1538429905942,-0.0164551074505693,-0.155890057557056,0.0596933878210657
"524",0.0234101342670378,-0.0658484735025656,0.0919475922692217,0.164499414284795,-0.00908036895005634,-0.12438083712692,0.0529887223123542
"526",0.0242489687106837,-0.0651775750603197,0.0936806029260695,0.171880196788373,-0.00578328127199041,-0.107941041145786,0.0362322459728363
"528",0.0242970683518223,-0.0707248233313542,0.0883103406617548,0.171179308626229,-0.0146522196021621,-0.105345770717883,0.00300771924892501
"530",0.0241553096139327,-0.0722914062846397,0.0866307664603634,0.173790696196333,-0.0150761067100425,-0.0890229846061679,-0.00473623674416425
"532",0.0236854401028862,-0.0747210901416556,0.083474157096455,0.173410520437388,-0.0209137087953664,-0.0791248693258989,-0.0329315062932521
"534",0.0227902302735361,-0.0786801616133422,0.0783766747219213,0.172395815576649,-0.0251988367210287,-0.0562384305924734,-0.0536289110774275
"536",0.0218331379573876,-0.0785572257175592,0.0765352938475879,0.171591875929954,-0.0265131739889749,-0.0345097499718008,-0.058951191930687
"538",0.0208454382756875,-0.0746014076967942,0.0779431642818947,0.173936430265341,-0.0213351249062285,-0.00529085912239572,-0.0578485849549874
"540",0.0195044510636824,-0.0710346896366295,0.0791544624487478,0.177703656737985,-0.0122629468946852,0.0373412076436002,-0.0508690498388406
"542",0.0177561642263788,-0.0682133923505471,0.0790032170767886,0.177681997705642,-0.00812728099411777,0.0736775509402668,-0.0420304403122247
"544",0.0158555663155509,-0.0636549069885395,0.0800735100860804,0.178719753531265,-0.00120986215563886,0.110948091439863,-0.0294445010752365
"546",0.0135208476613776,-0.0614375613336666,0.0784986007138506,0.176333546796014,0.000253148908916722,0.138143298352579,-0.0259636084861442
"548",0.0108974843037649,-0.0589888763456344,0.076270241279693,0.170411837711829,-0.00296877127578747,0.152304393161397,-0.0232006877897146
"550",0.00815349199287902,-0.0583227676622988,0.0719038801297873,0.163406996197558,-0.00944858999594453,0.169198408846449,-0.0270256335088656
"552",0.0052677607086378,-0.0575569671359288,0.0670267379527429,0.154866244044254,-0.0185015287839361,0.175865078139265,-0.0294102295888544
"554",0.00210783655558858,-0.0575817195070469,0.0607450073844754,0.143101544177758,-0.0328288198042582,0.168798818331579,-0.0353195434185594
"556",-0.00127737222749949,-0.0598803662351001,0.0521238892793756,0.129615710202427,-0.0519307866202411,0.159530741570191,-0.0570287004149748
"558",-0.00480839388105959,-0.060386448413049,0.0448085152408136,0.11664892335076,-0.0690139564866953,0.147124798986944,-0.0705073192289948
"560",-0.00859023091571062,-0.0616915550235468,0.0364857294777377,0.102462158796163,-0.0873356765559488,0.128630219845951,-0.0830396122771073
"562",-0.0125404297398975,-0.0618153510524158,0.0293351227929428,0.0902014409449396,-0.102491104076197,0.11579639270678,-0.0929167983347105
"564",-0.0165526321210139,-0.0591399600354965,0.0248138792525345,0.0803986384442927,-0.111954103256355,0.108623957541858,-0.0891369336877926
"566",-0.0206477171682254,-0.0569671352279291,0.0198371038858495,0.0699356598257967,-0.122013773524567,0.0984440466434324,-0.0877957888633988
"568",-0.0247139638771127,-0.054727173337272,0.0151630673382225,0.0595205807253885,-0.131724385642695,0.0865399413655322,-0.0859162665141676
"570",-0.0286153724667056,-0.0517040935347995,0.0114460893133179,0.0506973358831783,-0.138110283654621,0.0788505533550956,-0.0784825707546419
"572",-0.0324138084413072,-0.0491284937097531,0.00758317194493472,0.0414317503105996,-0.145406049377507,0.0685001657331972,-0.074279183004997
"574",-0.0360491666452987,-0.0461301875859234,0.00443143762534385,0.0331585222223662,-0.151010352887739,0.0600529869411359,-0.0683776054975777
"576",-0.0394840567673636,-0.0424275376049747,0.00225157096571785,0.0259280087081587,-0.154575537804905,0.0527914517499332,-0.0600063018923001
"578",-0.0426886503596134,-0.0388361115825208,0.000255867089837382,0.0192167075158607,-0.157409228124127,0.0464615232169048,-0.0522404751261575
"580",-0.0457129112187833,-0.0356047025923415,-0.00175958380772466,0.0122104818382959,-0.161029325773171,0.037696267966333,-0.0462555765188579
"582",-0.0484914449221148,-0.032519361841345,-0.00353443313656684,0.00591316946755927,-0.163460158216322,0.0302039311334645,-0.0404862402779352
"584",-0.0510221459770995,-0.0290451358043771,-0.00457910220176393,0.000471632660263035,-0.164599335194521,0.0238868074809171,-0.0343221222371811
"586",-0.0533282336580157,-0.0257486884486275,-0.00540984541926037,-0.0044445982282732,-0.165007666036193,0.0183130384600867,-0.0276936082713688
"588",-0.0554758590888136,-0.0223723641864119,-0.00589475654714468,-0.00900939300846726,-0.165129970877427,0.0125447653946034,-0.0228769178266562
"590",-0.057502784741721,-0.0189663375017645,-0.00609158122012146,-0.012689328299559,-0.163923878188408,0.00825990779468942,-0.0171800206095502
"592",-0.0595111495549191,-0.0153538633224988,-0.0060121228001014,-0.0153824353898913,-0.161363299908038,0.00583602781085093,-0.00952040275417714
