"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7"
"1100",-0.020949811007586,-0.124002848109301,0.0516041107881654,0.0448782295001407,-0.0107816237718313,0.00431791498568447,-0.0460752903543431
"1102",-0.0208881950352842,-0.123899153604089,0.0516210451999273,0.0448384706943824,-0.010838660420546,0.00432446050219539,-0.0459980043021639
"1104",-0.0206211648834454,-0.123477277547635,0.0516316086421254,0.0445003322752915,-0.0112350218048308,0.00430052614824757,-0.0455550455477479
"1106",-0.0202543931521724,-0.122910155402311,0.0516311221265136,0.0440060084079957,-0.0118376450139634,0.00421876635091412,-0.0451222544814818
"1108",-0.0199285904934776,-0.122395995784689,0.0517177165856694,0.0437740922472787,-0.0122615090792229,0.00419472901482499,-0.0442960915746206
"1110",-0.0196300405705788,-0.12194925512269,0.0517258880327953,0.0433572698600538,-0.0127966048923266,0.00397816520082963,-0.0431984181241517
"1112",-0.0193184293572081,-0.121490279412745,0.0516168651493774,0.0426393231083648,-0.0135497193476864,0.00345329714472907,-0.0426755156689449
"1114",-0.0189399102973633,-0.120865631037721,0.0515150214202569,0.0418928120918463,-0.0142998313030615,0.00291072991070755,-0.0422041005788934
"1116",-0.0185179159771365,-0.120138199338822,0.0514353385470549,0.0411666832410992,-0.015009873867239,0.00256217645911853,-0.0414238086174867
"1118",-0.0180751397876023,-0.119391966396399,0.0513577370540329,0.0404155953019504,-0.0157684579810877,0.00228406302136034,-0.0407438373439883
"1120",-0.0176017356797455,-0.118631272776112,0.0512643204430671,0.0395671260475992,-0.0166459964139158,0.00194846160137552,-0.0400622040348938
"1122",-0.017048572058866,-0.117745630057044,0.0511534834436921,0.0385678285585413,-0.0176808865158044,0.00150279407801208,-0.0392538799671491
"1124",-0.0163533573568995,-0.116585932843777,0.0510383943532617,0.037408434817634,-0.018884271876082,0.000985955895226956,-0.0381850377768005
"1126",-0.0154937321764027,-0.115118392157416,0.0509054695729928,0.0360063516463358,-0.0203236707909368,0.000354159381136276,-0.0368558373293381
"1128",-0.0144393262800815,-0.113290881566911,0.0507658661790902,0.0343690829410682,-0.0219888092781694,-0.000335268632794293,-0.0350511846231715
"1130",-0.0131614727591446,-0.111034337221207,0.0506075921815346,0.0324669355507488,-0.023918101303665,-0.00108710139041703,-0.0328546022643632
"1132",-0.0116409709140959,-0.108295651076214,0.0504321875025569,0.0302848039720129,-0.0261209991807912,-0.00193828015437143,-0.0304946785898601
"1134",-0.00986309709480604,-0.105022596856078,0.0502597075027955,0.0278681915813208,-0.0285294342819838,-0.00280527240268853,-0.0278785088374102
"1136",-0.007846244296741,-0.101240251411546,0.0500861582237605,0.0252569187991632,-0.0310718371089624,-0.00369434841624912,-0.0249101191462126
"1138",-0.00562816885467406,-0.0970104216237146,0.0499190998197866,0.0225407281313669,-0.0336200087339847,-0.00456622112353831,-0.021749469522587
"1140",-0.00327257468882762,-0.0924375673971385,0.049765550038026,0.019801478787574,-0.036089240168827,-0.00535945822263902,-0.0182433003131031
