"","y.7.comps"
"(Intercept)",6.01820555315059
"1100",-1.52456043678528
"1102",-1.52266577321296
"1104",-1.52399553608978
"1106",-1.53335115899832
"1108",-1.52035681192343
"1110",-1.51763363147732
"1112",-1.55019476493966
"1114",-1.58108811753944
"1116",-1.59698981513272
"1118",-1.61482099075997
"1120",-1.63967284401478
"1122",-1.67022017306941
"1124",-1.69970316960204
"1126",-1.732805592144
"1128",-1.76189533747802
"1130",-1.78924047106815
"1132",-1.81982208355054
"1134",-1.84528592294964
"1136",-1.86149184833708
"1138",-1.86627837161169
"1140",-1.85290728635177
"1142",-1.82135511869175
"1144",-1.75874975651014
"1146",-1.65512002849763
"1148",-1.52009522234626
"1150",-1.36185554757662
"1152",-1.17519312494809
"1154",-0.966765307265569
"1156",-0.763514034832431
"1158",-0.552477829151429
"1160",-0.339031191283339
"1162",-0.151413389792708
"1164",0.025386513041095
"1166",0.190112112986461
"1168",0.345085659573914
"1170",0.499686141801359
"1172",0.64288823371531
"1174",0.786651849435125
"1176",0.940754014320675
"1178",1.08058446427813
"1180",1.20948090815798
"1182",1.33399472556542
"1184",1.4487516819003
"1186",1.55857433205873
"1188",1.65988851043353
"1190",1.74473831172494
"1192",1.81776694020143
"1194",1.88878359870787
"1196",1.95508433844812
"1198",2.00239354366427
"1200",2.04118673777169
"1202",2.08166281986874
"1204",2.10466078238319
"1206",2.11405233424275
"1208",2.11336097605868
"1210",2.09466769776719
"1212",2.03882287134043
"1214",1.97107696077906
"1216",1.9167539333487
"1218",1.83882934012798
"1220",1.7402524940772
"1222",1.65513536859653
"1224",1.57470562175723
"1226",1.48979275854175
"1228",1.41315786849881
"1230",1.3396577270802
"1232",1.27238091875885
"1234",1.22330297756202
"1236",1.18056241457347
"1238",1.15155604540109
"1240",1.12815622634811
"1242",1.10181327335619
"1244",1.0825907528704
"1246",1.06136098339397
"1248",1.04492010091774
"1250",1.03389545493104
"1252",1.00817887607405
"1254",0.991738117727817
"1256",0.979431062453418
"1258",0.964018126772827
"1260",0.94862273231721
"1262",0.911102565872444
"1264",0.868440767957129
"1266",0.832640576252085
"1268",0.78904904516177
"1270",0.737227888345789
"1272",0.686851968559743
"1274",0.621658006734772
"1276",0.545365613474885
"1278",0.466783671630068
"1280",0.390937722483447
"1282",0.311427332483956
"1284",0.225664202251435
"1286",0.130890180477236
"1288",0.0354181262435278
"1290",-0.0540400842388478
"1292",-0.148809048810107
"1294",-0.244317963468888
"1296",-0.337679424651631
"1298",-0.42864441336927
"1300",-0.529639830103017
"1302",-0.631012228082519
"1304",-0.73914830366322
"1306",-0.850476998308187
"1308",-0.95070755997598
"1310",-1.05690636187925
"1312",-1.17273189134781
"1314",-1.28210524484996
"1316",-1.38539705646753
"1318",-1.49915351847783
"1320",-1.62330969015286
"1322",-1.73656100536464
"1324",-1.85283776808072
"1326",-1.96871794374199
"1328",-2.06683740586006
"1330",-2.16358555092905
"1332",-2.26071289980977
"1334",-2.34215807303161
"1336",-2.41070082987007
"1338",-2.48523180545435
"1340",-2.56295056819573
"1342",-2.61861887050174
"1344",-2.67365116173129
"1346",-2.72002275183135
"1348",-2.75141793555293
"1350",-2.79587951943963
"1352",-2.84847996369865
"1354",-2.9059974030918
"1356",-2.96536127807274
"1358",-3.04043230106189
"1360",-3.14582453648232
"1362",-3.2663142280726
"1364",-3.42370755087996
"1366",-3.61701634538445
"1368",-3.84247188307437
"1370",-4.11268278087932
"1372",-4.42990768659554
"1374",-4.78812879984617
"1376",-5.16596066540086
"1378",-5.53985224995353
"1380",-5.91210491463097
"1382",-6.27997933862087
"1384",-6.60608201230513
"1386",-6.85422510675323
"1388",-7.02011281272826
"1390",-7.08147947182783
"1392",-7.02432502122567
"1394",-6.8120504005011
"1396",-6.47841384546506
"1398",-6.06841462102829
"1400",-5.56875111966138
"1402",-5.00763816149171
"1404",-4.4022504036801
"1406",-3.7888513253855
"1408",-3.19284540043058
"1410",-2.61157236357766
"1412",-2.05014062311093
"1414",-1.53981201232262
"1416",-1.06542025869191
"1418",-0.641361900905185
"1420",-0.265933986267954
"1422",0.0725417532990098
"1424",0.375713392954167
"1426",0.626022231156675
"1428",0.839528440497183
"1430",1.02178198428092
"1432",1.15364141731096
"1434",1.27435522367749
"1436",1.36681996412192
"1438",1.42095776022844
"1440",1.47121831044053
"1442",1.5282500110587
"1444",1.56810989571198
"1446",1.6024581994995
"1448",1.60020945700496
"1450",1.58866525409748
"1452",1.5841537922367
"1454",1.55858686730433
"1456",1.56313069671934
"1458",1.57978187758024
"1460",1.56325346623445
"1462",1.54870091015825
"1464",1.55681707917782
"1466",1.54625771324975
"1468",1.51722467068936
"1470",1.48505100510508
"1472",1.46056789145135
"1474",1.4718350837372
"1476",1.45982860759577
"1478",1.4105006516133
"1480",1.35433590995224
"1482",1.28419953236082
"1484",1.20908843232958
"1486",1.15419941328893
"1488",1.10898317502159
"1490",1.04471856682873
"1492",0.93143884356678
"1494",0.808911366135722
"1496",0.723977919447287
"1498",0.636726233964122
"1500",0.540337726697554
"1502",0.468795832886928
"1504",0.397375552245963
"1506",0.333622464711822
"1508",0.288468585409321
"1510",0.268020742931251
"1512",0.281629026007545
"1514",0.321929270270044
"1516",0.335062123861651
"1518",0.341719111801268
"1520",0.403363596373004
"1522",0.482580872188249
"1524",0.556469715138565
"1526",0.640240851776947
"1528",0.730189257259249
"1530",0.841922707236782
"1532",0.963868971607779
"1534",1.08618030898427
"1536",1.19843101293535
"1538",1.32615954993367
"1540",1.48193160885309
"1542",1.60956170202224
"1544",1.72574393988299
"1546",1.89200185389422
"1548",2.04652675784417
"1550",2.16504740301949
"1552",2.28431335905271
"1554",2.41185406134834
"1556",2.51901387442486
"1558",2.62382429927222
"1560",2.72225204370731
"1562",2.81962236513194
"1564",2.91540812358312
"1566",2.99254090865938
"1568",3.07556607411327
"1570",3.15003122579506
"1572",3.22651192767139
"1574",3.29460845229122
"1576",3.34380405717268
"1578",3.38579515134261
"1580",3.45160628020039
"1582",3.51566908572727
"1584",3.54364352450652
"1586",3.56978408053103
"1588",3.60366714127341
"1590",3.63899854135025
"1592",3.65248532142891
"1594",3.6533464393526
"1596",3.66713932148702
"1598",3.677047159001
"1600",3.66429060281308
"1602",3.64248982104546
"1604",3.62267125879096
"1606",3.60802363702389
"1608",3.57928804109269
"1610",3.54173306834821
"1612",3.50725803995359
"1614",3.45222747834201
"1616",3.4086652546217
"1618",3.37452363043083
"1620",3.33207577562095
"1622",3.27238274848372
"1624",3.19791354663829
"1626",3.14057660291954
"1628",3.0777843683708
"1630",3.01481449239304
"1632",2.94567712540533
"1634",2.85380803401185
"1636",2.76187437764
"1638",2.68781207346685
"1640",2.60836094445554
"1642",2.51260569883665
"1644",2.43325462926025
"1646",2.33838598168233
"1648",2.23506065707847
"1650",2.1602409476708
"1652",2.08018938262144
"1654",1.9990192544024
"1656",1.9093833572394
"1658",1.82056487572741
"1660",1.73888075398583
"1662",1.66139709028151
"1664",1.59927644384711
"1666",1.54329816760567
"1668",1.50411906860417
"1670",1.49215224716577
"1672",1.48874299007193
"1674",1.4970534105867
"1676",1.54344090227556
"1678",1.62632921276846
"1680",1.74593143329945
"1682",1.88482766667329
"1684",2.02857699626149
"1686",2.16905312320109
"1688",2.2973571490469
"1690",2.39084839894659
"1692",2.47047028520326
"1694",2.54746400948898
"1696",2.59415376390795
"1698",2.64123763379963
"1700",2.68218754594297
"1702",2.71879446236556
"1704",2.7438777916315
"1706",2.74601605714802
"1708",2.73869029133223
"1710",2.72429338275464
"1712",2.70144469684082
"1714",2.6614265493398
"1716",2.60378594652408
"1718",2.56433368138724
"1720",2.54201089129103
"1722",2.52328078203699
"1724",2.51085103811773
"1726",2.49157381203476
"1728",2.44929232111932
"1730",2.39059303598332
"1732",2.31390851166905
"1734",2.22243156604427
