"","y.4.comps"
"(Intercept)",12.062
"750",0.00534107278251569
"752",0.0065709851815822
"754",0.00704128527934515
"756",0.00728695576897609
"758",0.00706554406955164
"760",0.00691482426142715
"762",0.0067518147417352
"764",0.00656199389240684
"766",0.00576548981049815
"768",0.00469953720023283
"770",0.00361734772082831
"772",0.00193117251265091
"774",-0.000359934600500829
"776",-0.00271882027610069
"778",-0.00482576266462918
"780",-0.00624501399965814
"782",-0.0069392403806498
"784",-0.00774010538036841
"786",-0.00826122980604157
"788",-0.00883943162523229
"790",-0.008476417736741
"792",-0.00776649230140589
"794",-0.00655910763665797
"796",-0.00541997403789054
"798",-0.00461560435855575
"800",-0.00370681550060891
"802",-0.00181934067204451
"804",-0.000573624415794172
"806",0.000190576378456161
"808",0.00113768396550503
"810",0.00270220021360515
"812",0.00354416824390858
"814",0.00396911694110641
"816",0.00435007020206058
"818",0.00464919736529754
"820",0.00424962627272252
"822",0.00355584906109822
"824",0.00178407437875766
"826",0.000278314970345131
"828",-6.18095253170233e-05
"830",-0.00220571822861386
"832",-0.0041262318622563
"834",-0.00490358582714287
"836",-0.00382974928587254
"838",-0.00324543295932984
"840",-0.00389390737878949
"842",-0.00376297482634353
"844",-0.00456748223962947
"846",-0.00582808133553153
"848",-0.00942380054809169
"850",-0.0122949357857158
"852",-0.0158790553316074
"854",-0.0198159614705718
"856",-0.0229434583889783
"858",-0.0256522694539461
"860",-0.0289846400109343
"862",-0.0318441907861405
"864",-0.0339315827119844
"866",-0.0359743148516799
"868",-0.0382638551718055
"870",-0.0397048537050773
"872",-0.0401840766246873
"874",-0.0398574629590258
"876",-0.0386220180113798
"878",-0.0365845404983501
"880",-0.0337581979441701
"882",-0.0307915137721485
"884",-0.0271637319105569
"886",-0.0219462857079317
"888",-0.0154136915049378
"890",-0.00799059778759722
"892",-0.000681433177368329
"894",0.00687047727602568
"896",0.0143887330903999
"898",0.0216190884779605
"900",0.0286237165995699
"902",0.0351076568157586
"904",0.0408054063718409
"906",0.0448419914098614
"908",0.0480256211441664
"910",0.049593793470615
"912",0.0490292102579515
"914",0.0465835580722549
"916",0.0422303108562362
"918",0.03591595817868
"920",0.0279023052415121
"922",0.0189349318397807
"924",0.00963098650655351
"926",0.00113661230880041
"928",-0.00668695566671603
"930",-0.0132399981168056
"932",-0.0192482383746303
"934",-0.024420686553991
"936",-0.0290734308911635
"938",-0.0332629353214782
"940",-0.0373228465378291
"942",-0.0410138505910198
"944",-0.0442290442616252
"946",-0.0467494784375101
"948",-0.0483011359460971
"950",-0.0484821024830424
"952",-0.0472455302850682
"954",-0.0442865332110681
"956",-0.0393558863325808
"958",-0.0331203878110199
"960",-0.0258734317387627
"962",-0.0181647767864613
"964",-0.0105586601757546
"966",-0.00304526663778972
"968",0.00407329871686221
"970",0.0106342310066147
"972",0.0167258852381237
"974",0.0220602935241401
"976",0.0266763049056758
"978",0.030494081803729
"980",0.0334965545597591
"982",0.0352009706841287
"984",0.036455347331066
"986",0.0367198444305404
"988",0.0364205008250096
"990",0.0350651553233428
"992",0.0331808495239652
"994",0.030239263567177
"996",0.0273577952770564
"998",0.0230868311446327
"1000",0.0187131697365856
"1002",0.0129546440064387
"1004",0.00708489322077394
"1006",0.000589390827173711
"1008",-0.00538198306658046
"1010",-0.0111343726670788
"1012",-0.0155855052709069
"1014",-0.0184865220859453
"1016",-0.0201234892576388
"1018",-0.0205148440394757
"1020",-0.0195816195944745
"1022",-0.0182653252946729
"1024",-0.0164827439066002
"1026",-0.0144482597804496
"1028",-0.0121231137789427
"1030",-0.00962306947857978
"1032",-0.00692211384119568
"1034",-0.00423823366498252
"1036",-0.00153987338006344
"1038",0.0012224264146713
"1040",0.00417246179232479
"1042",0.00686843011000714
"1044",0.00933286719110282
"1046",0.0119046579038504
"1048",0.0140248850849437
"1050",0.0160619163251329
"1052",0.0178765544854024
"1054",0.0195778355390192
"1056",0.0208180673629278
"1058",0.0217717455164947
"1060",0.0222952480298967
"1062",0.0226110663014155
"1064",0.0225521232565586
"1066",0.0222894069470889
"1068",0.0216642692376905
"1070",0.0205916740487263
"1072",0.0191608502024266
"1074",0.0174669302609239
"1076",0.0155728216711538
"1078",0.013387855679495
"1080",0.0105602945066162
"1082",0.00761899920834049
"1084",0.00448600417630959
"1086",0.00101246080916558
"1088",-0.00262976622964406
"1090",-0.00639532111863559
"1092",-0.0101441921880741
"1094",-0.01407711360608
"1096",-0.0188147383360963
"1098",-0.0250903283910784
