"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10"
"750",0.768961360223504,0.760528623284689,0.725440165631405,0.726097622091164,0.737060756790375,0.743477784839745,0.760849203946959,0.777355964981115,0.776342890493589,0.815443441431013
"752",0.744486207804899,0.74181561212858,0.711935846456939,0.712802696338379,0.721650413577803,0.726645088817529,0.74727500744426,0.758977755390672,0.760658146958784,0.795296641722837
"754",0.721098979588595,0.723924609113489,0.695718663661905,0.696820641793529,0.703711379242355,0.707556005851838,0.730178056830646,0.738731067988192,0.740085561989565,0.758165270427467
"756",0.703035231773449,0.710906864739344,0.683206558340311,0.684430433765932,0.690291730674977,0.693891882750428,0.712896412863356,0.720783830401287,0.71846965239732,0.722199003118251
"758",0.687664301208037,0.699974275607894,0.670507065997311,0.671835059414723,0.676828957353664,0.680317568929326,0.69638153800952,0.703599796169968,0.699667638028151,0.696360462783051
"760",0.674228682343878,0.69108217716488,0.660136928134197,0.661588081145895,0.665413818231794,0.66826289708284,0.686925888622416,0.692399010009305,0.688375290435685,0.686158820318137
"762",0.660074317116241,0.682123089206244,0.6496064477964,0.651195499514354,0.653754751158917,0.655541769223996,0.681410316846106,0.684066711539456,0.680784967494004,0.680995992070948
"764",0.643241799314318,0.671606263502518,0.637477167827561,0.639152229309378,0.640801613382752,0.641773452105951,0.673561620682248,0.674428246543319,0.672339324457189,0.675170487141356
"766",0.630612913472874,0.664033014178303,0.626238837010013,0.627948117412473,0.628949126685875,0.629494297910966,0.665096878372245,0.66443430551968,0.665529549528057,0.670211391666861
"768",0.61784427070124,0.656643881328736,0.615045499268262,0.616744823810413,0.617210656456108,0.617427707499184,0.653020966893854,0.651706028967188,0.658343505103425,0.662637451753576
"770",0.602390775750441,0.647827081815419,0.60350177896231,0.605183269001181,0.605077340832187,0.604853028946914,0.637562991929047,0.637535845776696,0.659680243891277,0.658442570998628
"772",0.583274497531724,0.635812877063695,0.589795804215521,0.591305183116783,0.591153719065513,0.59134668235698,0.608348834548844,0.611724430351151,0.641612233094796,0.639127195377653
"774",0.558340265280431,0.618971268876707,0.57498307958629,0.576182647781076,0.576427140699761,0.577894889982211,0.577153400797006,0.583508417586513,0.603814756260607,0.604096800607931
"776",0.529553143714772,0.599400024426186,0.563023332189237,0.563921254840745,0.564458742122159,0.56745994542355,0.561135868530726,0.573282331038891,0.588636170543895,0.592141281853116
"778",0.495179336503613,0.576454404545144,0.552887631342386,0.553505221872076,0.554193328997529,0.55883400276262,0.559714759289765,0.580066901224423,0.593355926448389,0.598886613697342
"780",0.448208440975749,0.546816368190027,0.539100180841129,0.539562079283598,0.539698008460842,0.544223312425776,0.553494740188935,0.583058781466953,0.594267577789207,0.597170579877199
"782",0.389287772297814,0.512987523603725,0.52163572754517,0.521978725236193,0.521412948103553,0.524741027797228,0.537856954040761,0.572642888181156,0.57642670815185,0.579394716743007
"784",0.322315612009692,0.478065496124557,0.508000775147231,0.508150016574271,0.507234680436897,0.509659883372749,0.528083968781701,0.558365688317897,0.555066541619449,0.569390224527937
"786",0.243895142959052,0.44394348244584,0.497131350555023,0.497088187207726,0.49592510061981,0.497198695206791,0.520491112940353,0.542906839250527,0.546336141942177,0.578930889820647
"788",0.160405726094482,0.415825060218905,0.495378565872453,0.495259264211389,0.49402161673496,0.493271405628921,0.505466009108219,0.527342958660849,0.532752574445933,0.569810187179949
"790",0.0723044032660687,0.401312452109972,0.494705960887807,0.494563813811533,0.494470616751394,0.492942869486535,0.490277392709524,0.514280312550284,0.514360251879858,0.537172587812996
"792",0.0137985598182755,0.402543544169972,0.499275228354661,0.499003366843501,0.499609573574766,0.498535813912599,0.494862001115593,0.511404647222531,0.517399895030048,0.541106093546774
"794",0.0935193344675227,0.41752804139337,0.505598416986479,0.505243920398701,0.506349469915358,0.505894732583628,0.502723424888446,0.513279890674753,0.526948637344476,0.549381851780945
"796",0.168851691561632,0.441139376631523,0.518396093199941,0.518011684982653,0.51989886914266,0.52035691513346,0.515992366238559,0.523948601187479,0.537205313506542,0.548017926292446
"798",0.234437884168439,0.467363593990848,0.535883074429729,0.535495117750252,0.538118562900508,0.539577068355813,0.534203411365207,0.540164876170896,0.553335276774387,0.555336276036866
"800",0.292637964736514,0.495193224605785,0.553064489621705,0.552681567612959,0.556588840728377,0.560117682023042,0.554020468311026,0.559865620299694,0.565622895369208,0.562895913470519
