"","Comp 1","Comp 2","Comp 3","Comp 4"
"962",-0.108358036392031,0.0365752891842963,-0.0242623241347671,-0.00557961092515796
"964",-0.09922145173335,0.0503499114940772,-0.00316931288652738,-0.0160697193484949
"966",-0.0896464448055404,0.0630342776625454,0.0176246828024238,-0.0247997507532285
"968",-0.0797959737787856,0.0745581455023189,0.0370165028800667,-0.0318926366750434
"970",-0.069792617465584,0.0849126819075615,0.05444186487197,-0.0380668541355546
"972",-0.0596733913825135,0.0942423918261568,0.0702112244238494,-0.0427427737327427
"974",-0.0497208862665808,0.102316032687167,0.0834224458419466,-0.0466318347499926
"976",-0.0400489868240506,0.109234254291471,0.0942497420598849,-0.0493147392334741
"978",-0.0306483921567041,0.115029962653209,0.102364836833515,-0.0511857171305512
"980",-0.0215305939048595,0.119766815520982,0.107666828538712,-0.0517399337767585
"982",-0.0129680017143629,0.123078355077036,0.108585243140697,-0.0542283348782063
"984",-0.00477681199290594,0.125677221903094,0.108060855261989,-0.0541297550314847
"986",0.00331615140860354,0.127257372623298,0.103908612998375,-0.0531306488954473
"988",0.0110953071841177,0.128076671482196,0.0978877775032839,-0.0511910521246816
"990",0.0189968690531303,0.12776336386503,0.0879129788668762,-0.0492542892004691
"992",0.0271523285900591,0.126692796693738,0.0758821486940694,-0.0463035487510439
"994",0.035837379396078,0.124236614673451,0.0597010619135858,-0.0418671943190961
