"","y.7.comps"
"(Intercept)",12.062
"1100",-0.00346826359745177
"1102",-0.00374317292258008
"1104",-0.00398362095984888
"1106",-0.00418939767581057
"1108",-0.0043601493831575
"1110",-0.00449537124853763
"1112",-0.00454167929434803
"1114",-0.00456041606521065
"1116",-0.00459908297241143
"1118",-0.00474443082458167
"1120",-0.00501350220467943
"1122",-0.00537453328986384
"1124",-0.00582907122327484
"1126",-0.00634212905956291
"1128",-0.00682496801246198
"1130",-0.00727081590934453
"1132",-0.00770484221467467
"1134",-0.00812675172054246
"1136",-0.00848310963471162
"1138",-0.00868771221614034
"1140",-0.0086302016411879
"1142",-0.00816225286710918
"1144",-0.00716441807257748
"1146",-0.005537568440187
"1148",-0.0032807247843143
"1150",-0.000479077348460515
"1152",0.00277949663241979
"1154",0.0062807194663111
"1156",0.00979471277442573
"1158",0.0130825381299793
"1160",0.0159327187050108
"1162",0.0183550238079318
"1164",0.0203777323301965
"1166",0.0220588982831463
"1168",0.0234798061187304
"1170",0.0248015934221816
"1172",0.0262080553295677
"1174",0.0277058215387258
"1176",0.0292991478711424
"1178",0.0309574583171536
"1180",0.0326447766992923
"1182",0.0343625886232077
"1184",0.0359384577022073
"1186",0.0372792260411222
"1188",0.0385117138052686
"1190",0.039565672195732
"1192",0.0403575296240571
"1194",0.0409161194461854
"1196",0.0412584626371995
"1198",0.0414203018212299
"1200",0.0414248647876348
"1202",0.0412909616412212
"1204",0.0408324232718817
"1206",0.0399008577002854
"1208",0.0386907920973141
"1210",0.0371811807053161
"1212",0.0352561341114257
"1214",0.0330496626852075
"1216",0.0306824858857331
"1218",0.0282575067171293
"1220",0.0258573976389423
"1222",0.0235475200683388
"1224",0.0212526942618631
"1226",0.0190186259045942
"1228",0.0170387351543944
"1230",0.0152981179086382
"1232",0.0137382837620578
"1234",0.0124522011858819
"1236",0.011482516868231
"1238",0.010699381282537
"1240",0.0100263779294299
"1242",0.00952531543685962
"1244",0.00907619760139945
"1246",0.0086775871898984
"1248",0.00837367109401673
"1250",0.00816975786574097
"1252",0.00808888780309871
"1254",0.00806664861451185
"1256",0.00802399787932163
"1258",0.00789705384163536
"1260",0.00772219060964549
"1262",0.00752624840570396
"1264",0.0072761676793891
"1266",0.00699776060624517
"1268",0.00670761635635594
"1270",0.0063807047569431
"1272",0.00601082476461653
"1274",0.00553354867010362
"1276",0.00497143245449276
"1278",0.00436093653283812
"1280",0.00366675552765469
"1282",0.00290927073166053
"1284",0.00214240029597521
"1286",0.00132097189784681
"1288",0.000381831155888582
"1290",-0.000617956651792682
"1292",-0.00168372855533645
"1294",-0.00279615761116886
"1296",-0.00386470512307658
"1298",-0.0049633182121878
"1300",-0.00617900663040463
"1302",-0.00749637975730059
"1304",-0.0089937771446603
"1306",-0.0106281465532494
"1308",-0.0123331899654028
"1310",-0.0140391928430429
"1312",-0.0159393433571045
"1314",-0.0179742414664991
"1316",-0.0200308533518224
"1318",-0.0222862004482659
"1320",-0.0246325233600939
"1322",-0.0269074075298667
"1324",-0.0290850469782196
"1326",-0.0306943444204538
"1328",-0.0312452495762993
"1330",-0.0307666815126255
"1332",-0.0297703594364899
"1334",-0.0282979435913232
"1336",-0.0265439187733688
"1338",-0.0248127325633668
"1340",-0.0230252192128256
"1342",-0.0212607475971478
"1344",-0.0196964867902894
"1346",-0.018326912746429
"1348",-0.0170597073386754
"1350",-0.0159410356968657
"1352",-0.015205217594196
"1354",-0.01472207334979
"1356",-0.0144562407213395
"1358",-0.014459380905881
"1360",-0.0145589444928486
"1362",-0.014694662905662
"1364",-0.0150441800044763
"1366",-0.015851733531425
"1368",-0.0172908136908255
"1370",-0.0194698103316466
"1372",-0.0223717413174479
"1374",-0.0258076355031645
"1376",-0.0297002062769537
"1378",-0.0338336340619481
"1380",-0.0378030294610665
"1382",-0.0413075843378035
"1384",-0.0442626121441471
"1386",-0.0464004739848851
"1388",-0.0473819435420272
"1390",-0.0468838332883085
"1392",-0.044688698481046
"1394",-0.0408425392625817
"1396",-0.0353890513222444
"1398",-0.0284710632995347
"1400",-0.0205170086692933
"1402",-0.0120629360622753
"1404",-0.00357536709483679
"1406",0.00471035427824099
"1408",0.0127240508050401
"1410",0.0201831747124335
"1412",0.026768333150919
"1414",0.0322769188582137
"1416",0.0368200136957977
"1418",0.0403183833982439
"1420",0.0425731795308365
"1422",0.0437335441388847
"1424",0.0439754228008817
"1426",0.0434177479126263
"1428",0.0423609727178632
"1430",0.0406586254387842
"1432",0.0382253516306755
"1434",0.0353551775245096
"1436",0.0324558949391675
"1438",0.029737219527941
"1440",0.0270166041543645
"1442",0.0243633941079339
"1444",0.0220007549223749
"1446",0.0197275633844529
"1448",0.0173992743148003
"1450",0.0149818480332253
"1452",0.0125217118952348
"1454",0.010102092093888
"1456",0.00794729363476691
"1458",0.00617580176522625
"1460",0.00441112038714549
"1462",0.00252347679977962
"1464",0.000613632101066363
"1466",-0.0013666916302005
"1468",-0.00322887554055103
"1470",-0.004771588761112
"1472",-0.00617289108020867
"1474",-0.00776232537248022
"1476",-0.00954385524397648
"1478",-0.0115064732553707
"1480",-0.0137091954232158
"1482",-0.0159607681104185
"1484",-0.0181106213644276
"1486",-0.020073726755939
"1488",-0.0216559208059829
"1490",-0.0228496496004786
"1492",-0.0239376260769324
"1494",-0.0250436378105814
"1496",-0.0262320874061143
"1498",-0.0274813176850035
"1500",-0.0285960597666141
"1502",-0.0294650733824289
"1504",-0.0301602059099945
"1506",-0.0305861003260746
"1508",-0.0305506934924938
"1510",-0.0302996150419026
"1512",-0.0299727136465553
"1514",-0.0293589559730159
"1516",-0.0286534861832589
"1518",-0.0280350050566045
"1520",-0.0275132271583114
"1522",-0.0269989098911016
"1524",-0.0263108004944691
"1526",-0.0252946564997043
"1528",-0.0241554482258618
"1530",-0.0230871894430061
"1532",-0.0218193444898189
"1534",-0.0203220224924127
"1536",-0.0188937017347155
"1538",-0.0174075592901392
"1540",-0.0156856622140688
"1542",-0.013700498199894
"1544",-0.0114960558991835
"1546",-0.00916981513004289
"1548",-0.00697463547640772
"1550",-0.00485606765478746
"1552",-0.00269919820669984
"1554",-0.000683242564048819
"1556",0.00120470186210928
"1558",0.00314248227714701
"1560",0.00514117686761327
"1562",0.00702687894639904
"1564",0.00877255305845994
"1566",0.0104736583642234
"1568",0.0120222042856959
"1570",0.0134185826321259
"1572",0.0147623646615472
"1574",0.0161385748480386
"1576",0.0175052718962765
"1578",0.018737328386043
"1580",0.0198174867421586
"1582",0.0208153232650414
"1584",0.0218049733048618
"1586",0.0227400200038357
"1588",0.0235425541177231
"1590",0.0242004294191556
"1592",0.0248380687840681
"1594",0.0254704591077621
"1596",0.0259138818432151
"1598",0.026176193300339
"1600",0.0263351635480052
"1602",0.0264836299766553
"1604",0.0266123887948658
"1606",0.0265070763247149
"1608",0.0262631279281215
"1610",0.0260318062210963
"1612",0.02580609002749
"1614",0.0255923080054477
"1616",0.0253589077635922
"1618",0.0251422621454771
"1620",0.0248834560380532
"1622",0.024607875696425
"1624",0.0243504513301387
"1626",0.0239290927882037
"1628",0.0233415046488184
"1630",0.0226501417693857
"1632",0.0218848424834405
"1634",0.0210253028723298
"1636",0.0201233405916711
"1638",0.0191951543634305
"1640",0.0181744356064677
"1642",0.0171765275526672
"1644",0.016212567730396
"1646",0.0152680162468997
"1648",0.0143103323865198
"1650",0.0133200741323265
"1652",0.0123400989493752
"1654",0.0113533224414512
"1656",0.0104739385900262
"1658",0.009627960400762
"1660",0.00878244942865116
"1662",0.00809834640103233
"1664",0.00763532072779207
"1666",0.0073953364941147
"1668",0.00729752651801636
"1670",0.00733287944571584
"1672",0.00765321847592966
"1674",0.00838870900105991
"1676",0.00954344740064311
"1678",0.0110674644066921
"1680",0.0130445978618659
"1682",0.0153658059296258
"1684",0.0177747358195947
"1686",0.0201001316292814
"1688",0.0221509118222169
"1690",0.0238417084534567
"1692",0.0252267646977003
"1694",0.026402830513459
"1696",0.0273782923435675
"1698",0.0282100262961442
"1700",0.0290042850653578
"1702",0.0296666555409746
"1704",0.0301841388707745
"1706",0.0306542317819744
"1708",0.0309624344964252
"1710",0.0310557141668916
"1712",0.0309798921432975
"1714",0.030791954260558
"1716",0.0305212329197198
"1718",0.0302596941877069
"1720",0.0300004407956919
"1722",0.0297689777100221
"1724",0.0296349873142864
"1726",0.0295920023608135
"1728",0.0295414829784588
"1730",0.0293422517183288
"1732",0.0289593574621736
"1734",0.0283638115471173
"1736",0.0276380431809776
"1738",0.0269046234498143
"1740",0.0259861129493732
"1742",0.025019629909908
"1744",0.0241899757602136
"1746",0.0234314188284818
"1748",0.0226838967637063
"1750",0.0219129539144612
"1752",0.021039012642802
"1754",0.020086701542254
"1756",0.0191373620293039
"1758",0.0180849621730189
"1760",0.0167036233618852
"1762",0.015121733619906
"1764",0.0135202042800138
"1766",0.0119244981539833
"1768",0.0103179663337083
"1770",0.00867910960456477
"1772",0.00708099228038443
"1774",0.00575612622823485
"1776",0.00467952748298364
"1778",0.00364658940860108
"1780",0.002634836090053
"1782",0.00166928832597532
"1784",0.000882566177935024
"1786",0.000250912056323894
"1788",-0.000470628945460995
"1790",-0.00136495960648732
"1792",-0.00232671359396435
"1794",-0.0032950536656877
"1796",-0.00432927214378465
"1798",-0.00539235688895925
"1800",-0.00634955028017668
"1802",-0.00717120448504297
"1804",-0.00782226908038549
"1806",-0.00843906195491382
"1808",-0.00910040356369591
"1810",-0.00980294319302125
"1812",-0.0106049280849026
"1814",-0.011458177958072
"1816",-0.0123484209536155
"1818",-0.0133607518533271
"1820",-0.0145194642868677
"1822",-0.015778023783747
"1824",-0.0171903719211399
"1826",-0.0188174462128921
"1828",-0.0204923237167894
"1830",-0.0221373504937571
"1832",-0.0238345310646669
"1834",-0.0256673553916471
"1836",-0.0277401589192001
"1838",-0.0301069354189882
"1840",-0.0327501254491023
