"sample","y","yhat.cal","yhat.val"
"ak01",12.4,12.3336319526767,12.2805608612004
"ak02",13.1,13.3540292298758,13.3948068448571
"ak03",12.7,12.2684883818019,12.0740557013445
"ak04",10.2,10.677722385428,10.7064005841417
"ak05",11.4,12.5362773174064,12.7015627124705
"ak06",10.7,10.9728211124514,11.0819450024924
"ak07",11.5,11.5848914453258,11.5070901102598
"ak08",11.6,11.5313137503146,11.4640821159729
"ak09",11.6,10.7985166163791,10.5255928414751
"ak10",11.2,11.5008193036989,11.5545593732395
"ak11",13.9,13.7055837365664,13.6567063436296
"ak12",10.6,10.5480735395065,10.3223597682526
"ak13",12.4,12.3702555528783,12.254296313044
"ak14",11.1,11.4141199517579,11.6462497514592
"ak15",11.4,11.0759031820696,10.8978596486619
"ak16",12,11.6407929988623,11.6013451014304
"ak17",14.2,13.6447037171693,13.6777641363471
"ak18",12.1,11.2760407200758,11.1585891113844
"ak19",12.2,12.0414660636823,11.7758241603414
"ak20",11.5,11.2330093658277,11.2541219210316
"ak21",10.4,10.5202414519579,10.6570576823024
"ak22",11.2,11.3671200836005,11.5290613924601
"ak23",12.6,12.6273711753628,12.5850464013019
"ak24",11.7,11.7601005824047,11.7839411237457
"ak25",12.9,13.2523237375232,13.4194404468106
"ak26",12.3,12.2775964411433,12.3322561461577
"ak27",11.3,11.6960863011297,11.7023680120702
"ak28",13.8,14.1882433104897,14.2146264620778
"ak29",13.3,12.6232635917391,12.3652808197374
"ak30",12.1,11.7719207186155,11.7717706336043
"ak31",12,12.0079062673508,11.9596637325129
"ak32",13.9,13.5351680035883,13.3794985561855
"ak33",10.7,11.1249951556401,11.3109047495432
"ak34",12.2,11.5331094480771,11.5547102017785
"ak35",11.8,11.7536214398711,11.840870009044
"ak36",10.9,11.2137223874031,11.3887553835575
"ak37",11.6,13.0990872886132,13.3982376491289
"ak38",11.6,11.9809940288493,11.999727087819
"ak39",11.4,11.2645441829227,10.9935512773676
"ak40",13,13.3043041769476,13.2306677536185
"ak41",11.8,12.1737002940938,12.1985707703916
"ak42",11.1,11.2275313856859,11.3352780658543
"ak43",11.7,11.4858453171529,11.4395649319012
"ak44",10.7,11.7119124617359,11.869132477832
"ak45",12.8,12.4529025788167,12.2420935379751
"ak46",12.8,12.8557611904571,12.9497963400501
"ak47",13.1,12.6412522646281,12.4507574674849
"ak48",13,12.4179388448931,12.2801144145393
"ak49",12.9,12.7221657542668,12.797834765852
"ak50",14.7,14.0008098112853,13.6348894305896
