"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10"
"1100",0.82359156461962,3.86510067190488,3.4501103750437,3.07721381591724,2.28748100744482,1.91380278435309,1.85619190403014,1.84942839749437,1.87899386773872,1.89355212239036
"1102",0.813172662632658,3.84567497338619,3.43340390311363,3.06223476642931,2.27564137327129,1.90386390198854,1.8461997682862,1.8392403462515,1.86842022149859,1.8817581163089
"1104",0.801618652025,3.82418345981617,3.41489875646241,3.04542388647621,2.26233404815155,1.89264057713087,1.83499105137806,1.82788930204605,1.85636624776263,1.86860758779218
"1106",0.788937570100139,3.80062612459717,3.39459524982271,3.02678434173014,2.24759278761757,1.88016548365458,1.82259617888633,1.81540280142075,1.84286716636339,1.85412715106002
"1108",0.775138114484095,3.77500268757924,3.37249347355231,3.00632015186331,2.23145792417669,1.86647943821635,1.80905337087328,1.80181663067171,1.82797002504003,1.83835589552905
"1110",0.760229763959281,3.74731291349967,3.34859357675076,2.9840364678,2.21397675918087,1.85163178708235,1.79440901229231,1.78717518405113,1.81173423215366,1.82134589276568
"1112",0.743759696942902,3.71668353950271,3.32214301880664,2.95923886642106,2.19465228450604,1.83519225936538,1.7781757804343,1.7711341861452,1.79324191140436,1.80244490864563
"1114",0.727556685387322,3.68655542856021,3.29610324010224,2.93464128076991,2.17564354155781,1.81902911296984,1.76228193770442,1.75542903442584,1.77518516404916,1.78400551927136
"1116",0.710666234092635,3.65513918180407,3.2689324198187,2.90884862859483,2.15592013948801,1.80229962195613,1.74590362958066,1.73916592998518,1.75683583527121,1.76511259532227
"1118",0.691776125837694,3.61994340994279,3.23848417714203,2.87990484328728,2.13406727875241,1.78382956902297,1.72795376378967,1.7211011797073,1.7372804852676,1.74453335377321
"1120",0.670060497623937,3.57919528638961,3.20326873758339,2.84666867141059,2.10934825453068,1.76302015049035,1.70773130155717,1.70055270752907,1.71575486468082,1.72150005362706
"1122",0.64462220616141,3.53110405645193,3.16175164259872,2.80775197399895,2.08086427465063,1.73912255765716,1.68433005866806,1.67674952669204,1.6911247615944,1.69508645077505
"1124",0.614367874419427,3.47355536909694,3.11209939577678,2.76136294612013,2.04753689113245,1.71124667163463,1.65693889126631,1.64895838662989,1.66237234094329,1.66447532931701
"1126",0.577776228591596,3.40337107111668,3.0516045195096,2.70509586314867,2.00798858977981,1.67829006173021,1.62452130261181,1.61622725805777,1.62820568644039,1.62861771604694
"1128",0.533488493429214,3.31755807646763,2.97774360920606,2.63677846981317,1.96116650975791,1.63943984328586,1.58623177034119,1.57777959573046,1.58755458537685,1.58659292625128
"1130",0.480671452045071,3.21412411506285,2.88886746523094,2.55504796502799,1.90674127878925,1.59448718601514,1.54190018465549,1.53339371161199,1.54044716033894,1.53837905757554
"1132",0.419254833614286,3.09254668507215,2.78460871862062,2.45969096634145,1.84528901198961,1.54396958915162,1.49206714100438,1.48357530733584,1.48771894997904,1.48480685142914
"1134",0.350006410831969,2.95402558796708,2.6660857763709,2.35176292027491,1.77833357076481,1.48920623603228,1.43801901914619,1.42960557600534,1.43088241375433,1.42744834958703
"1136",0.274228055543407,2.80085118040926,2.53538973580542,2.2332475873394,1.7078438770606,1.43184804101685,1.38138021465604,1.37310085297062,1.3717716597884,1.36819140434291
"1138",0.193796887525057,2.63653711952883,2.3957000553544,2.10714248231815,1.63604255220228,1.37368294889706,1.32390962895935,1.3158237153286,1.31231011881576,1.30897128869408
"1140",0.111005135380898,2.46562206455884,2.25109849074204,1.97725854676758,1.56498172020638,1.31623086524368,1.26713028280192,1.25929414324222,1.2541575579476,1.25138069683145
"1142",0.0283980929245408,2.29340689063356,2.10630045708478,1.84788537465502,1.49642020287583,1.26072045131227,1.21234024462496,1.20480325229547,1.19869141356286,1.19666064572415
"1144",0.0515937935650462,2.12510522485385,1.96592337459956,1.72317254615343,1.43149950282328,1.20785987875081,1.16037140882461,1.15317801542985,1.14678564526086,1.14552602511596
"1146",0.127086911818394,1.96484962050469,1.83366012472496,1.60646826322092,1.3703242844746,1.15747793082621,1.11121089325161,1.10441162958007,1.09842649160801,1.09782235134674
"1148",0.1966724250476,1.8158909047799,1.71237506668448,1.50032483329725,1.31268310380719,1.10928184296676,1.06471908864695,1.05836374455401,1.05339874015555,1.05326697437962
"1150",0.259512179367765,1.68034106579182,1.60387384187996,1.4063603815063,1.25815820218731,1.06292522504813,1.0206005419178,1.01474181959215,1.01126027097245,1.0114232114839
