"sample","y","yhat.cal","yhat.val"
"ak01",12.4,12.6277737593267,12.5824522933088
"ak02",13.1,13.2232545922421,13.2071134212313
"ak03",12.7,12.2816096639034,12.0773754593631
"ak04",10.2,10.7148582297749,10.7870993938288
"ak05",11.4,12.5593997208234,12.6382628557121
"ak06",10.7,11.0679081784705,11.1763718843958
"ak07",11.5,11.6998555615602,11.6887466750006
"ak08",11.6,11.3942734489581,11.3385264612605
"ak09",11.6,11.3318043119662,11.2505054715571
"ak10",11.2,11.5527336526547,11.5579095440964
"ak11",13.9,13.841893954389,13.8701128570388
"ak12",10.6,11.0883994978837,11.1990828506141
"ak13",12.4,12.5630968741208,12.521035206439
"ak14",11.1,11.3826214995213,11.4801472692602
"ak15",11.4,10.5965051209983,10.3988235743079
"ak16",12,11.6956535379333,11.6314153063453
"ak17",14.2,13.350069783626,13.2713245391722
"ak18",12.1,11.4418626140705,11.2646498205642
"ak19",12.2,11.9803583259847,11.8789723354733
"ak20",11.5,11.0155696862419,10.9596625400029
"ak21",10.4,10.3427791173873,10.3901791151536
"ak22",11.2,11.1828892572374,11.2184605489968
"ak23",12.6,12.4736625391336,12.3594833144304
"ak24",11.7,11.5693808025119,11.559975092776
"ak25",12.9,12.8047347583939,12.8475581232801
"ak26",12.3,12.4271068443172,12.4224431899171
"ak27",11.3,11.2626045664791,11.2891552582543
"ak28",13.8,13.8609642705119,13.8496639896117
"ak29",13.3,12.9860109200639,12.9094341702913
"ak30",12.1,11.8323217748218,11.8474646018319
"ak31",12,12.6350687560947,12.7534729377069
"ak32",13.9,13.6654872091612,13.6028340117277
"ak33",10.7,11.0564654545378,11.2395551171879
"ak34",12.2,11.8205088476663,11.9148382526463
"ak35",11.8,11.4783862858913,11.4653591106218
"ak36",10.9,11.0503134079857,11.163522950899
"ak37",11.6,12.2543063366506,12.4121495269723
"ak38",11.6,11.3782654962856,11.356791612974
"ak39",11.4,10.8735840986123,10.5846109323009
"ak40",13,13.204362227519,13.2582306929777
"ak41",11.8,12.3762594002922,12.4542182406159
"ak42",11.1,11.2242163294452,11.2799773089059
"ak43",11.7,11.6398784846917,11.6374388592392
"ak44",10.7,11.6641136441284,11.8731492673971
"ak45",12.8,12.568840873888,12.5078889935732
"ak46",12.8,13.0574276343418,13.0611668811287
"ak47",13.1,12.8809269485284,12.7615912420095
"ak48",13,12.822178585658,12.752696530481
"ak49",12.9,12.8674369106812,12.7731261521524
"ak50",14.7,14.4300162026331,14.3652093220543
