"sample","y","yhat.cal","yhat.val"
"ak01",12.4,12.5955269612684,12.7729649443455
"ak02",13.1,13.5777202161914,13.6216894295768
"ak03",12.7,12.2771591875665,12.0980568537586
"ak04",10.2,10.6858250488687,10.74579655448
"ak05",11.4,12.6523640417592,12.8719173791659
"ak06",10.7,11.3528976286179,11.4936124207186
"ak07",11.5,11.8997747346766,11.8517055008749
"ak08",11.6,11.4174437443933,11.3525178461186
"ak09",11.6,11.2396145353027,11.0488917159397
"ak10",11.2,11.3952134344115,11.44016706498
"ak11",13.9,13.8421467139101,13.7789756579697
"ak12",10.6,10.7778549389919,10.8575075639548
"ak13",12.4,12.1990096246287,11.8944945836614
"ak14",11.1,11.2415436482305,11.5263114778372
"ak15",11.4,10.980496861234,10.7902940451602
"ak16",12,11.6275302164254,11.5781960737056
"ak17",14.2,13.6995616221506,13.6876527480657
"ak18",12.1,11.2225869930153,11.0630692634952
"ak19",12.2,11.9873426784938,11.8074572967589
"ak20",11.5,11.2280497495405,11.1599164375405
"ak21",10.4,10.4397550954968,10.3211150642134
"ak22",11.2,11.2728995448568,11.3291310312293
"ak23",12.6,12.7460720275927,12.5701975014889
"ak24",11.7,11.5194369879975,11.502286274843
"ak25",12.9,13.1843973434427,13.3703261977413
"ak26",12.3,12.3910659669273,12.4058114882861
"ak27",11.3,11.422212945133,11.4007991515058
"ak28",13.8,13.6549787689686,13.5858669668537
"ak29",13.3,12.905262912108,12.7520060052558
"ak30",12.1,11.7726320758968,11.6278521372025
"ak31",12,11.9686794933473,11.9544783017995
"ak32",13.9,13.2781103497695,13.1248033951831
"ak33",10.7,10.9876183981502,11.1471160699379
"ak34",12.2,11.8439499927964,11.935934294735
"ak35",11.8,11.5734153765433,11.613466079415
"ak36",10.9,11.3249637049672,11.504936645777
"ak37",11.6,13.0283690173999,13.3547181203277
"ak38",11.6,11.9101830110601,11.9174624055459
"ak39",11.4,10.9044713582171,10.6124037953474
"ak40",13,13.3632542759026,13.3217586279007
"ak41",11.8,11.8654481280298,11.9460702919939
"ak42",11.1,11.3908383523311,11.509375175623
"ak43",11.7,11.4448296622727,11.3581540653295
"ak44",10.7,11.5077768449953,11.7483541261165
"ak45",12.8,12.3935616970847,12.1056568052829
"ak46",12.8,13.0403663747183,13.1271949062105
"ak47",13.1,12.4236963060974,12.3172297676455
"ak48",13,12.6761239754535,12.6078937799618
"ak49",12.9,12.7066822522792,12.696755207058
"ak50",14.7,14.2592851804872,13.9693426504961
