"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8"
"976",-0.00397603340312658,0.13957413837521,-0.10033641956819,0.0855823010537581,-0.0132576990738578,0.116898537585177,0.0325480118016288,-0.113363142586257
"978",-0.00319548780934525,0.140943406954971,-0.0907991837941207,0.0925029817379661,-0.0121878683755847,0.124543867621821,0.0284427742240147,-0.10764494511236
"980",-0.00261751434532022,0.141995172518147,-0.0816892736080329,0.0979982228703091,-0.011785381371081,0.128952391185404,0.0236869490171176,-0.0989355536252344
"982",-0.00225399542688264,0.142709470892555,-0.0731155316436901,0.101571073335371,-0.0145470998168505,0.126663119363402,0.0133816340400022,-0.0948982063567503
"984",-0.00209012354394616,0.143110114366254,-0.0649920738679508,0.103870936868422,-0.0160274158881219,0.12349712457872,0.00543539455617881,-0.084536046944652
"986",-0.00210631261043859,0.143227111928202,-0.0572804697100455,0.105073258387185,-0.0186087648945331,0.11729852269502,-0.00241311283207798,-0.0716336228183506
"988",-0.0023051223746102,0.143054471627146,-0.0500653902532914,0.104996613493969,-0.0208316884758761,0.109121959136205,-0.0112677171128725,-0.0577367968526487
"990",-0.00265434754246503,0.142643460475267,-0.0431880028543307,0.103837381802522,-0.0245960705068578,0.0978359577452767,-0.0217886855983028,-0.044207517472624
"992",-0.0031451439418959,0.142007497830403,-0.0366041626306627,0.101979792768066,-0.027371183897343,0.0857753240473246,-0.0325630560471081,-0.0315360173718137
"994",-0.00375821195158934,0.14117678431256,-0.0302332357255029,0.0991164152293481,-0.0308961366962948,0.0723648915055434,-0.0415641377252433,-0.0159282420438465
"996",-0.00449432526616123,0.14014900981947,-0.0240718476772188,0.0959073796961343,-0.0325013026520423,0.0598661717158173,-0.0482643527848997,0.00297215968003503
"998",-0.00532252837485181,0.13897353737903,-0.0179699463640098,0.0921089665265266,-0.0350257527072127,0.0461070549651355,-0.0547846882327771,0.0227161320119579
"1000",-0.00626272404564732,0.137615510170663,-0.0121072853915621,0.0878189236973283,-0.0361881403488359,0.0329252329894481,-0.0612510006810103,0.0397529144367666
"1002",-0.00727655454469543,0.136137920424512,-0.00620597715885716,0.0832954260227381,-0.0378981952669733,0.0192760561299057,-0.0676083287852148,0.055872952381451
"1004",-0.00839195516405182,0.134492214070173,-0.000518091554613246,0.0783695320013997,-0.0388275993938495,0.00572397179995037,-0.0745880929288001,0.0685115911854761
"1006",-0.00956991616363061,0.132742977773254,0.00525773790022617,0.073353023166893,-0.0393031339197674,-0.00690943281867386,-0.0792575919008486,0.0836073163263012
"1008",-0.0108361865580309,0.130846112200399,0.010944521057396,0.0681295530242748,-0.03870471945752,-0.0185876384502799,-0.0827072019534526,0.0970870853692649
"1010",-0.0121446530236619,0.128876990050104,0.0168069407709347,0.0629672820524621,-0.0379053015097,-0.0292564647308597,-0.0850292366257503,0.111156867287026
"1012",-0.0135171245562632,0.126797870307457,0.0226761485914736,0.0575713592520971,-0.0368482165635628,-0.0396101480812179,-0.0887483316918191,0.119166723973302
"1014",-0.0149362732666334,0.12463618050678,0.0286213415142564,0.0523125552259022,-0.0349678401496007,-0.0480337064733112,-0.0905398302720101,0.126371956610087
"1016",-0.0163946189206925,0.122403013197683,0.0346441937750865,0.0471294908634221,-0.032516806994265,-0.0551936428937887,-0.091520852851935,0.131311146681731
"1018",-0.0178879618349318,0.12010414471343,0.0407306982289898,0.0421401156527373,-0.0294019359770798,-0.0603974877537411,-0.0913061237927351,0.134521458379716
"1020",-0.0194054020433054,0.117756547424712,0.0468919219772087,0.0373641885106143,-0.02535988498493,-0.0632407066852295,-0.089061753076119,0.138711862920326
"1022",-0.0209420721459169,0.115366587355857,0.0530543475359462,0.0326358404520623,-0.0217429198224402,-0.0662252675482576,-0.0880739518737219,0.135995826965125
"1024",-0.0224909716714427,0.112945075981867,0.0592051409892565,0.0281045250879655,-0.0178270596363109,-0.0678277074164726,-0.085991010005602,0.13227538973409
"1026",-0.0240465995840643,0.110499930787471,0.0652767023252213,0.023796053953872,-0.013453133870497,-0.067735563548135,-0.0823136933836912,0.127722111321356
"1028",-0.0255951169543998,0.108054264103363,0.071322128829289,0.0198006313800166,-0.00903615089658688,-0.0663539384564676,-0.0787671848004414,0.119928834764078
"1030",-0.0271177782575052,0.105639025823193,0.0773568237044012,0.0162406738870674,-0.00444111703985812,-0.0634789389046337,-0.0735966071439904,0.113861600950128
"1032",-0.0286272519396379,0.103233026152546,0.0833020085476675,0.0128575278520497,0.000713802480701819,-0.0590232270994217,-0.0678067100056285,0.107038225550776
"1034",-0.0300923234122596,0.100888236443296,0.0891802195097927,0.00996310704054293,0.00586216899244086,-0.0533193861212821,-0.0604788385152211,0.0992107163427565
"1036",-0.0315097910727297,0.0986110282827077,0.0950231891913962,0.00738427951575081,0.0104505241565426,-0.0473582897754039,-0.0526087512882139,0.0888280453491352
"1038",-0.0328865281069661,0.0963889547969731,0.100637874984021,0.00500600216554173,0.0148731118276431,-0.0409929330820439,-0.0463817667436471,0.0754339396398446
"1040",-0.0342231890993624,0.0942221283104171,0.106055114689172,0.00284240926239374,0.0196970183263615,-0.0331149429101718,-0.0383090951861219,0.0611666599254993
"1042",-0.0354795201498397,0.0921789685164069,0.111328043088764,0.00115928600357528,0.0237167350793873,-0.025354576872275,-0.029823170087845,0.0477963050364277
"1044",-0.0366650717266852,0.0902426287153155,0.116206657681094,-0.000427664691734434,0.0273734065840951,-0.0169286125484232,-0.0191829358931651,0.0387530793833065
"1046",-0.037800424750618,0.0883801607439176,0.120714861648097,-0.00193686976830111,0.0313357817528886,-0.00812164299758133,-0.00776797622914252,0.0309999037695039
"1048",-0.0388633319492961,0.0866297729877449,0.124830990573653,-0.00338300673824142,0.0340827476749585,7.67011215746221e-05,0.00346083861029225,0.0203841377418034
"1050",-0.0398604195327517,0.0849810616064328,0.128502832603857,-0.00490852219481965,0.0367485659299376,0.00777938789020984,0.0150492662519308,0.0112605203308271
"1052",-0.0407898926114443,0.0834378124603481,0.131677679377199,-0.00646132998599827,0.0392348717486811,0.0153863093782127,0.0261101486824803,0.0014760250989933
"1054",-0.041648550924562,0.0820065455865971,0.134354907636978,-0.00798342227264109,0.0416133288320248,0.0228918749227276,0.0394284581405062,-0.00367997235117306
"1056",-0.0424424398361266,0.0806765418525278,0.136340151949139,-0.00985844300676995,0.0424124235425375,0.0278126092542325,0.0504072390816701,-0.0105156157844802
"1058",-0.0431808609426962,0.0794330230343249,0.137628514453282,-0.011971257870819,0.0423949107594804,0.0310935979757757,0.0611938784426628,-0.0161016541498517
"1060",-0.0438511495237605,0.0782984885582567,0.138251373491314,-0.0143659466044222,0.0413336568522226,0.0325284735598323,0.0689723011569272,-0.0246921148457549
"1062",-0.0444575802092174,0.077266328746455,0.138198253705709,-0.0170880053544711,0.0407494404534936,0.0334519888255446,0.0789580823989217,-0.0264895913310058
"1064",-0.0449870116878417,0.0763599723785897,0.137528633635743,-0.0200823460134042,0.0386324113613192,0.0320693250579431,0.086136001469533,-0.0291239427893421
"1066",-0.0454441958907553,0.0755714552648543,0.136176170709603,-0.0233352204533148,0.0356262409269385,0.0284673432943407,0.0916754114567119,-0.033570752262504
"1068",-0.0458260145715737,0.0749061727138146,0.134101653565178,-0.0270370530008438,0.0315636543621286,0.0226166553299824,0.0953467652977209,-0.0387150952729094
"1070",-0.0461278639571764,0.0743726591887437,0.131367909762348,-0.0311668469105649,0.0260797693413422,0.0137144439157552,0.0950700967668298,-0.0495558220253454
"1072",-0.0463438922407556,0.0739819435432667,0.128105408907744,-0.0355141023384484,0.0197076673136531,0.00211424907477415,0.0904252296794358,-0.0664156789781389
"1074",-0.0464706696122395,0.0737398463428624,0.124307996782999,-0.0400622843725972,0.0129759978705921,-0.0108353085639897,0.0848876598872411,-0.0846863680872893
"1076",-0.0465193358750134,0.0736269058090299,0.119926894027423,-0.0448687986876042,0.00627420082566141,-0.024056604262842,0.0828905611661836,-0.0931449828476637
"1078",-0.0464681405212769,0.073681671839333,0.115212942269397,-0.0495345355813166,-0.000693124964987486,-0.0380548926865365,0.0800754046758896,-0.104811535560815
"1080",-0.0463239804142013,0.0738902848846713,0.109919379010073,-0.0543538713075424,-0.00973454277692795,-0.05541464036623,0.0737537685678456,-0.117983252460047
"1082",-0.0460940928197696,0.0742413226724781,0.104269715647034,-0.0591535585696453,-0.0177964513690882,-0.0728090539237055,0.0688993773748636,-0.128048911422325
"1084",-0.0457754707540757,0.0747399504559593,0.0983635739113713,-0.0638883421118487,-0.025349923697844,-0.0907390106103399,0.0647287020184731,-0.13774244568205
"1086",-0.0453351994636094,0.075441820003348,0.0922560273515822,-0.068275509538848,-0.0336179853263047,-0.109142015953427,0.0611427924892527,-0.141293829478306
"1088",-0.0448153154423236,0.0762754990263404,0.0860546707800296,-0.0723173557946957,-0.0409759632097281,-0.126011382199397,0.0570124832134172,-0.146449547448424
"1090",-0.0442227008312225,0.077228473882141,0.079760636656992,-0.0762493876042487,-0.0483734431024375,-0.143591290490814,0.05280580367302,-0.151791657962831
"1092",-0.0435415729022726,0.0783275502561877,0.073472671849998,-0.0796514334620561,-0.0551635132137047,-0.160344702457964,0.0521722586603707,-0.150155854764377
"1094",-0.042778547311164,0.0795612676313607,0.0672465255608889,-0.0823118881619752,-0.0613548433922572,-0.176011075039483,0.0520464570225127,-0.146860181929333
"1096",-0.0419706842617509,0.0808650446631372,0.0609196078158982,-0.0848269838170162,-0.0679766685249539,-0.191588310094111,0.0484665326313425,-0.149455403358712
"1098",-0.0411475187027551,0.0821879829980668,0.054405290805534,-0.0876123279620812,-0.0768517749275024,-0.209784065366485,0.0357106249311035,-0.17236777370184
