"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9","Comp 10"
"750",1.45043533598127,0.754860909221266,0.602633893545317,1.14721607351116,1.20210166903227,1.23769797616664,1.26994653995618,1.27345486047075,1.26187909340799,1.25961883621392
"752",1.44484567532413,0.746976678772354,0.572557726227535,1.13048183402356,1.18283471976796,1.20409711285886,1.22212506084833,1.22401478974554,1.215514597528,1.20890381115164
"754",1.43992487015381,0.740071384023845,0.548385196245628,1.11426885246997,1.16385248855399,1.17328437956777,1.17982122098567,1.18040986920813,1.17454797105144,1.16780618263217
"756",1.43627822722579,0.734971274829577,0.531221298956655,1.09195247110027,1.13699526288371,1.14013481294025,1.14119120022059,1.14130926098708,1.12986397340188,1.12465297212803
"758",1.43334302988479,0.730878810041237,0.51786174134557,1.06667613704386,1.10655369112698,1.10595250947317,1.10354352430401,1.10328769859741,1.08902556341049,1.08581250251602
"760",1.43117186312235,0.727858941602909,0.507883032114051,1.04091316658848,1.07598220572041,1.07199268190755,1.06680639242709,1.06597484681148,1.05468514060484,1.05100072765468
"762",1.42945723439896,0.725479132956431,0.499960772532595,1.0154303551413,1.04556363543731,1.03912347187995,1.03166939799252,1.03033543174372,1.02835614242369,1.02276371815379
"764",1.42806055070612,0.723545177399669,0.493381907902307,0.990085573348519,1.01517254812296,1.00731037635633,0.998679046690014,0.997155144117619,1.00276514486386,0.996546235974845
"766",1.42736024570325,0.722573503440225,0.489132062792894,0.962486333978263,0.982377597563899,0.974249051071149,0.965167941632903,0.963598828505358,0.975900015473597,0.971086003329125
"768",1.42709924345048,0.722207049583648,0.486351114426249,0.933152431271985,0.947963251918887,0.939998191387395,0.930806578176033,0.929287702697792,0.941648292258184,0.941232589967358
"770",1.42718040088687,0.722318088174402,0.484116673295416,0.904653698327231,0.914732456137108,0.906525308109872,0.89754690075602,0.896137403269107,0.904865434401842,0.916345869646544
"772",1.42747492204621,0.722732847524405,0.481896912486012,0.877518122518145,0.882589205372286,0.875749375019061,0.867379992974229,0.866015742454246,0.858450384008905,0.875765362537632
"774",1.42790011251637,0.723335071919704,0.479763735895193,0.851425724457343,0.851873132468915,0.847549275989415,0.839767660711378,0.838395281408267,0.828784619869127,0.837713079936574
"776",1.42853484934322,0.724238063457008,0.477617895877874,0.827895618624672,0.824663967929872,0.822649805225967,0.81566346590731,0.814335755173805,0.829929908037193,0.833552758698027
"778",1.42923914758232,0.725247895953309,0.475331878838872,0.806913313247974,0.801310528014007,0.800159978425139,0.794424665640833,0.793152653592996,0.848906472818633,0.849709608934182
"780",1.42977212683881,0.726028333654057,0.472779485578242,0.788985763901446,0.782166531950486,0.780484515670003,0.776684334456862,0.775413658076322,0.845688803418181,0.84556552102913
"782",1.4302753439123,0.726772231807703,0.47049585768355,0.774588629625131,0.767325209468447,0.764405576061701,0.762752488247156,0.761538071299835,0.829919876232449,0.826961293976423
