"sample","y","yhat.cal","yhat.val"
"ak01",12.4,12.477599137693,12.538809220821
"ak02",13.1,13.3060656173381,13.2926840635327
"ak03",12.7,12.3496514787655,12.2259791893523
"ak04",10.2,10.3769795421711,10.4588321238888
"ak05",11.4,12.4441870353221,12.4668492540013
"ak06",10.7,11.1166873629825,11.1789650476506
"ak07",11.5,11.5592013411173,11.5726025756112
"ak08",11.6,11.4597061358327,11.427418455447
"ak09",11.6,11.5390043762348,11.4623887474444
"ak10",11.2,11.631990490758,11.6586560639599
"ak11",13.9,13.7423042125796,13.7130702707609
"ak12",10.6,11.0701503630771,11.1489520125369
"ak13",12.4,12.2019727273473,12.1036478327794
"ak14",11.1,11.5651320515395,11.6381147789179
"ak15",11.4,10.9853613125247,10.866697944695
"ak16",12,11.9136687362676,11.906501887444
"ak17",14.2,13.2798614790608,13.1376439202262
"ak18",12.1,11.5091078059525,11.3623801210203
"ak19",12.2,12.0684323293174,11.97869098444
"ak20",11.5,11.2149766437717,11.2142553807148
"ak21",10.4,10.1346218243538,10.0704426448324
"ak22",11.2,11.1203131640951,11.117605870352
"ak23",12.6,12.1635385750158,12.076822679999
"ak24",11.7,11.7635159080485,11.7736411162663
"ak25",12.9,12.9584685752221,12.9749326177323
"ak26",12.3,12.224234917023,12.2675562276262
"ak27",11.3,11.3997145777096,11.4171149716078
"ak28",13.8,13.8282623558121,13.7902033582928
"ak29",13.3,13.0696451463452,12.957137299252
"ak30",12.1,11.7806755946614,11.7398589467796
"ak31",12,12.6534802428109,12.713775691653
"ak32",13.9,13.7876518595273,13.7500435897439
"ak33",10.7,10.8654372717845,10.9698169110956
"ak34",12.2,11.5067761746274,11.5787989240797
"ak35",11.8,11.2858376535411,11.2891546777679
"ak36",10.9,11.1856657199542,11.2683365575099
"ak37",11.6,12.0325763440544,12.0567738187131
"ak38",11.6,11.5601421793284,11.5835931141684
"ak39",11.4,10.877905051753,10.7507792300668
"ak40",13,13.2489790584621,13.3008780055683
"ak41",11.8,12.4369975094973,12.5169313508943
"ak42",11.1,11.2451545713078,11.3118939259537
"ak43",11.7,11.7102798523718,11.6407835619215
"ak44",10.7,11.7392218526466,11.9141295933163
"ak45",12.8,12.4236175447536,12.3863282489876
"ak46",12.8,12.9819960080179,12.9889229918532
"ak47",13.1,12.9393698809288,12.8123575526996
"ak48",13,12.8529264444668,12.7938457596216
"ak49",12.9,12.8392516205862,12.7858720438509
"ak50",14.7,14.6717023416404,14.6589527371267
