"","Comp 1","Comp 2","Comp 3"
"750",-0.129821663941031,-0.0570949312716919,-0.0143951761927567
"752",-0.129821663941008,-0.0570949312716538,-0.0143951761928005
"754",-0.129821663940968,-0.0570949312715987,-0.0143951761928851
"756",-0.129821663941003,-0.0570949312716544,-0.0143951761928567
"758",-0.129821663940991,-0.0570949312716377,-0.0143951761928643
"760",-0.129821663940984,-0.0570949312716195,-0.0143951761928903
"762",-0.119287643366593,-0.0393602823307973,-0.00115419808350155
"764",-0.108331973400351,-0.0249736249078368,0.00493149695432526
"766",-0.0963636679634841,-0.00998329432928632,-0.00355313811688854
"768",-0.0857597362832731,0.00383912541578997,-0.00936442143778752
"770",-0.0743059084811011,0.0215903257136198,-0.00768993724267927
"772",-0.0577427332888787,0.0468771063087578,-0.00450627950513977
"774",-0.0343381743321566,0.0709801082952588,-0.0122359915692576
"776",-0.0103869692796082,0.0744521045785505,-0.0256155273391519
"778",0.00755287549618491,0.0640410120813834,-0.0250081257732532
"780",0.0193023802157156,0.0554582145893775,-0.0109598314177817
"782",0.0270335500742342,0.0497505860449353,-0.00488609190396919
"784",0.0316711642960528,0.0446022012851311,-0.00262573609065454
"786",0.0353069855459835,0.0399946206797132,0.0148697564633798
"788",0.0370274294419981,0.0260428228546923,0.0671297211369349
"790",0.0353119524054722,-0.00584919078091047,0.15139894491849
"792",0.0345336028771969,-0.0340959421036157,0.178372453206449
"794",0.0290200867049774,-0.0608510713019057,0.158538685583133
"796",0.0243222554112475,-0.0788142220692886,0.134535261585352
"798",0.0211294734407403,-0.0874776251544338,0.122332154666262
"800",0.0211567247100796,-0.0903247585034161,0.112047523953674
"802",0.0200377408113463,-0.0936848475599387,0.0957706288553112
"804",0.0176354765517658,-0.0968570844104069,0.0872326999103274
"806",0.014894575404345,-0.100080432585876,0.0835188887567388
"808",0.0107430927835505,-0.10487208599188,0.0800724634193273
"810",0.00739140251720782,-0.108746259129052,0.077460912796537
"812",0.0066825970955516,-0.110107918393678,0.0741558273471992
"814",0.00673553073045392,-0.110422457590141,0.0727626745247975
"816",0.00824824786426991,-0.109218846585778,0.0725831210050402
"818",0.010884665470098,-0.106869819345246,0.0726913452605362
"820",0.0163701000105733,-0.101474396085165,0.0746742396093364
"822",0.023571032815407,-0.0938973562052519,0.0786720745155128
"824",0.0343249594585865,-0.0821214487207473,0.0851878066033463
"826",0.054344117222443,-0.0592992969972195,0.0943583345347279
"828",0.107129860735536,0.0104636344570651,0.115749012084668
"830",0.146034368972352,0.208594780822239,0.0653571862731768
"832",0.0470625796541322,0.16090775084463,-0.0163720915582727
"834",0.0154124568168849,0.134343694391211,-0.033247910250554
"836",-0.00240978330017567,0.11755673836917,-0.042461739939149
"838",-0.015787295306871,0.103975364631197,-0.0486578089145506
"840",-0.0267743246418813,0.0920655682587781,-0.0531068154547375
"842",-0.0394427252703654,0.0777265386683448,-0.0591524121155712
"844",-0.0538295651954163,0.0604583120646536,-0.0694902915028125
"846",-0.0670859407284523,0.0432812500274094,-0.0835199662351807
"848",-0.0790498853733869,0.0262640095738647,-0.0953105543903603
"850",-0.0853136267441987,0.0132957677297493,-0.0871227422833024
"852",-0.0731686441862466,0.0118971968111193,-0.0462668450761614
"854",-0.0101196533742735,0.0155155607807477,0.0549829328052504
"856",0.068969559083153,0.00578200962460634,0.0873377741713135
"858",0.0928792624511783,-0.00463461150189455,0.0765431183085465
"860",0.0965299578020926,-0.0071240829961742,0.0673068268872507
"862",0.0952374703399727,-0.0104930197653143,0.0617751406961731
"864",0.094556435883907,-0.0121071134220513,0.0588042636958338
"866",0.0968106955676035,-0.0095989171539305,0.0583214713255752
"868",0.100298526303685,-0.00493236736560875,0.0612981743607511
"870",0.104232296526032,0.000399256724679477,0.0661711338669683
"872",0.108857111812369,0.00669257786593178,0.0681135527058945
"874",0.114648331056235,0.0149605660102383,0.0678407951096766
"876",0.12249048182559,0.0265240502809645,0.0679520960643137
"878",0.132851092576649,0.0424390242550757,0.0682381660912991
"880",0.145820289041669,0.0637788820840494,0.0707992645615794
"882",0.157809712375317,0.0856326257528079,0.0730030686193965
"884",0.16869659409898,0.108155309287329,0.0746870962363971
"886",0.176456413468158,0.127238624686335,0.0775270155023483
"888",0.178832962240909,0.13485169349737,0.0827637986180702
"890",0.172675826059407,0.123800211879999,0.0793570313893855
"892",0.152262282313538,0.0870560619220041,0.058445665033981
"894",0.108141396176948,0.0183520650756612,0.0142363472831226
"896",0.0423039420576638,-0.0688559319919112,-0.0282486983568816
"898",-0.0128156223642111,-0.131564974284011,-0.0461154493436437
"900",-0.0437781955835254,-0.16313351430081,-0.0438489123068747
"902",-0.0556270858107562,-0.174816980626902,-0.0333963022156269
"904",-0.053936848432886,-0.174167114776961,-0.0224505026673605
"906",-0.0464819905188912,-0.168360181787855,-0.0151837422665366
"908",-0.035610619641968,-0.15933228352043,-0.0100870629401068
"910",-0.0237287734764183,-0.149142245006072,-0.00848313498166279
"912",-0.011523613830472,-0.138225624685029,-0.00871806807117716
"914",0.000361770819726031,-0.127104730501813,-0.0100398574706428
"916",0.0113944088729519,-0.116225369424193,-0.010635797734346
"918",0.0215569794650084,-0.105803210795912,-0.0118683434667287
"920",0.0311110456968827,-0.0956449960832406,-0.0140376019275541
"922",0.0401345183800821,-0.0857024196576634,-0.0172162083054979
"924",0.0486714010237649,-0.0759451438767399,-0.0218586176495426
"926",0.0566199745016015,-0.0664861252600215,-0.0280500940935783
"928",0.0639148687874043,-0.0573876816878811,-0.0355865252505658
"930",0.0701490622713242,-0.0491699584798829,-0.0453008142873421
"932",0.0748316987886337,-0.0425022455485905,-0.0563098110897743
"934",0.0776657041868743,-0.0379959971581258,-0.0681668682618428
"936",0.0789827893181303,-0.0354285803084581,-0.0789046389484976
"938",0.0795680945854688,-0.0338770134872039,-0.0882872510158476
"940",0.0807855747950028,-0.0315040189085684,-0.0959132319051933
"942",0.083806296964857,-0.0264319219433334,-0.103115704613555
"944",0.0901052072310703,-0.0158449518514695,-0.112260364292744
"946",0.102790166879042,0.00729677803646335,-0.126271282049263
"948",0.127216100214891,0.0663988523742895,-0.149874473758327
"950",0.111211133489684,0.172129407369617,-0.119140206080665
"952",0.0220011535273502,0.144957493679058,-0.0127922065614997
"954",-0.0143643268745182,0.113761689688535,0.0273093560252451
"956",-0.0309077248705854,0.096585614547896,0.0442634686140937
"958",-0.0407984670537461,0.0854155023813803,0.0535786100358996
"960",-0.0480193466989797,0.0768381280218155,0.0594740772261986
"962",-0.0540807782953968,0.0693862778390854,0.0634433845764521
"964",-0.0598213048605433,0.0621407672411556,0.0661966246784962
"966",-0.0656438563273368,0.0546257433564096,0.068253523486442
"968",-0.0717327618638826,0.0466043170731107,0.0694005114280495
"970",-0.0778953208389701,0.0383423950755463,0.0695937157087404
"972",-0.0836483204039811,0.0304925126881783,0.0685679170815951
"974",-0.0883442709271527,0.0239932144953153,0.066772160843567
"976",-0.0916938489109008,0.0193679702181049,0.0643076615898937
"978",-0.093910870677327,0.0163291578499378,0.0620829263816137
"980",-0.0954051695324266,0.0143425445418644,0.0592890764760508
"982",-0.0963031162831583,0.0132265390291848,0.0562550929843067
"984",-0.096720764057398,0.0127940896236467,0.0531852144759463
"986",-0.0965227984125504,0.013245362609849,0.050260436669734
"988",-0.095719756143465,0.0145871890848079,0.0473394634754807
"990",-0.0944205119254617,0.0166250659423423,0.0437783949819833
"992",-0.0927646813174731,0.0191329331069822,0.0390990142526511
"994",-0.0907952580284494,0.0219570226243042,0.0336017484809499
"996",-0.0886181574934485,0.0249834907685382,0.0272323080872266
"998",-0.0864375492919794,0.0278027163717932,0.0199774540904313
"1000",-0.0839758716637411,0.0308995218879426,0.0117589778287638
"1002",-0.0810935268362374,0.03432904627262,0.00308584923235385
"1004",-0.0778008656055765,0.0380995101428087,-0.00624845837961559
"1006",-0.074021870783589,0.0421273606958897,-0.016083280039749
"1008",-0.0698933822517162,0.0461950120438542,-0.0285104029434707
"1010",-0.0652135185000027,0.0500026333737465,-0.0444041203503715
"1012",-0.0595162809070079,0.0536712067096336,-0.0661227195110993
"1014",-0.0530571255612739,0.0558232765589537,-0.0945708554644296
"1016",-0.0444459240360878,0.0560472523133691,-0.132562387111849
"1018",-0.031806643789414,0.051871816161992,-0.183893354195743
"1020",-0.00728277919411743,0.0405777819811077,-0.248628597728632
"1022",0.0244075922878981,0.017407661383842,-0.283416130021416
"1024",0.050295336606277,-0.00820399548546011,-0.257857416714171
"1026",0.063399930212658,-0.0242667375093483,-0.209288773513712
"1028",0.0685221153389828,-0.032695810468237,-0.170791085003514
"1030",0.0701970343954631,-0.037710511931803,-0.143956460211003
"1032",0.0707044770983413,-0.0412554596591461,-0.124087619765586
"1034",0.0699829359616757,-0.0448684785451225,-0.108372028182888
"1036",0.0682278190551935,-0.0488050374605828,-0.0954883811471859
"1038",0.065823752701359,-0.053055220504793,-0.0844102110005611
"1040",0.0631602151912056,-0.0572578342541726,-0.073357488651703
"1042",0.0601399238175843,-0.0616450636214282,-0.0627620201459896
"1044",0.0573267718483495,-0.0654691674093775,-0.0531485923596183
"1046",0.0545566698374348,-0.0690248999753677,-0.0450082628212596
"1048",0.0514823016513851,-0.0727851772704206,-0.0385635786572394
"1050",0.0483608558176674,-0.0764905602472376,-0.0333321296449848
"1052",0.0457882063848677,-0.0794250013277473,-0.0284753547119496
"1054",0.0436532174823187,-0.0817586542848482,-0.0241349100639146
"1056",0.0420308089606616,-0.0834736493865222,-0.0204499595861629
"1058",0.0410392896049842,-0.0844913209821497,-0.0177354299704401
"1060",0.0407333988301386,-0.0847830938049573,-0.0155470850765137
"1062",0.0411727340571334,-0.0842791922893095,-0.0138899788321788
"1064",0.0423221781996044,-0.0829802229148196,-0.012496011126674
"1066",0.0435822460654829,-0.0815324274007359,-0.0112490533547314
"1068",0.0450081569423009,-0.0798624721147921,-0.00990398897563287
"1070",0.0465136147971031,-0.0780875948562245,-0.00920030567173856
"1072",0.0480843130345328,-0.0761836901780392,-0.00757607535850672
"1074",0.0498047920740857,-0.074081986969838,-0.0054908309006978
"1076",0.052102991029551,-0.0713250742672407,-0.00454833207925989
"1078",0.0544673333036276,-0.0684999341144523,-0.00408529378278667
"1080",0.0568374117745009,-0.0656811894807703,-0.00371427590787725
"1082",0.0596625453729666,-0.062288020492261,-0.00320106248348852
"1084",0.0630183488302242,-0.0582306528297743,-0.0037147578897221
"1086",0.0663973529455242,-0.0541816348217185,-0.00748597472256012
"1088",0.0692070617272451,-0.0508464656120986,-0.0184236223027014
"1090",0.0692070617272425,-0.050846465612102,-0.0184236223027163
"1092",0.0692070617272481,-0.0508464656120947,-0.0184236223026876
"1094",0.0692070617272581,-0.0508464656120828,-0.0184236223027199
"1096",0.0692070617272382,-0.0508464656121071,-0.018423622302687
"1098",0.0692070617272399,-0.0508464656121046,-0.0184236223026637
