"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6"
"1070",0.121949351466811,-0.0561165585381839,0.0465586928703983,0.0596103521206084,0.0152545916064163,0.120669180432061
"1072",0.11889335967264,-0.0592692652534569,0.0423940300294017,0.0538168045512657,0.00354787669681363,0.125015546288327
"1074",0.115348953590587,-0.0626404816078853,0.0377297215870733,0.0460874853154405,-0.00939865865259006,0.1271134593733
"1076",0.111321437764088,-0.0662227460786687,0.032762464366822,0.0366095307457987,-0.0232565773990981,0.127835322081999
"1078",0.106904286170083,-0.0698971222193615,0.0275422529207481,0.0256238649146004,-0.0371021547034726,0.128491228018427
"1080",0.102169890201601,-0.0735722440919379,0.0220776698964883,0.0133372958350334,-0.0501827422775414,0.130096868100561
"1082",0.097141307975684,-0.0772481864149827,0.0164156369540315,-0.00018164064460871,-0.0627947488448396,0.132388468811956
"1084",0.0918581667911337,-0.0808972912940147,0.0107378877494855,-0.0146585099148805,-0.0752731564891643,0.135221753927122
"1086",0.0863847091770795,-0.0844058141297817,0.00535759056131418,-0.0294711453914429,-0.0871321785553222,0.138896105304807
"1088",0.0808028979430978,-0.0876529373929461,0.00047350337056734,-0.0439432596843024,-0.097181545323045,0.145920242471256
"1090",0.0757177379346083,-0.0903434301157227,-0.00567679051508595,-0.0603117575826069,-0.107760253980194,0.154909285753468
"1092",0.0707300319534919,-0.0927097667832538,-0.0121437004195576,-0.0775220531327935,-0.117894409529076,0.165843028069112
"1094",0.0658397799997488,-0.0947519473955387,-0.018927226342849,-0.0955741463348627,-0.127584011969699,0.178721469418162
"1096",0.0610469820733788,-0.0964699719525777,-0.0260273682849599,-0.114468037188816,-0.136829061302063,0.193544609800627
"1098",0.056351638174382,-0.0978638404543705,-0.033444126245889,-0.134203725694648,-0.145629557526154,0.210312449216529
