"","Comp 1","Comp 2","Comp 3","Comp 4","Comp 5","Comp 6","Comp 7","Comp 8","Comp 9"
"900",0.111490313627364,0.0117888733084754,0.0555091555369349,0.0745931309301994,0.137246276878135,0.105190018197874,0.131071986370292,0.00502379957292087,0.000387255743444926
"902",0.105998270328691,0.00343191343192551,0.0513143061234062,0.0719814766712793,0.133222260870312,0.104133411166884,0.129307476449655,-0.000421360740288311,-0.0108283862069309
"904",0.0986941264624036,-0.00745687842967658,0.0452620858709055,0.0656313197534501,0.12599207613019,0.0999372137100577,0.119872010072142,-0.00766454221519148,-0.0250711797075022
"906",0.0899341418908377,-0.0201993785304729,0.0377336953973693,0.0558329803851274,0.115568883789435,0.0929979003511475,0.104299015571793,-0.0155113363123703,-0.0403790641952024
"908",0.0803395310854317,-0.0337868391228049,0.029320584598936,0.0436215032503349,0.102852891527617,0.0845512061432466,0.0866843757428153,-0.0214909005690697,-0.0516715127547568
"910",0.0707558220910917,-0.0470060493149685,0.0208275506775699,0.030232358052314,0.0885087454148572,0.0754040842384227,0.0690291440848611,-0.0256114100905795,-0.0595879990467261
"912",0.0620243985192726,-0.0587734996983617,0.0129921349718535,0.0174700228334313,0.0737044654026022,0.0664318894095442,0.0519237363977171,-0.029008416264289,-0.0673318366212303
"914",0.0547922260807497,-0.0683514515201684,0.00634972821462788,0.00651120128969224,0.059370749283904,0.0581561031165643,0.0359385434942189,-0.0321771795382348,-0.0761078639209404
"916",0.0494390919918977,-0.0753722138805052,0.0012296253259823,-0.00171604914108976,0.0467154746741464,0.0517159970976338,0.0243415445388503,-0.0333935642867925,-0.08203922508582
"918",0.0459169723183692,-0.080007107971404,-0.00245448167130012,-0.0074067463460446,0.0354383120165036,0.0462837874843392,0.0154624720530742,-0.0332406768345056,-0.086271546702309
"920",0.0440505972190787,-0.0825302919503476,-0.00480923852158038,-0.0103879279943828,0.0260673769093137,0.0426621766165145,0.0121187066199835,-0.0298089474046214,-0.0833838010784471
"922",0.0435343201960841,-0.0833599640514785,-0.00615532147042756,-0.0114491132068533,0.0180500497244163,0.0400689884155439,0.012825782563932,-0.0240514211027346,-0.0758225950772142
"924",0.0440430284657219,-0.082902411446005,-0.00674162593285185,-0.0111403977614028,0.0109066424808787,0.0380687156944494,0.0156060824687289,-0.0174011982130506,-0.0664600286714873
"926",0.045297931484734,-0.0815032539723944,-0.00682393742411537,-0.00974405864574179,0.00442680272956004,0.0365036397250615,0.0197472880706395,-0.00965156015718657,-0.0549779395338425
"928",0.0470497798307481,-0.0794595265125267,-0.00657714072738521,-0.00745381756938942,-0.0016106170430348,0.0352606338728307,0.0246675901116011,-0.000860203588344978,-0.0413591791481603
"930",0.0491107175210009,-0.0769972418980364,-0.00616295307439555,-0.0046722250263276,-0.00766682079282449,0.0338593554148094,0.0292379579504878,0.00823704739348129,-0.0273010182237524
"932",0.051328021595517,-0.0742967139625738,-0.00567931157726992,-0.00151728002517903,-0.0139237340799418,0.0320409798312171,0.0326861782565829,0.0171116691822095,-0.0137847442271336
"934",0.053589987474675,-0.0714928754856526,-0.00521801455438356,0.00196256777434355,-0.0205268592634103,0.0295285617409199,0.0334185443612125,0.0245281469219856,-0.00291189532460685
"936",0.0558253431926894,-0.0686673035110703,-0.00480509433092388,0.00573664299250865,-0.0275045472394069,0.0262266455696938,0.0311442941585503,0.0303261815137468,0.00515410990028967
"938",0.0580105363663033,-0.0658391939327841,-0.00438728392717534,0.00999692609476004,-0.0344086993400603,0.0226339640387148,0.0267455636229456,0.0348874577959516,0.0117183225326808
"940",0.0601445222795166,-0.063005269502485,-0.00391988380527635,0.0147713621440051,-0.0410472118332244,0.0188073321871958,0.0204220971802351,0.0380927626994921,0.0167961527315708
"942",0.0622848217426939,-0.0600872217142981,-0.00329877835901932,0.0201890373607847,-0.0470180180318337,0.0150533459536315,0.012474661044597,0.0399693617757899,0.0204972176931648
"944",0.0644874852586093,-0.0570173440335177,-0.00246676779629826,0.0260959950192514,-0.0521216485545733,0.0115241196875611,0.00348522577136955,0.0403801306509231,0.0220923038700035
"946",0.0668288653666637,-0.0536973445884429,-0.00131905758065771,0.0325328591828373,-0.0560243499922669,0.00858460990680794,-0.00520280206098681,0.0399992822509523,0.0230714902880937
"948",0.0693797787982217,-0.0500400943659649,0.00018327880120446,0.039359427635259,-0.0586896796502564,0.00628653077922067,-0.0134567450768897,0.0390141367018231,0.0235206592844539
"950",0.0722131329759301,-0.0459482730833813,0.00209611363213408,0.0465464311576496,-0.0600695880025532,0.00474628721847162,-0.0209191246409025,0.0378024503275128,0.0239685027908834
"952",0.0754130385906431,-0.0413057190104324,0.00446173031143305,0.0539236939829146,-0.0603353276317955,0.00379619561183532,-0.027798933620664,0.0364121600978354,0.0240955759968607
"954",0.0790756395463716,-0.0359718743543943,0.00733409568633212,0.0614010766324495,-0.0595616339362476,0.00338880198762272,-0.0337335738583162,0.0355036309511463,0.024960065459543
"956",0.08331549864461,-0.029769478764177,0.0107820111458238,0.0688820319193694,-0.0578795951034905,0.00330353730067415,-0.0397527569200923,0.0343532309319152,0.0249485770162301
"958",0.0882799345329925,-0.0224607874700785,0.0149238096599296,0.0762716168980751,-0.0552816989231494,0.00351552308618377,-0.0455124736085856,0.033575600201599,0.0247555007591161
"960",0.0941239275330921,-0.0137776055863872,0.0198788370850216,0.083357737180557,-0.0518086230371109,0.00387897233327602,-0.0514853743219193,0.0332750539411583,0.0242318327462732
"962",0.101013668799606,-0.0034043253205064,0.0257949662938735,0.0898130760682785,-0.0474968519656352,0.00425545825641167,-0.0574246528169316,0.0337915435098117,0.0237280949256959
"964",0.109100841066452,0.00899574879131053,0.0327879034719427,0.0950437995148359,-0.0424382068414946,0.00421666664955466,-0.0645934177629656,0.0354853345776065,0.0232161119218043
"966",0.118501436715015,0.0237800627013892,0.0409808863166891,0.098269639351513,-0.0367129338839193,0.00344527368313561,-0.0741742518510742,0.0384976485276413,0.0214518547772023
"968",0.129360279093651,0.0414742011421696,0.0505762502481846,0.0986856276928025,-0.0300378244466372,0.00194307968740599,-0.084727539083181,0.0450497383488036,0.0216719447594208
"970",0.141862555455454,0.062921243167972,0.0618677260749031,0.0949816659789734,-0.0222842311051028,-0.00064573812274231,-0.0964178879382654,0.0565050289107359,0.0246532959224868
"972",0.156317872376026,0.0897947122208655,0.0753440748397032,0.0847477158682397,-0.0133277919959518,-0.00566897561649734,-0.113818488024033,0.0731104144958237,0.0262451973590513
"974",0.17292527618327,0.125427380459484,0.0923156244354857,0.0647566506038171,-0.000751956979525384,-0.0136355296959351,-0.137571892329838,0.09850008664735,0.0293101143577541
"976",0.188706291854192,0.173499722643892,0.113045352301551,0.026909494145592,0.018382226473599,-0.02545012076245,-0.166905342984869,0.13859276941306,0.0390842402960305
"978",0.185703738811695,0.223752813431649,0.129007953516377,-0.0378447313860344,0.0459495254809415,-0.0412607337552968,-0.192982376592747,0.181742294190236,0.0473960155200524
"980",0.134466449724303,0.228405968896322,0.115513639811534,-0.107668620260453,0.0681407784043758,-0.0502509842524627,-0.178180547148962,0.187676349504761,0.0406315313922935
"982",0.0665295284976768,0.186188922464079,0.0817037898338677,-0.139913391121798,0.0725291206357284,-0.0473998375397265,-0.134119940368048,0.149773350503153,0.0170032633711371
"984",0.0196581187521324,0.144864197738258,0.054247539924063,-0.145939324548978,0.0695351365382902,-0.0410476914606746,-0.095094823548837,0.112411351279817,-0.0012186139850959
"986",-0.0086934136239038,0.116252474558909,0.0366235381465112,-0.142658012341304,0.0669850230452124,-0.0349473293149436,-0.0669930013490983,0.0860873464671938,-0.0111433378619679
"988",-0.0262927220064211,0.0972123799779117,0.0253617577768174,-0.137051429766916,0.0655821492351008,-0.0296281698038885,-0.047115187354347,0.0685853394871322,-0.0152910011063664
"990",-0.0378215056899607,0.0842787230559772,0.017993852888875,-0.130290322118022,0.0655290482126297,-0.0249473731513223,-0.0315998291919734,0.0562939809746759,-0.0165910516925254
"992",-0.0456455954079906,0.0753395641782166,0.0130238785944244,-0.123326533240473,0.0660703302515341,-0.0207824331960932,-0.0184763448240514,0.0476662284653056,-0.0156722691152252
"994",-0.0512025171627355,0.0689420982869109,0.00945893538092076,-0.116537382910605,0.0666329807984889,-0.0177588611319687,-0.0104140464154121,0.0392364451838464,-0.0187908440168131
"996",-0.0552232012645507,0.0643240700039605,0.00692526957274106,-0.109743728004451,0.0675893012191455,-0.015115785918877,-0.00431212301109412,0.0322242028714713,-0.020928225847864
"998",-0.058195980348342,0.0609609390300098,0.00511427721567255,-0.102770859637416,0.0688514630903048,-0.0124245192519431,0.000997380282917193,0.0264288803870257,-0.0223266208676997
"1000",-0.0604088933449578,0.058511731506662,0.00383006020696614,-0.0958801478933566,0.0702259868804576,-0.0099467111519977,0.00547071409623443,0.0217124892641152,-0.0220649943892142
"1002",-0.0620621814327921,0.0567325751814248,0.00283102676859896,-0.0893277016863531,0.0713209927026043,-0.00804119574381756,0.0078896368168914,0.0166566757398935,-0.0238477816930164
"1004",-0.0632868249174819,0.0554808949070325,0.00210920423259438,-0.082918382143547,0.0722162742575387,-0.00661524908559801,0.00860353726498392,0.010921780816543,-0.0276998752628253
"1006",-0.0641743293961066,0.0546278510095528,0.00152027994418155,-0.0768317301797147,0.0729379971208314,-0.00551339928989491,0.00797115985707789,0.00512984077636435,-0.0323626830488206
"1008",-0.0647993560627785,0.0540989804433051,0.00111070185289574,-0.0707287617705544,0.0737156316891366,-0.00440551923343266,0.00707690842241863,-0.00049399728186672,-0.0366697115790562
"1010",-0.0651938262444695,0.0538450725613404,0.000790228527613868,-0.0648058645312866,0.0744362198992075,-0.00324678154769366,0.00647647079362825,-0.00518668629106356,-0.0389980645764536
"1012",-0.0654215535679431,0.053789963886549,0.000559647292168218,-0.0588631162351059,0.0752154240324449,-0.00220050399343604,0.00542809993490586,-0.00962198372306565,-0.0409854055971731
"1014",-0.0655034973099415,0.053902583319224,0.000364153824968489,-0.0531178276771494,0.0758431148386647,-0.00130596651676966,0.00408150708377902,-0.0135568075095624,-0.0425233650415111
"1016",-0.0655058213976342,0.0541013997737141,0.000188715821642559,-0.0474544298738762,0.0763577312437002,-0.000623910997442215,0.0021618207833059,-0.0174638845696422,-0.0442906047386437
"1018",-0.065434448326027,0.0543778718048475,2.09265292676784e-05,-0.0419660088843521,0.0766818561957801,-0.000161698540427403,-7.34551484209646e-05,-0.0208285403002388,-0.0450429785535952
"1020",-0.0653124891524478,0.0547085064392751,-0.000115093206172896,-0.0364658587019552,0.0769715677470841,0.000323346448506562,-0.00186189858662605,-0.0234633380044959,-0.0446198697211264
"1022",-0.0651418859066632,0.0550862865063308,-0.000228163680641678,-0.0311142239254841,0.0772023610230193,0.000861402872549658,-0.00279308329761057,-0.0249872100099751,-0.0420617176513098
"1024",-0.0649240068885109,0.0555108608187183,-0.00031843748371519,-0.0258288416165706,0.0774077871869851,0.00138394773779481,-0.00362597556270021,-0.0260044308247182,-0.0390550128875439
"1026",-0.0646473832915689,0.0559985133589678,-0.000380754716117311,-0.0205311295703703,0.0776401209331721,0.00194928272743266,-0.00435767504508854,-0.0263641756886481,-0.0354190755334862
"1028",-0.0643216316609088,0.0565357081644588,-0.000425081540355683,-0.0152694581127464,0.0778315216707629,0.0024206146568615,-0.00524880692511445,-0.02669621253659,-0.0325346320123239
"1030",-0.0639647512584382,0.0570984603868918,-0.000458360585371822,-0.00999427436575601,0.078055173252324,0.00283304490264298,-0.00648547138914627,-0.0270358784599469,-0.0298778289077979
"1032",-0.0635498855244193,0.0577243582359631,-0.000467614910102508,-0.00463554842509933,0.0783241922942602,0.0033321152105648,-0.0074427481386879,-0.0271103818990598,-0.0270878455231574
"1034",-0.0630941147434764,0.0583854910209566,-0.000498774450770061,0.000844766013580953,0.0787361597487438,0.00403973688860824,-0.00785411734289074,-0.0267573103478164,-0.0245482351294461
"1036",-0.0626237605165467,0.0590477611001915,-0.000547058579239076,0.00652698886124075,0.0794227187194825,0.00504540065209055,-0.00727416369769628,-0.0259205921352722,-0.0222464622101583
"1038",-0.0621902812858502,0.0596384984044713,-0.000685384912529968,0.0121748357403957,0.0802637038058847,0.00633146419532074,-0.00631160904687565,-0.024586354644144,-0.0197486554967338
"1040",-0.0618216891122242,0.0601206315175919,-0.00092001164918516,0.0178107817361218,0.0813245303074493,0.00780171971806023,-0.00519611583402659,-0.0228807941547172,-0.0171809966459804
"1042",-0.0615460198231892,0.0604583293097876,-0.00127334159654874,0.0233502172606301,0.0825506793045041,0.00948307223982515,-0.00346488254273415,-0.0204683510726122,-0.0134309309464956
"1044",-0.061412358810882,0.0605889350903986,-0.00175604275243321,0.0288279476441047,0.0841538905069455,0.0116479961502793,6.28952998269246e-05,-0.0165680254512616,-0.00651160766242861
"1046",-0.0614756971253958,0.0604395738889765,-0.00242833526642976,0.0341936071012809,0.0860779516080696,0.0142714138933436,0.0049099980025766,-0.0111929582610135,0.00317015934181071
"1048",-0.0617977961444858,0.059929587210071,-0.00333612998585399,0.0393815234177232,0.0883299784294425,0.0173854531716636,0.0106251397724841,-0.00408688977644574,0.015857884722842
"1050",-0.0624637910968139,0.0589414628473911,-0.00458515336855325,0.0440506399475613,0.0905396359228288,0.0204357274386318,0.0160900270115994,0.0034452225452825,0.028232126542999
"1052",-0.0635833830138326,0.0573292336468595,-0.00618159694223648,0.0484808955189515,0.0933324429159266,0.023824697297955,0.0222422641782769,0.0121034653693763,0.0423124097104426
"1054",-0.0652034973447958,0.0550187845084098,-0.00824616474809855,0.0524093181363661,0.0963321626179111,0.027326074508324,0.0285155157082487,0.0220157044095189,0.0570688957951095
"1056",-0.0674518834111984,0.0518125362021882,-0.0109631804368253,0.0562189902875225,0.0998773078572271,0.0313732683934843,0.0357441894905641,0.0337090775251495,0.071797773844934
"1058",-0.0705509313204341,0.0473690189098534,-0.0145644105956947,0.0602553649898608,0.104422409527916,0.0360812829144378,0.0444405696359205,0.0475124346126271,0.0861310711793631
"1060",-0.0748883943453224,0.0410691868374988,-0.0196325725425553,0.0640898335240874,0.109750388745488,0.0408461152838489,0.0500812115430398,0.0623817012808735,0.0962467017246149
"1062",-0.081043845675323,0.0319525051546008,-0.0268056280726232,0.0681511385867523,0.116693054759699,0.0451939678558428,0.0489779203147597,0.0777738621759849,0.0970593502438134
"1064",-0.0902140528615001,0.0179440956721163,-0.0376248415069698,0.0730261032308265,0.126670885994075,0.0491063600133498,0.036417126402281,0.0933869674574001,0.0830108623307851
"1066",-0.104995499176702,-0.00587239870405563,-0.0555411742874617,0.0816369464892415,0.14510531748763,0.0571268298533729,0.0172476588192051,0.121233424132839,0.0662320579453367
"1068",-0.13158385624937,-0.0537212858022956,-0.090039106557467,0.0984103542192975,0.181262208117489,0.0735407350400111,-0.0263375319562335,0.174391070857362,0.0356185306687103
