"sample","y","yhat.cal","yhat.val"
"ak01",12.4,12.4272477312188,12.217648361345
"ak02",13.1,13.257902092315,13.3257523786117
"ak03",12.7,12.2633858830953,12.0707728829028
"ak04",10.2,10.6455663561748,10.6554587856547
"ak05",11.4,12.4583330224699,12.6079491104671
"ak06",10.7,10.8899375556781,10.9074177793367
"ak07",11.5,11.6978731353085,11.6833162222445
"ak08",11.6,11.4899984177566,11.4462530020345
"ak09",11.6,11.3850015086422,11.1758078316589
"ak10",11.2,11.8584868074062,11.97886175706
"ak11",13.9,13.9377724187297,14.0775878365783
"ak12",10.6,10.8402862796887,10.8253082579109
"ak13",12.4,12.3207640733596,12.074069081537
"ak14",11.1,11.3425322945004,11.8036202300328
"ak15",11.4,11.1854509646157,11.0890516067554
"ak16",12,11.9864140727618,11.8814985594126
"ak17",14.2,13.6313656871698,13.5240936841822
"ak18",12.1,11.1973212967264,10.7910357223218
"ak19",12.2,11.9711912400625,11.8114723657431
"ak20",11.5,11.3158566806657,11.3191812473313
"ak21",10.4,10.3012468892446,10.1608901632001
"ak22",11.2,11.1757218297195,11.1801586888903
"ak23",12.6,12.5928001825821,12.6179349776155
"ak24",11.7,11.792719432861,11.7629793712614
"ak25",12.9,12.7485653257404,12.8245940320869
"ak26",12.3,12.24429380428,12.137303848142
"ak27",11.3,11.404385274477,11.5352198717582
"ak28",13.8,13.7959034046256,13.7602042939765
"ak29",13.3,13.2371265912409,13.0898158426157
"ak30",12.1,11.925808754859,11.8343662352874
"ak31",12,12.2304140106827,12.439980150124
"ak32",13.9,13.5064787291306,13.3286774141677
"ak33",10.7,10.8933092028653,10.9398603219032
"ak34",12.2,11.8701091307616,11.5918491068304
"ak35",11.8,11.4543199073335,11.3448810820007
"ak36",10.9,11.2423710418726,11.3384658958762
"ak37",11.6,12.3944171634176,12.5267827555015
"ak38",11.6,11.3323622130455,11.3294787017948
"ak39",11.4,10.7026074129876,10.5600615788707
"ak40",13,13.2457814532355,13.1379262918489
"ak41",11.8,12.1829077705632,12.5037785569859
"ak42",11.1,11.3016485097193,11.4040971357125
"ak43",11.7,11.3453616990099,11.0098409886417
"ak44",10.7,11.3623749503183,11.5354937385871
"ak45",12.8,12.5136095343224,12.406061406526
"ak46",12.8,12.7616457514149,12.6562318319588
"ak47",13.1,13.2061353083641,13.1400077427935
"ak48",13,12.7274061295933,12.6928531236876
"ak49",12.9,12.6951104891013,12.6507780858628
"ak50",14.7,14.8103705842848,14.7658423997189
